cell_type_imm_custom	Gene	key	Pathway	Normal	Tumor	diff
Monocyte	BMP4	ligands	BMP	0.0022359586469675656	0.002462059367015979	2.261007200484136e-4
Treg	EGFR	receptors	EGF	0.0037066694147590657	0.003907998300981982	2.0132888622291598e-4
B cells	FZD1	receptors	WNT	8.996069832056396e-4	0.0010955961758060252	1.9598919260038566e-4
B cells	WNT5A	ligands	WNT	8.996069832056396e-4	0.0010955961758060252	1.9598919260038566e-4
CD8+ T 1	DHH	ligands	HEDGEHOG	0	1.8031924572319076e-4	1.8031924572319076e-4
CD8+ T 1	HGF	ligands	HGF	0	1.8031924572319076e-4	1.8031924572319076e-4
CD8+ T 1	VEGFC	ligands	VEGF	0	1.8031924572319076e-4	1.8031924572319076e-4
CD8+ T 1	WNT16	ligands	WNT	0	1.8031924572319076e-4	1.8031924572319076e-4
CD8+ T 1	WNT2	ligands	WNT	0	1.8031924572319076e-4	1.8031924572319076e-4
CD8+ T 1	WNT7B	ligands	WNT	0	1.8031924572319076e-4	1.8031924572319076e-4
Tconv	BMPR1B	receptors	BMP	0	1.6232955048242279e-4	1.6232955048242279e-4
Tconv	EPHB1	receptors	EPHRIN	0	1.6232955048242279e-4	1.6232955048242279e-4
Tconv	FGF1	ligands	FGF	0	1.6232955048242279e-4	1.6232955048242279e-4
Tconv	FZD9	receptors	WNT	0	1.6232955048242279e-4	1.6232955048242279e-4
Tconv	HGF	ligands	HGF	0	1.6232955048242279e-4	1.6232955048242279e-4
Tconv	WNT3A	ligands	WNT	0	1.6232955048242279e-4	1.6232955048242279e-4
Tconv	WNT6	ligands	WNT	0	1.6232955048242279e-4	1.6232955048242279e-4
CD8+ T 1	EPHB2	receptors	EPHRIN	0.001424015272084814	0.0015786747107815063	1.546594386966924e-4
Plasma K 1	TGFB2	ligands	TGFB	9.404982097149868e-4	0.0010855868137195697	1.4508860400458293e-4
Plasma K 1	WNT16	ligands	WNT	9.404982097149868e-4	0.0010855868137195697	1.4508860400458293e-4
B cells	FZD2	receptors	WNT	4.498034916028198e-4	5.788262848620178e-4	1.2902279325919803e-4
Plasma L	WNT10B	ligands	WNT	0.005221862415262086	0.005348843426926496	1.2698101166440986e-4
B cells	FGFR1	receptors	FGF	0.0013494104748084594	0.0014607949010747004	1.1138442626624102e-4
CD8+ T 1	DLL3	ligands	NOTCH	3.972190146475331e-4	4.6611848835277186e-4	6.889947370523875e-5
CD8+ T 1	FZD4	receptors	WNT	3.972190146475331e-4	4.6611848835277186e-4	6.889947370523875e-5
B cells	BMPR1B	receptors	BMP	0	0	0
B cells	DHH	ligands	HEDGEHOG	0	0	0
B cells	EFNA2	ligands	EPHRIN	0	0	0
B cells	EFNA4	ligands	EPHRIN	0	0	0
B cells	EFNB3	ligands	EPHRIN	0	0	0
B cells	EPHA3	receptors	EPHRIN	0	0	0
B cells	EPHA7	receptors	EPHRIN	0	0	0
B cells	ERBB4	receptors	EGF	0	0	0
B cells	FGF1	ligands	FGF	0	0	0
B cells	FGF10	ligands	FGF	0	0	0
B cells	FGF3	ligands	FGF	0	0	0
B cells	FLT4	receptors	VEGF	0	0	0
B cells	FZD10	receptors	WNT	0	0	0
B cells	FZD9	receptors	WNT	0	0	0
B cells	HGF	ligands	HGF	0	0	0
B cells	IGF2	ligands	IGF	0	0	0
B cells	INHBA	ligands	TGFB	0	0	0
B cells	INHBB	ligands	TGFB	0	0	0
B cells	RSPO1	ligands	WNT AMP	0	0	0
B cells	RSPO2	ligands	WNT AMP	0	0	0
B cells	WNT2	ligands	WNT	0	0	0
B cells	WNT3A	ligands	WNT	0	0	0
B cells	WNT7A	ligands	WNT	0	0	0
B cells	WNT7B	ligands	WNT	0	0	0
GC B cells	ACVR1B	receptors	TGFB	0	0	0
GC B cells	BMP2	ligands	BMP	0	0	0
GC B cells	BMPR1B	receptors	BMP	0	0	0
GC B cells	BTC	ligands	EGF	0	0	0
GC B cells	DHH	ligands	HEDGEHOG	0	0	0
GC B cells	DLL3	ligands	NOTCH	0	0	0
GC B cells	EFNA2	ligands	EPHRIN	0	0	0
GC B cells	EFNA4	ligands	EPHRIN	0	0	0
GC B cells	EFNA5	ligands	EPHRIN	0	0	0
GC B cells	EFNB3	ligands	EPHRIN	0	0	0
GC B cells	EGF	ligands	EGF	0	0	0
GC B cells	EPHA3	receptors	EPHRIN	0	0	0
GC B cells	EPHA7	receptors	EPHRIN	0	0	0
GC B cells	EPHB2	receptors	EPHRIN	0	0	0
GC B cells	EPHB3	receptors	EPHRIN	0	0	0
GC B cells	ERBB3	receptors	EGF	0	0	0
GC B cells	ERBB4	receptors	EGF	0	0	0
GC B cells	FGF1	ligands	FGF	0	0	0
GC B cells	FGF10	ligands	FGF	0	0	0
GC B cells	FGF3	ligands	FGF	0	0	0
GC B cells	FGF9	ligands	FGF	0	0	0
GC B cells	FLT1	receptors	VEGF	0	0	0
GC B cells	FLT4	receptors	VEGF	0	0	0
GC B cells	FST	ligands	TGFB	0	0	0
GC B cells	FZD10	receptors	WNT	0	0	0
GC B cells	FZD4	receptors	WNT	0	0	0
GC B cells	FZD9	receptors	WNT	0	0	0
GC B cells	HGF	ligands	HGF	0	0	0
GC B cells	IGF2	ligands	IGF	0	0	0
GC B cells	INHBA	ligands	TGFB	0	0	0
GC B cells	INHBB	ligands	TGFB	0	0	0
GC B cells	JAG2	ligands	NOTCH	0	0	0
GC B cells	KDR	receptors	VEGF	0	0	0
GC B cells	LGR5	receptors	WNT AMP	0	0	0
GC B cells	LGR6	receptors	WNT AMP	0	0	0
GC B cells	MST1	ligands	MST	0	0	0
GC B cells	NOTCH3	receptors	NOTCH	0	0	0
GC B cells	RSPO1	ligands	WNT AMP	0	0	0
GC B cells	RSPO2	ligands	WNT AMP	0	0	0
GC B cells	RSPO3	ligands	WNT AMP	0	0	0
GC B cells	SHH	ligands	HEDGEHOG	0	0	0
GC B cells	TGFA	ligands	EGF	0	0	0
GC B cells	TGFB2	ligands	TGFB	0	0	0
GC B cells	TGFB3	ligands	TGFB	0	0	0
GC B cells	VEGFC	ligands	VEGF	0	0	0
GC B cells	WNT10A	ligands	WNT	0	0	0
GC B cells	WNT11	ligands	WNT	0	0	0
GC B cells	WNT16	ligands	WNT	0	0	0
GC B cells	WNT2	ligands	WNT	0	0	0
GC B cells	WNT3	ligands	WNT	0	0	0
GC B cells	WNT3A	ligands	WNT	0	0	0
GC B cells	WNT4	ligands	WNT	0	0	0
GC B cells	WNT7A	ligands	WNT	0	0	0
GC B cells	WNT7B	ligands	WNT	0	0	0
GC B cells	WNT9A	ligands	WNT	0	0	0
Plasma L	BMPR1B	receptors	BMP	0	0	0
Plasma L	DHH	ligands	HEDGEHOG	0	0	0
Plasma L	EFNA4	ligands	EPHRIN	0	0	0
Plasma L	EFNB3	ligands	EPHRIN	0	0	0
Plasma L	EGF	ligands	EGF	0	0	0
Plasma L	EPHA3	receptors	EPHRIN	0	0	0
Plasma L	EPHA7	receptors	EPHRIN	0	0	0
Plasma L	FGF1	ligands	FGF	0	0	0
Plasma L	FGF10	ligands	FGF	0	0	0
Plasma L	FGF3	ligands	FGF	0	0	0
Plasma L	FZD10	receptors	WNT	0	0	0
Plasma L	FZD9	receptors	WNT	0	0	0
Plasma L	IGF2	ligands	IGF	0	0	0
Plasma L	INHBA	ligands	TGFB	0	0	0
Plasma L	RSPO1	ligands	WNT AMP	0	0	0
Plasma L	RSPO2	ligands	WNT AMP	0	0	0
Plasma L	WNT2	ligands	WNT	0	0	0
Plasma L	WNT3A	ligands	WNT	0	0	0
Plasma L	WNT7A	ligands	WNT	0	0	0
Plasma L	WNT7B	ligands	WNT	0	0	0
Plasma K 1	BMPR1B	receptors	BMP	0	0	0
Plasma K 1	DHH	ligands	HEDGEHOG	0	0	0
Plasma K 1	EFNA4	ligands	EPHRIN	0	0	0
Plasma K 1	EPHA3	receptors	EPHRIN	0	0	0
Plasma K 1	FGF1	ligands	FGF	0	0	0
Plasma K 1	FGF10	ligands	FGF	0	0	0
Plasma K 1	FGF3	ligands	FGF	0	0	0
Plasma K 1	FLT4	receptors	VEGF	0	0	0
Plasma K 1	FZD10	receptors	WNT	0	0	0
Plasma K 1	FZD9	receptors	WNT	0	0	0
Plasma K 1	IGF2	ligands	IGF	0	0	0
Plasma K 1	INHBA	ligands	TGFB	0	0	0
Plasma K 1	INHBB	ligands	TGFB	0	0	0
Plasma K 1	LGR6	receptors	WNT AMP	0	0	0
Plasma K 1	RSPO1	ligands	WNT AMP	0	0	0
Plasma K 1	RSPO2	ligands	WNT AMP	0	0	0
Plasma K 1	WNT2	ligands	WNT	0	0	0
Plasma K 1	WNT7A	ligands	WNT	0	0	0
Plasma K 1	WNT7B	ligands	WNT	0	0	0
Plasma K 2	BMP7	ligands	BMP	0	0	0
Plasma K 2	BMPR1B	receptors	BMP	0	0	0
Plasma K 2	DHH	ligands	HEDGEHOG	0	0	0
Plasma K 2	DLL3	ligands	NOTCH	0	0	0
Plasma K 2	EFNA4	ligands	EPHRIN	0	0	0
Plasma K 2	EFNB3	ligands	EPHRIN	0	0	0
Plasma K 2	EGF	ligands	EGF	0	0	0
Plasma K 2	EPHA3	receptors	EPHRIN	0	0	0
Plasma K 2	ERBB4	receptors	EGF	0	0	0
Plasma K 2	FGF1	ligands	FGF	0	0	0
Plasma K 2	FGF10	ligands	FGF	0	0	0
Plasma K 2	FGF3	ligands	FGF	0	0	0
Plasma K 2	FZD10	receptors	WNT	0	0	0
Plasma K 2	FZD9	receptors	WNT	0	0	0
Plasma K 2	IGF2	ligands	IGF	0	0	0
Plasma K 2	INHBA	ligands	TGFB	0	0	0
Plasma K 2	KDR	receptors	VEGF	0	0	0
Plasma K 2	RSPO1	ligands	WNT AMP	0	0	0
Plasma K 2	RSPO2	ligands	WNT AMP	0	0	0
Plasma K 2	VEGFC	ligands	VEGF	0	0	0
Plasma K 2	WNT16	ligands	WNT	0	0	0
Plasma K 2	WNT2	ligands	WNT	0	0	0
Plasma K 2	WNT3A	ligands	WNT	0	0	0
Plasma K 2	WNT7A	ligands	WNT	0	0	0
Plasma K 2	WNT7B	ligands	WNT	0	0	0
Plasma K 3	BMP3	ligands	TGFB	0	0	0
Plasma K 3	BMPR1B	receptors	BMP	0	0	0
Plasma K 3	DHH	ligands	HEDGEHOG	0	0	0
Plasma K 3	EFNA4	ligands	EPHRIN	0	0	0
Plasma K 3	EFNB3	ligands	EPHRIN	0	0	0
Plasma K 3	EGF	ligands	EGF	0	0	0
Plasma K 3	EPHA7	receptors	EPHRIN	0	0	0
Plasma K 3	ERBB4	receptors	EGF	0	0	0
Plasma K 3	FGF1	ligands	FGF	0	0	0
Plasma K 3	FGF10	ligands	FGF	0	0	0
Plasma K 3	FGFR2	receptors	FGF	0	0	0
Plasma K 3	FST	ligands	TGFB	0	0	0
Plasma K 3	FZD10	receptors	WNT	0	0	0
Plasma K 3	FZD9	receptors	WNT	0	0	0
Plasma K 3	IGF2	ligands	IGF	0	0	0
Plasma K 3	INHBB	ligands	TGFB	0	0	0
Plasma K 3	RSPO1	ligands	WNT AMP	0	0	0
Plasma K 3	RSPO2	ligands	WNT AMP	0	0	0
Plasma K 3	TGFB2	ligands	TGFB	0	0	0
Plasma K 3	VEGFC	ligands	VEGF	0	0	0
Plasma K 3	WNT2	ligands	WNT	0	0	0
Plasma K 3	WNT3A	ligands	WNT	0	0	0
Plasma K 3	WNT7A	ligands	WNT	0	0	0
Plasma K 3	WNT7B	ligands	WNT	0	0	0
Treg	BMP7	ligands	BMP	0	0	0
Treg	BTC	ligands	EGF	0	0	0
Treg	DHH	ligands	HEDGEHOG	0	0	0
Treg	EFNA2	ligands	EPHRIN	0	0	0
Treg	EFNA4	ligands	EPHRIN	0	0	0
Treg	EFNB3	ligands	EPHRIN	0	0	0
Treg	EGF	ligands	EGF	0	0	0
Treg	EPHA3	receptors	EPHRIN	0	0	0
Treg	EPHA7	receptors	EPHRIN	0	0	0
Treg	ERBB3	receptors	EGF	0	0	0
Treg	ERBB4	receptors	EGF	0	0	0
Treg	FGF1	ligands	FGF	0	0	0
Treg	FGF10	ligands	FGF	0	0	0
Treg	FGF3	ligands	FGF	0	0	0
Treg	FZD10	receptors	WNT	0	0	0
Treg	IGF2	ligands	IGF	0	0	0
Treg	INHBA	ligands	TGFB	0	0	0
Treg	INHBB	ligands	TGFB	0	0	0
Treg	KDR	receptors	VEGF	0	0	0
Treg	RSPO1	ligands	WNT AMP	0	0	0
Treg	RSPO2	ligands	WNT AMP	0	0	0
Treg	SHH	ligands	HEDGEHOG	0	0	0
Treg	VEGFD	ligands	VEGF	0	0	0
Treg	WNT16	ligands	WNT	0	0	0
Treg	WNT3A	ligands	WNT	0	0	0
Treg	WNT7B	ligands	WNT	0	0	0
Treg	WNT9A	ligands	WNT	0	0	0
Tconv	DHH	ligands	HEDGEHOG	0	0	0
Tconv	DLL3	ligands	NOTCH	0	0	0
Tconv	EFNA4	ligands	EPHRIN	0	0	0
Tconv	EGF	ligands	EGF	0	0	0
Tconv	EPHA3	receptors	EPHRIN	0	0	0
Tconv	EPHA7	receptors	EPHRIN	0	0	0
Tconv	ERBB4	receptors	EGF	0	0	0
Tconv	FGF10	ligands	FGF	0	0	0
Tconv	FGF3	ligands	FGF	0	0	0
Tconv	FZD10	receptors	WNT	0	0	0
Tconv	FZD2	receptors	WNT	0	0	0
Tconv	IGF2	ligands	IGF	0	0	0
Tconv	INHBA	ligands	TGFB	0	0	0
Tconv	RSPO1	ligands	WNT AMP	0	0	0
Tconv	RSPO2	ligands	WNT AMP	0	0	0
Tconv	RSPO3	ligands	WNT AMP	0	0	0
Tconv	SHH	ligands	HEDGEHOG	0	0	0
Tconv	VEGFD	ligands	VEGF	0	0	0
Tconv	WNT16	ligands	WNT	0	0	0
Tconv	WNT2	ligands	WNT	0	0	0
Tconv	WNT7B	ligands	WNT	0	0	0
Tconv	WNT9A	ligands	WNT	0	0	0
CD8+ T 1	BMPR1B	receptors	BMP	0	0	0
CD8+ T 1	EFNA4	ligands	EPHRIN	0	0	0
CD8+ T 1	EFNB3	ligands	EPHRIN	0	0	0
CD8+ T 1	EGF	ligands	EGF	0	0	0
CD8+ T 1	EPHA3	receptors	EPHRIN	0	0	0
CD8+ T 1	EPHA7	receptors	EPHRIN	0	0	0
CD8+ T 1	EPHB1	receptors	EPHRIN	0	0	0
CD8+ T 1	ERBB4	receptors	EGF	0	0	0
CD8+ T 1	FGF1	ligands	FGF	0	0	0
CD8+ T 1	FGF10	ligands	FGF	0	0	0
CD8+ T 1	FGF3	ligands	FGF	0	0	0
CD8+ T 1	IGF2	ligands	IGF	0	0	0
CD8+ T 1	INHBA	ligands	TGFB	0	0	0
CD8+ T 1	RSPO1	ligands	WNT AMP	0	0	0
CD8+ T 1	RSPO2	ligands	WNT AMP	0	0	0
CD8+ T 1	TGFB2	ligands	TGFB	0	0	0
CD8+ T 1	WNT3A	ligands	WNT	0	0	0
CD8+ T 1	WNT7A	ligands	WNT	0	0	0
CD8+ T 1	WNT9A	ligands	WNT	0	0	0
CD8+ T 2	BMP2	ligands	BMP	0	0	0
CD8+ T 2	BMP3	ligands	TGFB	0	0	0
CD8+ T 2	BMP6	ligands	BMP	0	0	0
CD8+ T 2	BMPR1B	receptors	BMP	0	0	0
CD8+ T 2	BTC	ligands	EGF	0	0	0
CD8+ T 2	DHH	ligands	HEDGEHOG	0	0	0
CD8+ T 2	DLL3	ligands	NOTCH	0	0	0
CD8+ T 2	EFNA2	ligands	EPHRIN	0	0	0
CD8+ T 2	EFNA4	ligands	EPHRIN	0	0	0
CD8+ T 2	EFNB3	ligands	EPHRIN	0	0	0
CD8+ T 2	EGF	ligands	EGF	0	0	0
CD8+ T 2	EGFR	receptors	EGF	0	0	0
CD8+ T 2	EPHA3	receptors	EPHRIN	0	0	0
CD8+ T 2	EPHA7	receptors	EPHRIN	0	0	0
CD8+ T 2	EPHB1	receptors	EPHRIN	0	0	0
CD8+ T 2	ERBB3	receptors	EGF	0	0	0
CD8+ T 2	ERBB4	receptors	EGF	0	0	0
CD8+ T 2	FGF1	ligands	FGF	0	0	0
CD8+ T 2	FGF10	ligands	FGF	0	0	0
CD8+ T 2	FGF2	ligands	FGF	0	0	0
CD8+ T 2	FGF3	ligands	FGF	0	0	0
CD8+ T 2	FGF7	ligands	FGF	0	0	0
CD8+ T 2	FGFR3	receptors	FGF	0	0	0
CD8+ T 2	FGFR4	receptors	FGF	0	0	0
CD8+ T 2	FLT4	receptors	VEGF	0	0	0
CD8+ T 2	FZD10	receptors	WNT	0	0	0
CD8+ T 2	FZD2	receptors	WNT	0	0	0
CD8+ T 2	FZD4	receptors	WNT	0	0	0
CD8+ T 2	FZD9	receptors	WNT	0	0	0
CD8+ T 2	HGF	ligands	HGF	0	0	0
CD8+ T 2	IGF2	ligands	IGF	0	0	0
CD8+ T 2	IHH	ligands	HEDGEHOG	0	0	0
CD8+ T 2	INHBA	ligands	TGFB	0	0	0
CD8+ T 2	INHBB	ligands	TGFB	0	0	0
CD8+ T 2	LGR5	receptors	WNT AMP	0	0	0
CD8+ T 2	LGR6	receptors	WNT AMP	0	0	0
CD8+ T 2	MST1R	receptors	MST	0	0	0
CD8+ T 2	NOTCH3	receptors	NOTCH	0	0	0
CD8+ T 2	RSPO1	ligands	WNT AMP	0	0	0
CD8+ T 2	RSPO2	ligands	WNT AMP	0	0	0
CD8+ T 2	RSPO3	ligands	WNT AMP	0	0	0
CD8+ T 2	SHH	ligands	HEDGEHOG	0	0	0
CD8+ T 2	TGFB2	ligands	TGFB	0	0	0
CD8+ T 2	VEGFC	ligands	VEGF	0	0	0
CD8+ T 2	VEGFD	ligands	VEGF	0	0	0
CD8+ T 2	WNT10A	ligands	WNT	0	0	0
CD8+ T 2	WNT2	ligands	WNT	0	0	0
CD8+ T 2	WNT3	ligands	WNT	0	0	0
CD8+ T 2	WNT3A	ligands	WNT	0	0	0
CD8+ T 2	WNT4	ligands	WNT	0	0	0
CD8+ T 2	WNT5A	ligands	WNT	0	0	0
CD8+ T 2	WNT7A	ligands	WNT	0	0	0
CD8+ T 2	WNT7B	ligands	WNT	0	0	0
CD8+ T 2	WNT9A	ligands	WNT	0	0	0
Mast	ACVR2B	receptors	TGFB	0	0	0
Mast	BMP3	ligands	TGFB	0	0	0
Mast	BMPR1B	receptors	BMP	0	0	0
Mast	DLL3	ligands	NOTCH	0	0	0
Mast	EFNA2	ligands	EPHRIN	0	0	0
Mast	EFNA4	ligands	EPHRIN	0	0	0
Mast	EFNB3	ligands	EPHRIN	0	0	0
Mast	EPHA3	receptors	EPHRIN	0	0	0
Mast	EPHA4	receptors	EPHRIN	0	0	0
Mast	ERBB4	receptors	EGF	0	0	0
Mast	FGF1	ligands	FGF	0	0	0
Mast	FGF10	ligands	FGF	0	0	0
Mast	FGF3	ligands	FGF	0	0	0
Mast	FGF9	ligands	FGF	0	0	0
Mast	FLT4	receptors	VEGF	0	0	0
Mast	FST	ligands	TGFB	0	0	0
Mast	FZD10	receptors	WNT	0	0	0
Mast	FZD9	receptors	WNT	0	0	0
Mast	IGF2	ligands	IGF	0	0	0
Mast	IHH	ligands	HEDGEHOG	0	0	0
Mast	KDR	receptors	VEGF	0	0	0
Mast	LTA	ligands	TNFSF10	0	0	0
Mast	RSPO1	ligands	WNT AMP	0	0	0
Mast	RSPO2	ligands	WNT AMP	0	0	0
Mast	TGFB2	ligands	TGFB	0	0	0
Mast	VEGFC	ligands	VEGF	0	0	0
Mast	VEGFD	ligands	VEGF	0	0	0
Mast	WNT10A	ligands	WNT	0	0	0
Mast	WNT10B	ligands	WNT	0	0	0
Mast	WNT16	ligands	WNT	0	0	0
Mast	WNT2	ligands	WNT	0	0	0
Mast	WNT3	ligands	WNT	0	0	0
Mast	WNT3A	ligands	WNT	0	0	0
Mast	WNT6	ligands	WNT	0	0	0
Mast	WNT7A	ligands	WNT	0	0	0
Mast	WNT7B	ligands	WNT	0	0	0
Mast	WNT9A	ligands	WNT	0	0	0
Monocyte	BMPR1B	receptors	BMP	0	0	0
Monocyte	EFNA2	ligands	EPHRIN	0	0	0
Monocyte	EFNA4	ligands	EPHRIN	0	0	0
Monocyte	EGF	ligands	EGF	0	0	0
Monocyte	EPHA3	receptors	EPHRIN	0	0	0
Monocyte	ERBB4	receptors	EGF	0	0	0
Monocyte	FGF1	ligands	FGF	0	0	0
Monocyte	FGF3	ligands	FGF	0	0	0
Monocyte	IGF2	ligands	IGF	0	0	0
Monocyte	RSPO1	ligands	WNT AMP	0	0	0
Monocyte	RSPO2	ligands	WNT AMP	0	0	0
Monocyte	WNT10A	ligands	WNT	0	0	0
Monocyte	WNT16	ligands	WNT	0	0	0
Monocyte	EPHA4	receptors	EPHRIN	0.0022359586469675656	0.002229459641995863	-6.499004971702391e-6
Tconv	FZD4	receptors	WNT	3.453648134329573e-4	3.2465910096484557e-4	-2.070571246811173e-5
CD8+ T 1	EFNB2	ligands	EPHRIN	0.03649218317628384	0.036465426066256613	-2.6757110027225695e-5
CD8+ T 1	WNT11	ligands	WNT	0.0015888760585901324	0.0015480339626919165	-4.0842095898215936e-5
Plasma L	INHBB	ligands	TGFB	3.5803056847104613e-4	3.14637848642735e-4	-4.3392719828311114e-5
Plasma L	NOTCH3	receptors	NOTCH	3.5803056847104613e-4	3.14637848642735e-4	-4.3392719828311114e-5
Plasma L	SHH	ligands	HEDGEHOG	3.5803056847104613e-4	3.14637848642735e-4	-4.3392719828311114e-5
CD8+ T 1	ACVR1	receptors	TGFB	0.015394178226385368	0.015347744124737533	-4.643410164783569e-5
Tconv	ACVR2B	receptors	TGFB	0.008836145800750771	0.008781438711506842	-5.470708924392928e-5
CD8+ T 1	BTC	ligands	EGF	7.944380292950662e-4	7.21276982892763e-4	-7.31610464023032e-5
Plasma L	BMPR1A	receptors	BMP	0.003222275116239415	0.0031463784864273502	-7.589662981206469e-5
Plasma K 1	FST	ligands	TGFB	6.269988064766578e-4	5.427934068597849e-4	-8.420539961687297e-5
B cells	ERBB3	receptors	EGF	4.498034916028198e-4	3.651987252686751e-4	-8.460476633414469e-5
B cells	FGF7	ligands	FGF	4.498034916028198e-4	3.651987252686751e-4	-8.460476633414469e-5
B cells	FST	ligands	TGFB	4.498034916028198e-4	3.651987252686751e-4	-8.460476633414469e-5
B cells	WNT4	ligands	WNT	4.498034916028198e-4	3.651987252686751e-4	-8.460476633414469e-5
Tconv	WNT3	ligands	WNT	3.453648134329573e-4	2.57286250273562e-4	-8.807856315939532e-5
Tconv	NOTCH4	receptors	NOTCH	6.907296268659146e-4	5.819453512384076e-4	-1.0878427562750705e-4
CD8+ T 1	WNT10A	ligands	WNT	3.972190146475331e-4	2.8579924262958113e-4	-1.1141977201795198e-4
CD8+ T 1	TGFA	ligands	EGF	0.0015888760585901324	0.001473194713875116	-1.1568134471501637e-4
Plasma K 1	FGF7	ligands	FGF	0.0017508824110845278	0.0016283802205793547	-1.2250219050517308e-4
Plasma L	ERBB3	receptors	EGF	0.0010740917054131384	9.439135459282051e-4	-1.301781594849333e-4
Plasma L	WNT3	ligands	WNT	0.0010740917054131384	9.439135459282051e-4	-1.301781594849333e-4
Tconv	BMP4	ligands	BMP	0.0020721888805977436	0.0019357494532975012	-1.3643942730024242e-4
Plasma K 1	EPHA1	receptors	EPHRIN	0.0012539976129533157	0.0010855868137195697	-1.6841079923374594e-4
B cells	BTC	ligands	EGF	8.996069832056396e-4	7.303974505373502e-4	-1.6920953266828939e-4
Plasma L	IHH	ligands	HEDGEHOG	0.0014321222738841845	0.00125855139457094	-1.7357087931324446e-4
Tconv	WNT10A	ligands	WNT	3.453648134329573e-4	1.6232955048242279e-4	-1.8303526295053451e-4
Tconv	WNT5B	ligands	WNT	0.0010360944402988718	8.392316015119696e-4	-1.9686283878690215e-4
Tconv	LGR4	receptors	WNT AMP	0.004691768039555283	0.004493233259424838	-1.985347801304457e-4
Tconv	DLL4	ligands	NOTCH	6.907296268659146e-4	4.8698865144726836e-4	-2.0374097541864624e-4
Tconv	IGF1	ligands	IGF	6.907296268659146e-4	4.8698865144726836e-4	-2.0374097541864624e-4
CD8+ T 1	SHH	ligands	HEDGEHOG	3.972190146475331e-4	1.8031924572319076e-4	-2.1689976892434235e-4
Plasma L	EPHA4	receptors	EPHRIN	0.0017901528423552306	0.0015731892432136751	-2.1696359914155552e-4
Treg	LGR6	receptors	WNT AMP	0.0018533347073795329	0.0016177187676171714	-2.3561593976236146e-4
Monocyte	EPHB4	receptors	EPHRIN	0.004471917293935131	0.00422631955897161	-2.455977349635208e-4
Plasma K 1	TGFA	ligands	EGF	0.0018809964194299736	0.0016283802205793547	-2.526161988506189e-4
B cells	MST1	ligands	MST	0.0013494104748084594	0.0010955961758060252	-2.5381429900243413e-4
Plasma K 1	DLL3	ligands	NOTCH	3.134994032383289e-4	0	-3.134994032383289e-4
Plasma K 1	EFNA2	ligands	EPHRIN	3.134994032383289e-4	0	-3.134994032383289e-4
Plasma K 1	EFNB3	ligands	EPHRIN	3.134994032383289e-4	0	-3.134994032383289e-4
Plasma K 1	EPHA7	receptors	EPHRIN	3.134994032383289e-4	0	-3.134994032383289e-4
Plasma K 1	LRRC32	ligands	TGFB	3.134994032383289e-4	0	-3.134994032383289e-4
Plasma K 1	VEGFC	ligands	VEGF	3.134994032383289e-4	0	-3.134994032383289e-4
Plasma K 1	VEGFD	ligands	VEGF	3.134994032383289e-4	0	-3.134994032383289e-4
Plasma K 1	WNT3A	ligands	WNT	3.134994032383289e-4	0	-3.134994032383289e-4
Tconv	FGFR3	receptors	FGF	0.002130874997018463	0.0018132089044065062	-3.176660926119568e-4
Tconv	MST1	ligands	MST	0.002417553694030701	0.002070495154680068	-3.470585393506331e-4
Plasma K 1	EFNA3	ligands	EPHRIN	0.0047024910485749345	0.004342347254878279	-3.6014379369665554e-4
B cells	FGFR3	receptors	FGF	0.0022490174580140987	0.0018880500202613857	-3.60967437752713e-4
CD8+ T 1	FZD7	receptors	WNT	0.012681142565489533	0.012296168277963272	-3.849742875262612e-4
CD8+ T 1	FZD9	receptors	WNT	3.972190146475331e-4	0	-3.972190146475331e-4
CD8+ T 1	KDR	receptors	VEGF	3.972190146475331e-4	0	-3.972190146475331e-4
CD8+ T 1	RSPO3	ligands	WNT AMP	3.972190146475331e-4	0	-3.972190146475331e-4
CD8+ T 1	VEGFD	ligands	VEGF	3.972190146475331e-4	0	-3.972190146475331e-4
CD8+ T 1	WNT5A	ligands	WNT	3.972190146475331e-4	0	-3.972190146475331e-4
Plasma K 1	FLT1	receptors	VEGF	9.404982097149868e-4	5.427934068597849e-4	-3.9770480285520194e-4
Tconv	TNFRSF1A	receptors	TNFSF10	0.030027523538093962	0.029627218759075785	-4.00304779018177e-4
Plasma L	EFNA2	ligands	EPHRIN	7.160611369420923e-4	3.14637848642735e-4	-4.0142328829935724e-4
Plasma L	EFNA5	ligands	EPHRIN	7.160611369420923e-4	3.14637848642735e-4	-4.0142328829935724e-4
Plasma L	VEGFC	ligands	VEGF	7.160611369420923e-4	3.14637848642735e-4	-4.0142328829935724e-4
Treg	FZD8	receptors	WNT	0.0018533347073795329	0.0014482807784369938	-4.0505392894253905e-4
Plasma K 1	EGFR	receptors	EGF	0.0031349940323832895	0.0027139670342989242	-4.210269980843653e-4
CD8+ T 1	FZD8	receptors	WNT	0.0026156723160274133	0.002194471696767879	-4.212006192595343e-4
Plasma K 1	WNT11	ligands	WNT	0.008020870475851106	0.007599107696036988	-4.217627798141178e-4
B cells	EFNA5	ligands	EPHRIN	0.0011627251584867327	7.303974505373502e-4	-4.3232770794938253e-4
Tconv	INHBB	ligands	TGFB	6.907296268659146e-4	2.57286250273562e-4	-4.334433765923526e-4
