comparison	TC	baseline	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
TC3_vs_all	TC3	all	RPL7	5.6381107344770764e-151	0.541302209862941	0.878	0.552	1.2321527199126203e-146
TC3_vs_all	TC3	all	EPHB3	5.494851434181959e-150	0.30459515326557796	0.304	0.078	1.2008448324261253e-145
TC3_vs_all	TC3	all	RNF43	2.3356149555299874e-148	0.49332822031784196	0.442	0.162	5.1042529238152344e-144
TC3_vs_all	TC3	all	RPL13	3.0692105193704703e-148	0.6530247283493815	0.985	0.818	6.707452669032225e-144
TC3_vs_all	TC3	all	RPL6	6.119321769162454e-148	0.55950666011817	0.936	0.647	1.3373165794327627e-143
TC3_vs_all	TC3	all	RPL7A	1.1194528591732159e-146	0.6456145810480112	0.97	0.802	2.4464522784371458e-142
TC3_vs_all	TC3	all	CD81	4.6182522576038843e-144	0.3626454961267666	0.456	0.163	1.0092728483767529e-139
TC3_vs_all	TC3	all	AC020656.1	7.609712739161318e-141	0.3054208370559053	0.142	0.02	1.6630266220163146e-136
TC3_vs_all	TC3	all	RPL32	3.415198925120496e-140	0.5387925793904143	0.986	0.828	7.463575730958332e-136
TC3_vs_all	TC3	all	RPS19	5.199596479028616e-138	0.6334156295770912	0.988	0.843	1.1363198145269138e-133
TC3_vs_all	TC3	all	S100P	1.5215239124899132e-136	0.308283984728442	0.654	0.284	3.3251383583554564e-132
TC3_vs_all	TC3	all	S100A4	1.5623385344784977e-136	0.3885373856494245	0.212	0.044	3.414334633249309e-132
TC3_vs_all	TC3	all	RPS15A	1.0684235543803926e-135	0.5782089632212735	0.948	0.758	2.33493283574291e-131
TC3_vs_all	TC3	all	RPL24	1.1824252714033797e-135	0.5107475761323852	0.967	0.755	2.584072188124946e-131
TC3_vs_all	TC3	all	RSL1D1	2.3318099983597993e-135	0.32351192554728925	0.453	0.167	5.095937570415505e-131
TC3_vs_all	TC3	all	RPL21	6.801910796704166e-135	0.7230955381613533	0.935	0.729	1.4864895855117283e-130
TC3_vs_all	TC3	all	RPL35A	5.975716747129364e-133	0.5695538494487291	0.966	0.793	1.3059331379176512e-128
TC3_vs_all	TC3	all	GTF3A	1.3347689138930721e-132	0.2700386318561471	0.322	0.094	2.9170039844219196e-128
TC3_vs_all	TC3	all	CD44	6.36245199012009e-132	0.2966235225010872	0.355	0.11	1.3904502579208446e-127
TC3_vs_all	TC3	all	PPA1	2.450584108757991e-131	0.40187493394715906	0.653	0.327	5.355506511279713e-127
TC3_vs_all	TC3	all	PROX1	3.734323292472768e-126	0.3246734404002873	0.297	0.084	8.160990123369988e-122
TC3_vs_all	TC3	all	RPS18	3.5911811892358154e-125	0.6218117088184836	0.988	0.902	7.84816737095595e-121
TC3_vs_all	TC3	all	RPS23	4.1886300051920993e-125	0.5325769481363143	0.925	0.678	9.153832013346814e-121
TC3_vs_all	TC3	all	CCDC85B	5.791392662493371e-125	0.2902866088810143	0.333	0.104	1.2656509524613012e-120
TC3_vs_all	TC3	all	RPS16	1.4826046610620258e-123	0.48197549819734986	0.977	0.801	3.240084226284951e-119
TC3_vs_all	TC3	all	RACK1	2.0138821944844012e-122	0.47629963929521946	0.88	0.625	4.40113814782621e-118
TC3_vs_all	TC3	all	RPL10A	5.355294511360138e-122	0.4657569474644192	0.939	0.652	1.1703460625126445e-117
TC3_vs_all	TC3	all	PERP	2.7726017860664423e-121	0.6023931256047156	0.718	0.438	6.059243943269603e-117
TC3_vs_all	TC3	all	RPS27A	7.969981338317723e-121	0.5222430766568402	0.97	0.831	1.7417597216759553e-116
TC3_vs_all	TC3	all	SLC7A11	2.2338190158774104e-120	0.37955990497623976	0.208	0.048	4.881788077298493e-116
TC3_vs_all	TC3	all	MET	1.787793813901947e-119	0.27542601170380177	0.318	0.1	3.907044600901315e-115
TC3_vs_all	TC3	all	RPS20	1.5443338290975453e-118	0.5041780304868089	0.9	0.648	3.3749871501097755e-114
TC3_vs_all	TC3	all	RPS3	4.695375709132048e-118	0.49197794974843867	0.874	0.629	1.0261274074737178e-113
TC3_vs_all	TC3	all	PMEPA1	1.9981215051638535e-117	0.6092596856357353	0.458	0.198	4.3666947373850854e-113
TC3_vs_all	TC3	all	RPL23	3.020373008967331e-117	0.6236491439353209	0.876	0.639	6.600723173797205e-113
TC3_vs_all	TC3	all	RPS21	2.1233532223514035e-116	0.58825705050579	0.917	0.726	4.640376132126757e-112
TC3_vs_all	TC3	all	LDHB	3.740122981545463e-115	0.37730772407990826	0.383	0.14	8.173664763869454e-111
TC3_vs_all	TC3	all	RPL37A	2.0443706685078485e-114	0.5223318719437269	0.97	0.82	4.467767658957052e-110
TC3_vs_all	TC3	all	PRKDC	5.318672254755435e-114	0.2982555829373598	0.439	0.172	1.1623426345542527e-109
TC3_vs_all	TC3	all	NACA	7.0735130622235e-114	0.4225674250664735	0.929	0.715	1.5458455446183237e-109
TC3_vs_all	TC3	all	HSPH1	7.562320676098256e-114	0.49903602989456347	0.47	0.204	1.6526695605545127e-109
TC3_vs_all	TC3	all	RPS12	1.718475027982656e-112	0.522721060835166	0.987	0.876	3.7555553261532965e-108
TC3_vs_all	TC3	all	DKC1	2.3326482061313986e-112	0.27358281916718363	0.323	0.106	5.097769389679559e-108
TC3_vs_all	TC3	all	EEF2	2.8991997139785657e-112	0.46465845972350106	0.824	0.575	6.335911054928758e-108
TC3_vs_all	TC3	all	RPL5	1.2302646311239632e-111	0.3973039524130102	0.839	0.533	2.688620324858309e-107
TC3_vs_all	TC3	all	RPS6	1.5337457935378034e-109	0.44675656345392145	0.976	0.815	3.3518480571975156e-105
TC3_vs_all	TC3	all	MYC	6.023934701098937e-109	0.3215006329159673	0.348	0.121	1.3164706895781616e-104
TC3_vs_all	TC3	all	MSI2	9.160230561317269e-108	0.3058259656752692	0.393	0.15	2.001876786870276e-103
TC3_vs_all	TC3	all	SLC12A2	3.794408243790288e-107	0.35374544818856957	0.681	0.352	8.292299775979296e-103
TC3_vs_all	TC3	all	EIF3E	8.619124578342474e-107	0.364543313406874	0.552	0.258	1.8836234853509643e-102
TC3_vs_all	TC3	all	RPSA	1.920320445298712e-106	0.41705141727635553	0.861	0.566	4.196668301155805e-102
TC3_vs_all	TC3	all	RPL30	2.879088973203854e-106	0.4897586826077842	0.907	0.704	6.291961042039703e-102
TC3_vs_all	TC3	all	FERMT1	3.0437751511719453e-106	0.36001637127755776	0.488	0.219	6.651866215371169e-102
TC3_vs_all	TC3	all	SOX9	1.265494792262517e-104	0.445582360839528	0.591	0.303	2.765612319010505e-100
TC3_vs_all	TC3	all	GSTP1	1.9973521114251597e-104	0.49765815524153756	0.883	0.669	4.3650133043085437e-100
TC3_vs_all	TC3	all	PRRC2B	2.082219885653761e-104	0.28459942961830365	0.402	0.159	4.550483338107729e-100
TC3_vs_all	TC3	all	RPLP0	1.6101898807874536e-103	0.42024992328500366	0.909	0.644	3.5189089654729013e-99
TC3_vs_all	TC3	all	RPS8	9.296074726811966e-102	0.3929394293950754	0.962	0.734	2.031564170797487e-97
TC3_vs_all	TC3	all	CXCL8	1.8273962625668044e-100	0.2852871404695819	0.149	0.03	3.993591792213494e-96
TC3_vs_all	TC3	all	RPL36A	1.9489256339062774e-100	0.35821905289494566	0.58	0.293	4.259182080338779e-96
TC3_vs_all	TC3	all	EIF3B	8.278355723539544e-100	0.30575785849584414	0.45	0.197	1.809151859822332e-95
TC3_vs_all	TC3	all	RPL3	1.6580338058701036e-99	0.38820370231082135	0.97	0.827	3.6234670793485247e-95
TC3_vs_all	TC3	all	RPS24	1.7088753912457617e-99	0.3811107576295911	0.975	0.832	3.7345762800284876e-95
TC3_vs_all	TC3	all	NOP56	1.7565528755877544e-98	0.3094962862578772	0.441	0.191	3.8387706543094784e-94
TC3_vs_all	TC3	all	RPS5	3.843280751800757e-97	0.4788348871936665	0.919	0.727	8.399105754985374e-93
TC3_vs_all	TC3	all	RPL36	5.576737691294695e-97	0.46490906940609245	0.985	0.9	1.2187402550555427e-92
TC3_vs_all	TC3	all	GPX2	2.037832397063897e-96	0.42236543812660965	0.722	0.438	4.453478920543441e-92
TC3_vs_all	TC3	all	PCCA	1.4278417557792369e-94	0.4870714469301071	0.341	0.134	3.1204053730799443e-90
TC3_vs_all	TC3	all	DDX21	9.432210048612726e-94	0.32226655589332526	0.539	0.267	2.061315184023825e-89
TC3_vs_all	TC3	all	RPL31	1.2926485804354948e-92	0.4195596688126839	0.859	0.649	2.8249542076837304e-88
TC3_vs_all	TC3	all	NHP2	2.4527489866803955e-92	0.27888616270625843	0.417	0.178	5.360237635491336e-88
TC3_vs_all	TC3	all	EIF2S3	7.542036860638216e-92	0.250702960726353	0.335	0.126	1.6482367355238759e-87
TC3_vs_all	TC3	all	NCL	8.425499402952568e-92	0.4133545450507734	0.715	0.433	1.841308639521254e-87
TC3_vs_all	TC3	all	TMEM123	9.30497076063567e-92	0.28802610305914456	0.51	0.239	2.0335083100293193e-87
TC3_vs_all	TC3	all	CCND1	3.8418337591090195e-90	0.31922230027171145	0.455	0.206	8.39594349715685e-86
TC3_vs_all	TC3	all	ZFAS1	1.429148049166462e-89	0.43161273580763315	0.534	0.276	3.123260146648386e-85
TC3_vs_all	TC3	all	EEF1A1	9.786395903899891e-89	0.3730239681913542	0.789	0.518	2.1387189608382823e-84
TC3_vs_all	TC3	all	RPS13	1.1228738835400732e-88	0.3693464686929748	0.855	0.589	2.453928585088476e-84
TC3_vs_all	TC3	all	RPLP2	7.301281947891681e-88	0.39709897310206044	0.964	0.846	1.595622156892248e-83
TC3_vs_all	TC3	all	COMMD6	3.0528133957235936e-86	0.46686158542753375	0.608	0.369	6.671618395014341e-82
TC3_vs_all	TC3	all	RAN	6.866199757836875e-85	0.31851553958060747	0.55	0.288	1.5005392950776707e-80
TC3_vs_all	TC3	all	ABHD2	7.82564781438053e-85	0.40313249620555147	0.428	0.201	1.710217073354721e-80
TC3_vs_all	TC3	all	CCT3	2.96281529622105e-84	0.2944073266265236	0.463	0.223	6.474936548361483e-80
TC3_vs_all	TC3	all	CD46	5.447562764170048e-84	0.35906687040652524	0.565	0.318	1.1905103664817224e-79
TC3_vs_all	TC3	all	RPS15	9.0751139168771e-84	0.4165161334937062	0.962	0.844	1.9832753953943215e-79
TC3_vs_all	TC3	all	RPL14	4.619860958780307e-82	0.37470255783245343	0.939	0.766	1.0096244139318482e-77
TC3_vs_all	TC3	all	HSPA6	1.383273832447905e-81	0.3684078125424736	0.127	0.026	3.0230066334316514e-77
TC3_vs_all	TC3	all	ENO1	7.168487133734664e-80	0.4541079152369025	0.703	0.491	1.5666011782063734e-75
TC3_vs_all	TC3	all	CCT4	2.6638371931833103e-79	0.25990308319702493	0.369	0.159	5.821549801982806e-75
TC3_vs_all	TC3	all	RPL28	4.751043431000959e-79	0.41837038750168887	0.98	0.879	1.0382930314109497e-74
TC3_vs_all	TC3	all	TKT	9.048287581858221e-79	0.27321906072344804	0.479	0.236	1.9774127681392956e-74
TC3_vs_all	TC3	all	LCN2	1.3722142241405988e-78	0.7712247062731108	0.54	0.286	2.9988369654368647e-74
TC3_vs_all	TC3	all	CCT6A	6.379085094957108e-78	0.25961433432550785	0.445	0.212	1.3940852566519264e-73
TC3_vs_all	TC3	all	RPL39	1.8779417056756913e-76	0.35331068598641624	0.594	0.336	4.1040538035836557e-72
TC3_vs_all	TC3	all	FBL	2.342286336437168e-76	0.2532983073566495	0.436	0.204	5.118832559649787e-72
TC3_vs_all	TC3	all	DDX18	1.5993075988584944e-73	0.26648596727199686	0.504	0.26	3.4951268265453536e-69
TC3_vs_all	TC3	all	RPL38	8.065725120718278e-73	0.4183960350719802	0.86	0.7	1.7626835678817726e-68
TC3_vs_all	TC3	all	RPS3A	2.6550191686666785e-72	0.34784031907982227	0.9	0.703	5.802278891204159e-68
TC3_vs_all	TC3	all	RPL9	3.937842132120883e-72	0.3231245670926144	0.942	0.775	8.605760195536979e-68
TC3_vs_all	TC3	all	SNRPD2	2.510251218860565e-70	0.30207371456967275	0.598	0.353	5.485903013697878e-66
TC3_vs_all	TC3	all	RPL19	7.444258293210723e-70	0.40290411493004163	0.95	0.851	1.6268682073982715e-65
TC3_vs_all	TC3	all	RPL22L1	9.187015249745208e-70	0.3093044654825457	0.452	0.229	2.007730312679318e-65
TC3_vs_all	TC3	all	ATRX	1.7285986098699855e-69	0.35572629819793045	0.6	0.369	3.777679402009866e-65
TC3_vs_all	TC3	all	RPS11	2.990936543849158e-69	0.2892243689987648	0.977	0.854	6.53639272292795e-65
TC3_vs_all	TC3	all	EIF3H	5.47101850404009e-69	0.2692695400896864	0.54	0.296	1.1956363838729214e-64
TC3_vs_all	TC3	all	RPL11	6.447798673778672e-69	0.3667429830340465	0.98	0.911	1.409101922167591e-64
TC3_vs_all	TC3	all	NSA2	1.7436162904420321e-68	0.28620262874817076	0.549	0.309	3.810499041132017e-64
TC3_vs_all	TC3	all	EIF5B	2.096647640193973e-68	0.30176296801772207	0.589	0.348	4.582013752879909e-64
TC3_vs_all	TC3	all	RPL29	8.399992878341655e-68	0.34062526431390827	0.979	0.889	1.8357344436327853e-63
TC3_vs_all	TC3	all	ZKSCAN1	1.5437358134130013e-65	0.37246280527588504	0.629	0.408	3.373680246632773e-61
TC3_vs_all	TC3	all	RPL18	1.741235304630306e-64	0.31283712354255555	0.952	0.84	3.805295634739071e-60
TC3_vs_all	TC3	all	RPL13A	3.016342745584582e-64	0.3231425623208195	0.98	0.892	6.591915436200545e-60
TC3_vs_all	TC3	all	RPS14	4.221990391264686e-64	0.32769427397670237	0.981	0.907	9.226737801069845e-60
TC3_vs_all	TC3	all	DEK	9.199359288799014e-64	0.30374152910405927	0.613	0.381	2.0104279789741364e-59
TC3_vs_all	TC3	all	RPLP1	1.1819196607298084e-63	0.3483949598577052	0.982	0.91	2.5829672265589233e-59
TC3_vs_all	TC3	all	RPS10	1.2997180619836452e-63	0.3250225906062618	0.696	0.462	2.840403852659058e-59
TC3_vs_all	TC3	all	PRPF40A	3.3819828296261744e-63	0.28926472348294924	0.55	0.328	7.390985275865042e-59
TC3_vs_all	TC3	all	HSP90AA1	1.1440580746254327e-62	0.3294893290191758	0.957	0.839	2.5002245162864207e-58
TC3_vs_all	TC3	all	HMGB1	1.4477143124712617e-62	0.35191393823167605	0.817	0.652	3.1638348584746954e-58
TC3_vs_all	TC3	all	CANX	1.7917567727461919e-62	0.29201687837945867	0.551	0.329	3.9157052511595276e-58
TC3_vs_all	TC3	all	IRF2BP2	2.581199294106545e-62	0.3158799219569191	0.576	0.353	5.640952937340444e-58
TC3_vs_all	TC3	all	NORAD	6.289541023289578e-62	0.3132847178109871	0.555	0.346	1.3745162952297042e-57
TC3_vs_all	TC3	all	RPL27	5.3516556483195884e-61	0.39937873137740487	0.792	0.608	1.1695508253837628e-56
TC3_vs_all	TC3	all	RPL27A	4.8198896919036906e-60	0.29096837436033995	0.947	0.821	1.0533386932686326e-55
TC3_vs_all	TC3	all	EEF1B2	4.090844263172784e-57	0.32803200831007095	0.815	0.64	8.940131052737802e-53
TC3_vs_all	TC3	all	C9orf16	5.27835847547109e-57	0.30878026541770554	0.552	0.349	1.1535324612294518e-52
TC3_vs_all	TC3	all	RPL22	1.484064538372188e-56	0.2608784160968419	0.636	0.388	3.24327464215858e-52
TC3_vs_all	TC3	all	EIF3G	1.979691707454361e-55	0.2514660997212343	0.53	0.318	4.3264182574707606e-51
TC3_vs_all	TC3	all	EIF2S2	3.810642630171232e-55	0.297652519243587	0.499	0.297	8.32777840397621e-51
TC3_vs_all	TC3	all	PTBP3	6.80057643900898e-54	0.3231937160370265	0.565	0.369	1.4861979749810225e-49
TC3_vs_all	TC3	all	PSMA7	1.717029222499512e-52	0.3919025254458256	0.674	0.497	3.7523956628504334e-48
TC3_vs_all	TC3	all	RPL23A	3.086387606008912e-52	0.3189368724859505	0.896	0.743	6.744991474171876e-48
TC3_vs_all	TC3	all	CXCL3	4.359151193290293e-52	0.27128481912998736	0.21	0.081	9.526489017816605e-48
TC3_vs_all	TC3	all	PHLDA2	6.4533053439461315e-52	0.39921488303909214	0.542	0.351	1.4103053498659875e-47
TC3_vs_all	TC3	all	GAPDH	6.035357649272534e-51	0.35948981493663745	0.964	0.903	1.3189670606720195e-46
TC3_vs_all	TC3	all	EEF1D	1.852177899017929e-49	0.2660664951786199	0.514	0.324	4.047749580513782e-45
TC3_vs_all	TC3	all	SOX4	2.836323529126993e-49	0.3089160193920768	0.785	0.579	6.19850144055413e-45
TC3_vs_all	TC3	all	RPL10	5.121733239951067e-49	0.2843961143270435	0.949	0.834	1.1193035822589061e-44
TC3_vs_all	TC3	all	HSPA8	1.2840490435824308e-48	0.2909947559865065	0.663	0.468	2.8061607798450443e-44
TC3_vs_all	TC3	all	GDF15	4.00316990042516e-48	0.3410613430010901	0.411	0.23	8.748527500389145e-44
TC3_vs_all	TC3	all	RPS27	1.5168783398580928e-44	0.32839303138030385	0.953	0.889	3.314985923925876e-40
TC3_vs_all	TC3	all	HSPE1	5.872168379960199e-44	0.25317764289668054	0.557	0.356	1.2833036777565018e-39
TC3_vs_all	TC3	all	RPL34	7.676442816034647e-44	0.2787284745586627	0.941	0.872	1.6776098130162117e-39
TC3_vs_all	TC3	all	ITGA6	2.211425805416625e-43	0.3051981963085483	0.594	0.425	4.8328499551574924e-39
TC3_vs_all	TC3	all	EIF3A	3.914884989191106e-43	0.252213170073731	0.583	0.397	8.555589655378244e-39
TC3_vs_all	TC3	all	RBM3	4.8078439842806606e-39	0.26131936617784013	0.594	0.413	1.0507062243246955e-34
TC3_vs_all	TC3	all	RPS28	7.495956664030813e-39	0.2876412245037203	0.91	0.803	1.6381663693572938e-34
TC3_vs_all	TC3	all	ZBTB20	1.4350255464077841e-37	0.265538772649369	0.352	0.201	3.136104829119571e-33
TC3_vs_all	TC3	all	PGK1	7.855971066372075e-37	0.27911196804310284	0.439	0.284	1.7168439168449534e-32
TC3_vs_all	TC3	all	PRDX1	1.575286332284064e-36	0.2637145940752377	0.622	0.457	3.4426307505735937e-32
TC3_vs_all	TC3	all	ARGLU1	8.375362339977132e-36	0.27980069193985246	0.761	0.662	1.8303516857786024e-31
TC3_vs_all	TC3	all	POMP	1.9579607597041468e-35	0.2926411208596095	0.531	0.38	4.278927444257443e-31
TC3_vs_all	TC3	all	CEACAM6	3.356899514238801e-31	0.2506158132877876	0.524	0.363	7.336168198417476e-27
TC3_vs_all	TC3	all	HSPA1B	4.7145877989290754e-26	0.3300696058221724	0.72	0.612	1.0303260175779602e-21
TC3_vs_all	TC3	all	GNAS	3.671663718241765e-24	0.2508601701040213	0.786	0.706	8.024053889845553e-20
TC3_vs_all	TC3	all	KCNQ1OT1	6.332826497030371e-23	0.464163712580544	0.551	0.443	1.3839759026610172e-18
TC3_vs_all	TC3	all	DDIT4	1.221185487761458e-22	0.25433355136985286	0.367	0.246	2.6687787649538904e-18
TC3_vs_all	TC3	all	CCL20	5.4073935695822846e-18	0.2524837693512728	0.204	0.117	1.1817317906965125e-13
TC3_vs_all	TC3	all	OLFM4	3.077262627143107e-17	0.2504168770982055	0.227	0.135	6.725049745358546e-13
TC3_vs_all	TC3	all	DNAJB1	5.1330736771607134e-15	0.29274480173270967	0.581	0.482	1.1217819214067023e-10
TC3_vs_all	TC3	all	REG1A	1.3628261375736311e-12	0.5422685332961366	0.111	0.058	2.9783202410534136e-8
TC4_vs_all	TC4	all	MMP7	0	1.7973693154660204	0.294	0.008	0
TC4_vs_all	TC4	all	LYZ	0	1.7378968533760686	0.513	0.138	0
TC4_vs_all	TC4	all	S100A11	0	1.6719374931967237	0.986	0.453	0
TC4_vs_all	TC4	all	RPS7	0	1.5867895997395325	0.98	0.644	0
TC4_vs_all	TC4	all	PERP	0	1.5479772887159173	0.969	0.438	0
TC4_vs_all	TC4	all	LCN2	0	1.5117062518075668	0.715	0.286	0
TC4_vs_all	TC4	all	RPL7	0	1.4168231767953712	0.956	0.552	0
TC4_vs_all	TC4	all	RPL21	0	1.3949919119208605	0.971	0.729	0
TC4_vs_all	TC4	all	RPL23	0	1.3374819785591425	0.945	0.639	0
TC4_vs_all	TC4	all	RPL7A	0	1.319052081773005	0.995	0.802	0
TC4_vs_all	TC4	all	HSP90AB1	0	1.2981668349861721	0.934	0.649	0
TC4_vs_all	TC4	all	RPS4X	0	1.2837017700414008	0.989	0.75	0
TC4_vs_all	TC4	all	PMEPA1	0	1.2811541451652932	0.689	0.198	0
TC4_vs_all	TC4	all	CEACAM6	0	1.277348504626045	0.83	0.363	0
TC4_vs_all	TC4	all	RPS21	0	1.2239680336984737	0.967	0.726	0
TC4_vs_all	TC4	all	ZFAS1	0	1.2003174063307926	0.846	0.276	0
TC4_vs_all	TC4	all	RPS27A	0	1.1978476774311642	0.995	0.831	0
TC4_vs_all	TC4	all	RPL5	0	1.1927107947198703	0.96	0.533	0
TC4_vs_all	TC4	all	RPL35A	0	1.1909720197025049	0.994	0.793	0
TC4_vs_all	TC4	all	HSPD1	0	1.1820989775249222	0.872	0.347	0
TC4_vs_all	TC4	all	PPA1	0	1.181145696955822	0.919	0.327	0
TC4_vs_all	TC4	all	RPS15A	0	1.181037688266188	0.989	0.758	0
TC4_vs_all	TC4	all	RPL12	0	1.1807264740664967	0.998	0.882	0
TC4_vs_all	TC4	all	RPS20	0	1.1570219796237187	0.971	0.648	0
TC4_vs_all	TC4	all	TM4SF1	0	1.1516450688460464	0.618	0.069	0
TC4_vs_all	TC4	all	EIF3E	0	1.147138008902866	0.844	0.258	0
TC4_vs_all	TC4	all	RPS2	0	1.1436346433233742	0.995	0.816	0
TC4_vs_all	TC4	all	RPL10	0	1.1429182261968514	0.987	0.834	0
TC4_vs_all	TC4	all	SCD	0	1.1269407835651324	0.565	0.087	0
TC4_vs_all	TC4	all	PSMA7	0	1.125472953687476	0.9	0.497	0
TC4_vs_all	TC4	all	RPS12	0	1.1232157074005338	0.999	0.876	0
TC4_vs_all	TC4	all	RPSA	0	1.1229655301367178	0.954	0.566	0
TC4_vs_all	TC4	all	RPS23	0	1.1012440523172855	0.976	0.678	0
TC4_vs_all	TC4	all	NACA	0	1.1004298432374076	0.984	0.715	0
TC4_vs_all	TC4	all	PCCA	0	1.0998626003566347	0.474	0.134	0
TC4_vs_all	TC4	all	RPL24	0	1.0979324264271901	0.992	0.755	0
TC4_vs_all	TC4	all	RPS6	0	1.095768619690293	0.994	0.815	0
TC4_vs_all	TC4	all	ANXA2	0	1.0954821699003794	0.962	0.624	0
TC4_vs_all	TC4	all	RPL6	0	1.093100187880054	0.975	0.647	0
TC4_vs_all	TC4	all	RPL8	0	1.090326303491886	1	0.916	0
TC4_vs_all	TC4	all	TIMP1	0	1.0893209458609634	0.752	0.105	0
TC4_vs_all	TC4	all	RPL27	0	1.0891673810673521	0.933	0.608	0
TC4_vs_all	TC4	all	S100A4	0	1.085526546414212	0.387	0.044	0
TC4_vs_all	TC4	all	S100P	0	1.084409515471521	0.899	0.284	0
TC4_vs_all	TC4	all	GSTP1	0	1.0792291121047486	0.982	0.669	0
TC4_vs_all	TC4	all	RPS18	0	1.0784552603429858	0.998	0.902	0
TC4_vs_all	TC4	all	RPL4	0	1.0756227834074972	0.909	0.43	0
TC4_vs_all	TC4	all	RPL19	0	1.0752712896659056	0.992	0.851	0
TC4_vs_all	TC4	all	IFITM3	0	1.0745546610331447	0.724	0.209	0
TC4_vs_all	TC4	all	BTF3	0	1.0737142377551057	0.932	0.511	0
TC4_vs_all	TC4	all	GPX2	0	1.0708923592878197	0.869	0.438	0
TC4_vs_all	TC4	all	RPL32	0	1.0667904864695257	0.997	0.828	0
TC4_vs_all	TC4	all	RPL30	0	1.0654306999669867	0.981	0.704	0
TC4_vs_all	TC4	all	RPS14	0	1.0636832699127674	0.999	0.907	0
TC4_vs_all	TC4	all	RPL10A	0	1.0573199838064458	0.971	0.652	0
TC4_vs_all	TC4	all	RPL13	0	1.0560584515659004	0.996	0.818	0
TC4_vs_all	TC4	all	NPM1	0	1.0495278925937335	0.841	0.286	0
TC4_vs_all	TC4	all	TGFBI	0	1.048070042538575	0.573	0.052	0
TC4_vs_all	TC4	all	RPS3A	0	1.0437024265501136	0.969	0.703	0
TC4_vs_all	TC4	all	COMMD6	0	1.04260957039613	0.884	0.369	0
TC4_vs_all	TC4	all	POMP	0	1.0421191083256802	0.882	0.38	0
TC4_vs_all	TC4	all	FTL	0	1.038669405135117	0.99	0.896	0
TC4_vs_all	TC4	all	RPS3	0	1.0375559564175045	0.955	0.629	0
TC4_vs_all	TC4	all	RPS13	0	1.034709434489233	0.967	0.589	0
TC4_vs_all	TC4	all	GAPDH	0	1.02202968693386	0.997	0.903	0
TC4_vs_all	TC4	all	LDHA	0	1.0208332906229698	0.828	0.451	0
TC4_vs_all	TC4	all	RPL37	0	0.989125521556999	0.999	0.858	0
TC4_vs_all	TC4	all	RPS19	0	0.9871105180537092	0.999	0.843	0
TC4_vs_all	TC4	all	LCN15	0	0.9857277118646174	0.201	0.022	0
TC4_vs_all	TC4	all	RPS5	0	0.9837182090257168	0.977	0.727	0
TC4_vs_all	TC4	all	RPL35	0	0.9821164064449104	0.994	0.84	0
TC4_vs_all	TC4	all	RPL23A	0	0.979982567961867	0.969	0.743	0
TC4_vs_all	TC4	all	RPLP1	0	0.9770205741101878	0.999	0.91	0
TC4_vs_all	TC4	all	RPS16	0	0.9734540890370211	0.998	0.801	0
TC4_vs_all	TC4	all	TPT1	0	0.9727447841007688	0.999	0.99	0
TC4_vs_all	TC4	all	RPLP0	0	0.9715760537408888	0.981	0.644	0
TC4_vs_all	TC4	all	RPL3	0	0.9713262212414366	0.993	0.827	0
TC4_vs_all	TC4	all	SET	0	0.9690787928802209	0.863	0.293	0
TC4_vs_all	TC4	all	ACTG1	0	0.9669197173322535	0.986	0.935	0
TC4_vs_all	TC4	all	RPS24	0	0.9565652264173341	0.998	0.832	0
TC4_vs_all	TC4	all	EEF1B2	0	0.955654526105568	0.939	0.64	0
TC4_vs_all	TC4	all	PKM	0	0.9378630019582651	0.887	0.348	0
TC4_vs_all	TC4	all	SLPI	0	0.9334268657415621	0.599	0.227	0
TC4_vs_all	TC4	all	RPL9	0	0.933173363188079	0.986	0.775	0
TC4_vs_all	TC4	all	PRDX1	0	0.9246523755510567	0.924	0.457	0
TC4_vs_all	TC4	all	PHLDA2	0	0.9121576710406123	0.779	0.351	0
TC4_vs_all	TC4	all	RPL37A	0	0.9111127162460719	0.992	0.82	0
TC4_vs_all	TC4	all	PGK1	0	0.899587134482718	0.76	0.284	0
TC4_vs_all	TC4	all	RACK1	0	0.8940973238140044	0.945	0.625	0
TC4_vs_all	TC4	all	RPS8	0	0.8749481076812289	0.994	0.734	0
TC4_vs_all	TC4	all	RPS10	0	0.8689182061437484	0.872	0.462	0
TC4_vs_all	TC4	all	CLIC1	0	0.8669714309816349	0.968	0.673	0
TC4_vs_all	TC4	all	NDUFA4	0	0.8664982525859475	0.944	0.515	0
TC4_vs_all	TC4	all	NAP1L1	0	0.8646896543787213	0.736	0.168	0
TC4_vs_all	TC4	all	EIF2S2	0	0.8525521653661698	0.81	0.297	0
TC4_vs_all	TC4	all	HMGA1	0	0.8516259788036421	0.8	0.261	0
TC4_vs_all	TC4	all	HSPH1	0	0.849621994965041	0.687	0.204	0
TC4_vs_all	TC4	all	RPL11	0	0.8472000548945662	0.995	0.911	0
TC4_vs_all	TC4	all	YWHAB	0	0.8386318487590484	0.928	0.65	0
TC4_vs_all	TC4	all	SLC12A2	0	0.8331579275004024	0.785	0.352	0
TC4_vs_all	TC4	all	PDIA6	0	0.8324139931117318	0.803	0.295	0
TC4_vs_all	TC4	all	SLC2A1	0	0.8308608703066962	0.489	0.107	0
