cell_type_imm_custom	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Tconv	ID2	0.0033516694353641382	0.029186059603358405	0.596	0.552	1
Tconv	RPLP0	0.003529745039640055	-0.05728035106175522	0.962	0.937	1
Tconv	PHLDA1	0.003609841106972094	0.07611012505109355	0.252	0.229	1
Tconv	ZC3HAV1	0.0036230559622511442	0.0851364935386516	0.573	0.564	1
Tconv	USP1	0.003663460002163963	0.05547634259115644	0.141	0.117	1
Tconv	TNFRSF4	0.003666611876640024	0.05215037669705483	0.145	0.121	1
Tconv	C6orf48	0.0037488435704962062	-0.03763199609437795	0.334	0.382	1
Tconv	CD99	0.0037836743530392384	0.06630825929287354	0.44	0.414	1
Tconv	STAT5B	0.003842194102012555	0.03876591497770203	0.122	0.098	1
Tconv	STOM	0.003893663018191174	0.04109834438624685	0.118	0.095	1
Tconv	CCR7	0.003990081955318097	0.11301445789429726	0.285	0.259	1
Tconv	RPL4	0.004006158569363606	-0.08657676765341749	0.905	0.892	1
Tconv	HNRNPLL	0.004006514380679858	0.049282465139361756	0.115	0.093	1
Tconv	RAB21	0.004027901547342206	0.055455266517066226	0.282	0.252	1
Tconv	TSPAN14	0.00404403652750116	0.07175435826924953	0.218	0.193	1
Tconv	RBM22	0.004188002942909954	0.0547315639691138	0.149	0.126	1
Tconv	CCDC167	0.00422230215117034	0.049847315446543444	0.144	0.12	1
Tconv	ID3	0.004289137440291006	-0.03022888426751416	0.109	0.134	1
Tconv	CASP3	0.004336967906343272	-0.05679363282516839	0.129	0.154	1
Tconv	BAZ1A	0.004340718159877941	0.07695960039662547	0.353	0.329	1
Tconv	CMTM3	0.004492485702638834	0.06035806210137912	0.157	0.135	1
Tconv	GPRIN3	0.004500388270402614	0.09038183624037927	0.316	0.299	1
Tconv	TRAF3	0.00454530284338896	0.04032750364663029	0.119	0.097	1
Tconv	G3BP2	0.004548756747287902	0.09359773574673702	0.419	0.401	1
Tconv	FCMR	0.0046985961968389585	-0.01812796214426715	0.182	0.219	1
Tconv	MT1X	0.004834723441828296	-0.05016753752120459	0.14	0.166	1
Tconv	GADD45A	0.004835102377286541	-0.04408305366433818	0.25	0.284	1
Tconv	SYTL1	0.004842542124252794	0.04982833616802716	0.129	0.107	1
Tconv	DSTN	0.004911244216134259	0.042379098651718405	0.275	0.24	1
Tconv	OPTN	0.004972010795690481	0.03970038901803008	0.22	0.189	1
Tconv	AKIRIN1	0.005039100720806934	0.07151898329441392	0.331	0.311	1
Tconv	ETHE1	0.0051131877939356455	-0.045168681494794416	0.105	0.129	1
Tconv	GIMAP2	0.0051533221182298115	-0.007354233545753597	0.149	0.182	1
Tconv	CD81	0.00533856005506285	-0.06958434435795635	0.392	0.429	1
Tconv	NR4A1	0.005395674155906092	0.05555446422496935	0.303	0.271	1
Tconv	H2AFV	0.0054462855879391266	0.04996388504692981	0.187	0.161	1
Tconv	ZDBF2	0.005637311481132754	-0.029978225170381734	0.119	0.146	1
Tconv	PIM2	0.005665973815365324	0.06324133976323021	0.232	0.206	1
Tconv	DEF6	0.005694574894094239	0.052707061073967776	0.183	0.159	1
Tconv	CD37	0.005740585162903163	-0.04006538308295016	0.524	0.585	1
Tconv	MPZL3	0.005743579827579515	0.051440805085560676	0.133	0.112	1
Tconv	CNOT6L	0.005785309196105954	0.07179548175236772	0.565	0.551	1
Tconv	CEBPB	0.0060814804082882125	0.07202761785262662	0.285	0.258	1
Tconv	TUBB	0.006193946008160852	0.05702732087984774	0.205	0.18	1
Tconv	HELB	0.0062893459384224274	0.06356619114953158	0.178	0.155	1
Tconv	DDX24	0.0065453064548142625	0.07638590088359049	0.242	0.223	1
Tconv	TGFBR2	0.0066029348106513485	-0.04250522592390027	0.251	0.287	1
Tconv	TMSB10	0.0067472759045200965	-0.0915953677885808	0.992	0.977	1
Tconv	BSG	0.006872154399762106	-0.04355865501663542	0.207	0.237	1
Tconv	KLF6	0.006905190104101513	0.050126270752517466	0.167	0.143	1
Tconv	CD7	0.006975323459671063	0.08700391974759125	0.463	0.457	1
Tconv	BCL2L11	0.007223473362646309	0.04185611099350117	0.116	0.094	1
Tconv	PELI1	0.007286927796295608	0.03810621717221899	0.128	0.105	1
Tconv	EIF2S3	0.007332170606377309	-0.020831520497293615	0.159	0.19	1
Tconv	ANP32B	0.007542480296718919	-0.07000580462723338	0.491	0.519	1
Tconv	FRYL	0.007813743700132552	-0.051063649151932594	0.148	0.172	1
Tconv	PPP4R2	0.007937044791267554	0.03873002523100022	0.163	0.139	1
Tconv	PIK3R1	0.00799745024071973	-0.06247527910905648	0.402	0.441	1
Tconv	ANP32E	0.008343587212918101	0.07090752499704567	0.243	0.224	1
Tconv	CEP85L	0.00856942094889033	-0.010322890761009146	0.15	0.181	1
Tconv	PDE4A	0.00861169509753748	-0.022573441381251586	0.109	0.135	1
Tconv	NAMPT	0.00862373513272193	0.0589822939987136	0.123	0.103	1
Tconv	MCL1	0.008947277389153059	0.004896603474616068	0.78	0.725	1
Tconv	NDRG1	0.009038852876949511	0.03745325193158977	0.121	0.099	1
Tconv	DDX18	0.009062632836110637	-0.054141811215003166	0.413	0.445	1
Tconv	CCSER2	0.00917141264468162	0.06148711556380404	0.236	0.216	1
Tconv	MAF	0.009216714805755997	0.09199701896842721	0.204	0.185	1
Tconv	TNRC6B	0.009330577991950074	-0.03919662875845287	0.468	0.497	1
Tconv	DNTTIP2	0.009362910823026769	0.06264528499385824	0.211	0.189	1
Tconv	ARRB2	0.00947892999074459	0.05975894172070495	0.163	0.143	1
Tconv	NEDD9	0.009868428570148111	0.04044706629693322	0.101	0.082	1
Tconv	MYH9	0.010029925224315724	0.05446492119949087	0.48	0.453	1
Tconv	RSL24D1	0.010123669245853737	-0.03672435013020292	0.363	0.398	1
Tconv	BDP1	0.010146156754707343	0.05463876899959619	0.281	0.256	1
Tconv	SYTL2	0.010281507774912251	0.03650774387844288	0.125	0.103	1
Tconv	BAZ2B	0.010292578621466096	-0.029706027444274252	0.087	0.108	1
Tconv	SARAF	0.010435308444891619	0.05350821489723567	0.857	0.866	1
Tconv	SMC5	0.010450245714482762	-0.028937148085051018	0.161	0.188	1
Tconv	TLE4	0.010630491287212745	0.08111265192719269	0.307	0.286	1
Tconv	SEMA4D	0.011182534391872934	-0.016009531753296058	0.09	0.112	1
Tconv	IL2RB	0.011264269608836034	0.05600424132140794	0.16	0.14	1
Tconv	ACTB	0.011353624790697864	-0.019678158489889075	0.997	0.992	1
Tconv	FOXN2	0.011452515620098901	-0.005690466525195059	0.113	0.14	1
Tconv	REXO2	0.011516299254260237	0.04850936477434897	0.12	0.101	1
Tconv	CORO1A	0.011978447480176218	-0.0206461043495636	0.38	0.432	1
Tconv	BIN2	0.012057809741380914	0.06051569472654775	0.201	0.182	1
Tconv	PABPC1	0.012069949020253708	0.07693658235955414	0.544	0.543	1
Tconv	UGP2	0.01209415741236478	0.05092375489181955	0.236	0.209	1
Tconv	TTC3	0.012503942217159104	-0.04110501358497437	0.267	0.297	1
Tconv	RASAL3	0.012553147371212348	0.05538704566380437	0.215	0.195	1
Tconv	IVNS1ABP	0.01256209518395375	0.06309510825677545	0.376	0.349	1
Tconv	RASSF1	0.01276941619734516	0.04319795479499035	0.111	0.092	1
Tconv	GSTP1	0.012820478251265928	0.01598089196558128	0.423	0.366	1
Tconv	MGST3	0.013280476818041391	-0.029445139203784443	0.133	0.156	1
Tconv	STAT5A	0.013412540541525603	0.050134733775454673	0.111	0.094	1
Tconv	LCK	0.013680083504509279	0.06415546023370777	0.402	0.397	1
Tconv	HAX1	0.01390023662057776	-0.0312764321633025	0.197	0.226	1
Tconv	IL18R1	0.014008942800077973	0.04222956208653525	0.167	0.145	1
Tconv	TMEM106B	0.014009198875630742	-0.008565295321156519	0.102	0.125	1
Tconv	RNF149	0.014372882792910099	0.05463558153208091	0.125	0.106	1
Tconv	PPP1R2	0.01443018952293683	0.07774822604153708	0.456	0.435	1
Tconv	GZMM	0.01444685106767882	-0.007948791886225937	0.232	0.27	1
Tconv	MTDH	0.014684790778922178	0.04956833549034645	0.502	0.468	1
Tconv	AL133453.1	0.015038473920452147	0.04745148103871802	0.102	0.085	1
Tconv	HCLS1	0.015304077869370528	0.05959812563707595	0.302	0.286	1
Tconv	RAC2	0.015441717587090476	-0.03911602761992761	0.503	0.55	1
Tconv	SSH2	0.015747263429074468	0.003467553276431057	0.126	0.153	1
Tconv	PPM1K	0.015889477762148475	0.062166792711376984	0.25	0.23	1
Tconv	ZC3H12A	0.016010450642118958	0.051474639094982455	0.181	0.159	1
Tconv	MIS18BP1	0.016188079135273755	0.03611506362454575	0.126	0.106	1
Tconv	CDC42SE1	0.01627116521923526	0.05025582788633298	0.349	0.328	1
Tconv	HMGA1	0.01634821835776158	0.034809482473081105	0.15	0.129	1
Tconv	KDM5B	0.016371622396542006	0.035061922227165476	0.102	0.084	1
Tconv	CHD1	0.016384687727123336	0.04024064313630438	0.349	0.322	1
Tconv	PRNP	0.017060683358348552	0.06117747295285045	0.167	0.148	1
Tconv	MYBL1	0.017215001113640504	0.056369405242784	0.147	0.128	1
Tconv	HIPK1	0.017788877717179682	0.06077011847441216	0.292	0.273	1
Tconv	ZFAND5	0.017864869802008774	0.044977721793794556	0.467	0.44	1
Tconv	RHOG	0.017918421373400554	0.05356878677895549	0.222	0.203	1
Tconv	SPCS2	0.018497693430253516	-0.030180072962019855	0.216	0.243	1
Tconv	IFI16	0.018520601263693648	0.050515013151984145	0.395	0.372	1
Tconv	MVP	0.020698272568023254	-0.027074264893355376	0.086	0.104	1
Tconv	HBP1	0.021015050300612233	0.05127663352174544	0.249	0.23	1
Tconv	VAMP8	0.021130870116434546	-0.041940044579279134	0.384	0.416	1
Tconv	NCL	0.021138601864507955	0.04088099038436166	0.796	0.755	1
Tconv	ISG20L2	0.021803285482377723	-0.017904804433325594	0.157	0.183	1
Tconv	ATF7IP	0.021813405165460712	0.0463831643496419	0.224	0.202	1
Tconv	OSTC	0.02210026116552825	-0.03234270439314457	0.232	0.26	1
Tconv	ARHGAP15	0.02255145162866707	-0.01427996792915942	0.204	0.236	1
Tconv	PRPF38B	0.022716816731704833	0.05194541730003599	0.463	0.444	1
Tconv	ASXL2	0.02275159271759158	0.04349222109135384	0.139	0.121	1
Tconv	DIAPH1	0.022861430326261714	0.055268041320428896	0.293	0.276	1
Tconv	CTSA	0.02302888606527568	0.026312243497773502	0.132	0.111	1
Tconv	MYL12B	0.02319087968884076	0.06233774778946133	0.735	0.719	1
Tconv	LGALS8	0.023286801912725922	0.04182500017066834	0.133	0.115	1
Tconv	CRYBG1	0.023317591699587	-0.05249973738029623	0.351	0.381	1
Tconv	SLA	0.023425706301855524	-0.02530710716873541	0.338	0.38	1
Tconv	ZBTB20	0.02370945466985665	-0.029831028431006268	0.283	0.314	1
Tconv	TNF	0.024828266569956577	0.11233408691474744	0.187	0.171	1
Tconv	ATP1B1	0.025682743425045243	-0.012874141882590867	0.089	0.108	1
Tconv	CWF19L2	0.02594461852631194	-0.03247260969489646	0.189	0.216	1
Tconv	FAM241A	0.02633726418801298	0.05154287856927803	0.108	0.093	1
Tconv	RPL22L1	0.02638590782612502	-0.02199135499929361	0.413	0.447	1
Tconv	GNAQ	0.02639138087945543	-0.016034941866144348	0.099	0.119	1
Tconv	TOMM20	0.026631198888115482	-0.035692675221070225	0.423	0.451	1
Tconv	PPP1R12A	0.027243318767797398	0.06733676775150244	0.317	0.305	1
Tconv	TNFSF10	0.027319224078304827	0.023449559391423458	0.148	0.128	1
Tconv	SYNRG	0.028149743637507083	-0.009168117016049138	0.22	0.252	1
Tconv	TTC39C	0.02822420337606871	0.05399340490081786	0.182	0.166	1
Tconv	PTPN1	0.028895187047605554	0.04970858714194448	0.237	0.218	1
Tconv	ITGA1	0.02996049274632847	0.0022989513031519415	0.109	0.132	1
Tconv	MAP3K1	0.029990702757663468	0.038804379563747216	0.138	0.121	1
Tconv	RASSF5	0.03001789817924812	0.06176090040822421	0.213	0.199	1
Tconv	TC2N	0.03010746995784042	-0.01446193358278497	0.185	0.213	1
Tconv	RANBP9	0.030640799381907627	0.03417646141943555	0.108	0.092	1
Tconv	LUZP1	0.031054615293907246	0.043244440169264986	0.152	0.133	1
Tconv	CD52	0.031152919589328185	-0.021833357952836696	0.814	0.842	1
Tconv	HES4	0.031204015655773788	-0.011688237598208528	0.086	0.104	1
Tconv	PNPLA8	0.031460242326646216	0.03203182768586005	0.134	0.116	1
Tconv	VMP1	0.03151969242254852	0.07538774877331345	0.465	0.442	1
Tconv	SKI	0.03152900724256316	0.04176171401393097	0.13	0.114	1
Tconv	POLR1E	0.03238253777634936	-0.002656303712215452	0.108	0.129	1
Tconv	RPS6KA3	0.032415424100856696	0.04222679347773378	0.345	0.322	1
Tconv	HLA-E	0.03252464776131161	-0.0777971314711765	0.925	0.926	1
Tconv	SUN2	0.03271687347145574	0.04428092912816106	0.261	0.241	1
Tconv	GCHFR	0.032763669263160246	0.03999803592712223	0.141	0.124	1
Tconv	LCP2	0.03299984297295562	0.07330709712510958	0.321	0.32	1
Tconv	ZBTB1	0.033054161701398105	0.05491399439383715	0.246	0.229	1
Tconv	FAM53C	0.03314374652094911	0.04942274401192204	0.137	0.121	1
Tconv	USP34	0.03351205257496261	-0.021746000998273396	0.173	0.197	1
Tconv	LSP1	0.03475506068523206	0.05181288470015155	0.352	0.34	1
Tconv	NSA2	0.03476611711820359	-0.031907256375419024	0.418	0.449	1
Tconv	ATP5MC1	0.034990429622820354	-0.03024013814658566	0.172	0.194	1
Tconv	NASP	0.03509632118374276	0.05345789010601948	0.289	0.274	1
Tconv	NAP1L1	0.03547350063699632	-0.040222785628005964	0.665	0.7	1
Tconv	RAB27A	0.03555770013292633	0.029011740778100537	0.201	0.181	1
Tconv	PCNA	0.03557664842743884	0.04091812699529815	0.131	0.115	1
Tconv	FYN	0.035584255510589365	0.0504546491289235	0.464	0.463	1
Tconv	H3F3B	0.03635472309704896	0.025621136270690847	0.995	0.988	1
Tconv	SENP7	0.03640305197958526	0.04890026647999787	0.154	0.138	1
Tconv	METAP2	0.03670472024546973	0.04520084152488518	0.225	0.206	1
Tconv	ARNTL	0.036749610569495	0.043993549209933897	0.127	0.112	1
Tconv	ICAM2	0.03677603346612588	-0.010433159715212498	0.152	0.176	1
Tconv	IKZF1	0.03693359661473289	-0.02726490180091945	0.386	0.426	1
Tconv	NCOA3	0.037322122884389235	-0.012485602746711871	0.143	0.166	1
Tconv	DHRS3	0.037525321832661086	-0.009897965933622355	0.102	0.122	1
Tconv	SAP18	0.03783169373823657	0.04904969630772649	0.672	0.643	1
Tconv	CCND2	0.03817539682776628	0.06621997372343691	0.366	0.355	1
Tconv	MGAT5	0.03828644243496338	0.03885168501824557	0.141	0.125	1
Tconv	UBALD2	0.038324302409029086	0.045922970922612605	0.315	0.292	1
Tconv	SNHG12	0.038340737413507034	0.05642725315683417	0.207	0.191	1
Tconv	ODF2L	0.03835039011111719	0.03833211798475403	0.11	0.095	1
Tconv	ANXA2R	0.03879063751880293	-0.0020179384462635785	0.123	0.146	1
Tconv	BTG2	0.039100240035931204	0.012778796389611102	0.705	0.732	1
Tconv	ANKRD36C	0.03921837217710072	0.026235370162756316	0.125	0.107	1
Tconv	PLXNA3	0.03955202288031707	0.03485984078765797	0.105	0.09	1
Tconv	XAF1	0.03957880848205751	-0.05585195856329209	0.121	0.137	1
Tconv	ID1	0.03958036922898181	-0.008428908611146091	0.093	0.111	1
Tconv	COPS3	0.039729314615452635	0.047975327437771165	0.13	0.115	1
Tconv	LPIN1	0.03981262264345995	0.04793273868532408	0.156	0.14	1
Tconv	VAMP5	0.039935152913990496	-0.021919084656159216	0.164	0.186	1
Tconv	PARP8	0.04035011124513313	0.04832670119360061	0.26	0.246	1
Tconv	CLK1	0.04058645316850196	0.06207368580743278	0.41	0.396	1
Tconv	WSB1	0.04064592808740263	0.041803962941667105	0.43	0.411	1
Tconv	BCL2A1	0.04068901852226155	-0.020783547308895867	0.095	0.113	1
Tconv	XBP1	0.04093312622426636	0.04317471106097276	0.317	0.29	1
Tconv	SP140	0.042087285688630724	0.039342897519235115	0.117	0.102	1
Tconv	ZFP36L1	0.042437874339223074	0.059815299137077726	0.541	0.526	1
Tconv	KAT6A	0.04255848446715465	0.052656706777079065	0.226	0.212	1
Tconv	WNK1	0.04263243378529377	0.06451553545965949	0.354	0.345	1
Tconv	SUB1	0.04295521389486928	0.024080874593295443	0.717	0.657	1
Tconv	SMS	0.043056843629727795	0.03522665778731268	0.106	0.092	1
Tconv	POMP	0.04305936355534747	0.051365369582677456	0.37	0.349	1
Tconv	FAM162A	0.04407067378988312	-0.02807107602260686	0.157	0.178	1
Tconv	MYCBP2	0.044332861341153246	-0.019981845634579054	0.367	0.406	1
Tconv	HNRNPH1	0.04434670839184762	-0.04529045959238209	0.592	0.618	1
Tconv	TMIGD2	0.04533233508550503	-0.0038322691883585502	0.09	0.108	1
Tconv	RAC1	0.04536375417304668	0.040762989129157656	0.322	0.299	1
Tconv	RIT1	0.046048721919810666	0.04016959858665364	0.121	0.106	1
Tconv	ANKRD37	0.046405282646924804	0.07126575023016765	0.182	0.165	1
Tconv	ARHGAP45	0.04658370457633811	0.031090333743355764	0.208	0.189	1
Tconv	CHD3	0.04680223883494339	0.043650405566003636	0.215	0.199	1
Tconv	GTF2B	0.047142131492516566	-0.0432927501892737	0.374	0.405	1
Tconv	IGLC2	0.04741293137046227	-0.47829388045778554	0.375	0.345	1
Tconv	NDUFA4	0.047802826459298765	-0.033852288636412764	0.703	0.689	1
Tconv	SCAPER	0.048032435624798225	-0.004800485855746023	0.09	0.108	1
Tconv	DDIT4	0.048483197112343286	0.03799647368021919	0.525	0.569	1
Tconv	FOXO1	0.048916922345874705	0.03436799522153505	0.114	0.099	1
Tconv	PDCL3	0.04973859079209905	0.044268304124846614	0.219	0.205	1
Tconv	MAP4K4	0.050181487796838474	0.04068553121476651	0.131	0.117	1
Tconv	TMC6	0.05231943230750987	0.04333899483078507	0.207	0.192	1
Tconv	ARID4A	0.05246980095567299	0.0257907652824218	0.247	0.226	1
Tconv	TAGAP	0.05414191916872839	0.08689915367487444	0.383	0.378	1
Tconv	CELF2	0.05468119476055343	-0.045013442511221524	0.52	0.552	1
Tconv	BCL2	0.055228007649840004	-0.026368615556630837	0.232	0.258	1
Tconv	FYB1	0.05536698552986486	-0.08386960767914609	0.746	0.76	1
Tconv	RPS25	0.05547297384717946	-0.02439685144962378	0.794	0.818	1
Tconv	CIRBP	0.05562125494559231	0.03772746211628636	0.235	0.218	1
Tconv	VEGFB	0.05576295752354822	-0.006255725711575927	0.121	0.141	1
Tconv	MED31	0.05587180973592091	0.042280854603448825	0.118	0.104	1
Tconv	SRI	0.055953749573165845	-0.042724564839292045	0.282	0.303	1
Tconv	METRNL	0.0564619828736123	0.035665879274939055	0.12	0.105	1
Tconv	RNF138	0.05748182516641429	0.03463972843731439	0.122	0.108	1
Tconv	USP8	0.05755130769446869	0.03155455851732203	0.241	0.221	1
Tconv	EPSTI1	0.057611361985423444	-0.02090530707702412	0.117	0.135	1
Tconv	TWISTNB	0.0585552181524894	0.04285983998296278	0.158	0.144	1
Tconv	TLN1	0.05933731873905577	0.03710366727272185	0.358	0.342	1
Tconv	PPIL4	0.05941236768101317	0.04040504578251192	0.211	0.195	1
Tconv	PPP2R5C	0.059985211373674914	0.04005405659008232	0.233	0.217	1
Tconv	DENND2D	0.06081442654961751	-0.010902721453251996	0.17	0.195	1
Tconv	KMT2E-AS1	0.06124497791329631	-0.010025584227479206	0.122	0.141	1
Tconv	POU2F2	0.06144803693850122	-0.013919455777957723	0.108	0.126	1
Tconv	PSTPIP1	0.06236095235277658	0.04430983228236418	0.142	0.129	1
Tconv	HMGN1	0.06294624222709438	-0.030514009970914246	0.434	0.46	1
Tconv	ARPC5	0.0629778061177357	0.03959863025563315	0.18	0.164	1
Tconv	ITGB7	0.06354061358449835	-0.02249117474974527	0.109	0.126	1
Tconv	MCUB	0.06384983014169456	-0.01178132850896424	0.261	0.293	1
Tconv	CBX4	0.06430605715192318	0.03852448121525798	0.15	0.135	1
Tconv	HIST1H4C	0.06515689737194519	-0.0016605106816777182	0.402	0.439	1
Tconv	PPP1R14B	0.06601598919178439	0.031960273548151036	0.105	0.092	1
Tconv	EGR3	0.06616077911048111	0.004070717731644802	0.104	0.122	1
Tconv	PURB	0.06944077903226564	-0.023897261290167254	0.144	0.163	1
Tconv	DGKA	0.06991861948545594	-0.0034397256350993666	0.133	0.154	1
Tconv	ZC3H6	0.07067763457267358	-5.988476559462552e-4	0.103	0.121	1
Tconv	UBE2D1	0.07175209018352019	0.031392551965714055	0.11	0.096	1
Tconv	MAL	0.07182095684739014	-0.0017835358995199613	0.139	0.16	1
Tconv	ZNF430	0.07262196023295894	0.03998402122219291	0.154	0.141	1
Tconv	RGCC	0.07364101560890325	-0.06145218710537437	0.582	0.617	1
Tconv	APOBEC3G	0.07452134026443238	0.036024568421437406	0.106	0.094	1
Tconv	CD3G	0.07552602237315738	0.04456237132813756	0.683	0.691	1
Tconv	THEM4	0.07597015374549237	0.04024535172237116	0.108	0.096	1
Tconv	ATP2B1	0.07660178894583855	0.050432890132866226	0.282	0.267	1
Tconv	MRPS21	0.07809908281284819	-0.010631565385560315	0.219	0.244	1
Tconv	UBXN1	0.07818068444014617	-0.019821311078571713	0.293	0.321	1
Tconv	NPM1	0.07843660781644413	-0.04902227371922918	0.774	0.773	1
Tconv	JAML	0.07863768631246618	0.036785580255185885	0.185	0.171	1
Tconv	TPM4	0.07869158785145824	0.02879224588346646	0.271	0.251	1
Tconv	ITM2B	0.07889325690106679	-0.051708278969178734	0.639	0.647	1
Tconv	PTPN22	0.07918898285892219	0.06450587241019434	0.322	0.317	1
Tconv	SMAP2	0.07923228911825093	-0.03499545010270455	0.593	0.625	1
Tconv	FYTTD1	0.07997967107803043	-0.015028775268310868	0.138	0.156	1
Tconv	CD247	0.08002823921929564	0.05546418438662726	0.315	0.312	1
Tconv	GPCPD1	0.08126812704392947	-0.0037101376890015803	0.167	0.191	1
Tconv	IER2	0.08149211393369457	-0.03460262421683802	0.771	0.755	1
Tconv	SIT1	0.08170288919673965	0.0012418922038670566	0.127	0.146	1
Tconv	RSBN1	0.08202109927807696	0.045027130789228986	0.275	0.262	1
Tconv	TNRC6C	0.08242716370945766	-0.014434532302993741	0.247	0.273	1
Tconv	RIF1	0.08294755144190431	0.03849806192299576	0.171	0.157	1
Tconv	SMURF2	0.08302070484684884	0.037694800998770234	0.117	0.104	1
Tconv	PUM3	0.08563451334216585	-0.00107521791583845	0.101	0.118	1
Tconv	MAP3K8	0.08575804878478194	-0.023898524954325817	0.094	0.108	1
Tconv	MTIF3	0.08589867834661513	0.03816791722649829	0.134	0.121	1
Tconv	CCDC59	0.08722971184139659	-1.9555641216134623e-4	0.205	0.231	1
Tconv	CSRNP1	0.08726413708889387	0.061200863419904605	0.326	0.324	1
Tconv	JUND	0.0884036794107901	-0.009932161849500964	0.983	0.964	1
Tconv	AKIRIN2	0.08906236143982481	0.041635679739527504	0.174	0.162	1
Tconv	HERC1	0.08951044225908115	0.05321785210986199	0.196	0.185	1
Tconv	RETREG1	0.08960682255846014	-0.011011963812788572	0.118	0.135	1
Tconv	RBM28	0.08992787916414567	-0.0018436203334432633	0.089	0.104	1
Tconv	GNAI2	0.09008923742225587	0.05708485462530499	0.475	0.481	1
Tconv	TSPO	0.0907353664610303	-0.029672030936197857	0.352	0.375	1
Tconv	ERICH1	0.09116232490503558	-0.0026367054760561004	0.116	0.133	1
Tconv	PDCD4	0.09203056428133244	-0.034512624923678015	0.641	0.661	1
Tconv	USP15	0.09210177556092579	-0.01666333469195419	0.221	0.245	1
Tconv	KRT19	0.09329186925293444	-0.030109363486920587	0.117	0.101	1
Tconv	SESN3	0.09365656541344883	-0.02429459843524956	0.146	0.163	1
Tconv	CST7	0.09409480596146573	-0.012470779869729665	0.181	0.203	1
Tconv	DEGS1	0.09422107095353989	0.005009857726173489	0.118	0.137	1
Tconv	NCOA7	0.09561779885704404	-0.039277337500666865	0.156	0.174	1
Tconv	HMCES	0.09562884172429834	-0.01080159922388596	0.106	0.121	1
Tconv	TNIK	0.09914043747733549	0.03220063100892204	0.134	0.122	1
Tconv	ITK	0.09949794294231079	0.05476905582255226	0.248	0.241	1
Tconv	CBX6	0.0995097532314895	0.0054105967599312466	0.096	0.113	1
Tconv	CBX3	0.09959862018521382	0.0446328475628075	0.26	0.248	1
Tconv	PREX1	0.10202343138308212	0.03882215210394277	0.191	0.181	1
Tconv	MAN1A1	0.10587836685768179	0.024917983629502483	0.114	0.101	1
Tconv	ZCCHC7	0.10588214463042483	-0.002853506551835444	0.09	0.104	1
Tconv	PRRC2B	0.1061807667807349	-0.004364571544240886	0.165	0.186	1
Tconv	FGFR1OP2	0.10693544191100054	0.04256210135775951	0.29	0.279	1
Tconv	FOSL2	0.10730721522070154	-0.025411910190499043	0.32	0.345	1
Tconv	OCIAD2	0.1074298751888011	0.03872446845604133	0.293	0.28	1
Tconv	TMEM181	0.10779336090934752	-5.92620852949477e-4	0.1	0.115	1
Tconv	VPS37B	0.10873844791685751	-0.019240189583837775	0.12	0.136	1
Tconv	ABRACL	0.10883256348795092	-0.02237996772655082	0.479	0.508	1
Tconv	TESPA1	0.11048949973909893	0.008113263195920206	0.136	0.156	1
Tconv	GPR174	0.11072936462992401	0.01611559779714511	0.151	0.174	1
Tconv	PPA1	0.11084354729697769	0.04043108528443773	0.32	0.307	1
Tconv	DDX21	0.11147984788265482	0.05352508183062554	0.446	0.439	1
Tconv	GBP2	0.11185202756234251	0.02867609866504095	0.219	0.204	1
Tconv	PRR13	0.11267849476563024	-0.02465188993160694	0.2	0.217	1
Tconv	GRK6	0.11276670595854808	0.0011160909007612296	0.137	0.156	1
Tconv	ELOB	0.11294814057656233	0.022826549699173748	0.52	0.495	1
Tconv	INPP5D	0.11371596006041389	0.04326894597167731	0.116	0.106	1
Tconv	UBE2J1	0.11403142046055012	-0.019951504395327807	0.111	0.125	1
Tconv	FAM89B	0.11407917375722437	0.042519194671604005	0.153	0.143	1
Tconv	GLS	0.11421454629704668	0.03326377229836691	0.266	0.252	1
Tconv	ARPC2	0.11728651683052375	-0.03604836547121093	0.75	0.753	1
Tconv	CD55	0.1199476318202777	0.02573775266933792	0.147	0.134	1
Tconv	CD3E	0.12139689061525909	-0.02123731752523894	0.742	0.77	1
Tconv	TUBA4A	0.12175912577449198	-0.02177118296452807	0.343	0.369	1
Tconv	KIF2A	0.12370849130218518	0.03674547539263576	0.184	0.173	1
Tconv	PACS1	0.12473708135700028	0.0031881165300657044	0.13	0.148	1
Tconv	CHIC2	0.1247393833843102	0.03696892702054905	0.133	0.122	1
Tconv	GATA3	0.1255651524720677	0.04690762327007869	0.198	0.188	1
Tconv	ARIH1	0.1258456754548806	0.04024962059004983	0.33	0.316	1
Tconv	BORCS5	0.1261155030067859	-0.004923043714325753	0.091	0.105	1
Tconv	TFF3	0.1263958318540103	-0.031212969763261877	0.097	0.109	1
Tconv	PRDX5	0.12699245087802918	-0.02399004252368292	0.272	0.289	1
Tconv	MCRIP1	0.12766705769089529	0.03957453757534263	0.12	0.111	1
Tconv	ORAI2	0.1282556986562546	0.023242267009822654	0.134	0.122	1
Tconv	ELF1	0.12849843193634894	-0.018128602518951764	0.55	0.587	1
Tconv	JCHAIN	0.1292446604894172	-0.6920394655321801	0.488	0.411	1
Tconv	AL118516.1	0.13072950048013499	0.0016716139106237038	0.112	0.128	1
Tconv	ABCE1	0.131639858891605	-0.0014975882651590555	0.12	0.137	1
Tconv	RBL2	0.13215236491026938	0.038008310908014764	0.253	0.243	1
