cell_type_epi_custom	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Goblet	DDX3X	0.05090800473828147	-0.028366538614969544	0.154	0.198	1
Goblet	DNAJC15	0.05091079310171392	-0.0450458963580897	0.185	0.229	1
Goblet	APOBR	0.051074335172732535	-0.07852598838553165	0.38	0.422	1
Goblet	CTSE	0.0514351316787075	0.07104549433633511	0.281	0.236	1
Goblet	AL121944.1	0.052174186010686775	-0.04224767785168626	0.19	0.233	1
Goblet	KRT19	0.052261095536012575	-0.07510782435295882	0.853	0.862	1
Goblet	PLAUR	0.05364144694500834	-0.04198111780745828	0.142	0.184	1
Goblet	MOAP1	0.0537024255859558	0.03766045062527053	0.111	0.081	1
Goblet	LRCH4	0.05371056745235953	-0.02831783384150753	0.075	0.107	1
Goblet	TCN2	0.054592172171287104	-0.041519918496616653	0.13	0.168	1
Goblet	NEAT1	0.05510133424678438	0.016541028863427787	1	0.999	1
Goblet	SPRY2	0.05522368522141288	-0.058498442053280364	0.288	0.336	1
Goblet	LRRC75A	0.05528740584338639	-0.03617847046990616	0.125	0.164	1
Goblet	STXBP5-AS1	0.05531608860300155	-0.03945842256334478	0.156	0.198	1
Goblet	AC103702.2	0.05561898854463132	0.06538161047758301	0.375	0.333	1
Goblet	UBE2H	0.05594997785152365	-0.06308808815204775	0.207	0.246	1
Goblet	EPHA2	0.05672028446332823	0.06742082779501563	0.171	0.136	1
Goblet	PTPN18	0.056887258421553163	0.03646776493646048	0.2	0.159	1
Goblet	TFF2	0.056930705460740964	0.039734013451674655	0.125	0.093	1
Goblet	SGMS2	0.057452203641563324	0.0331027793187412	0.19	0.15	1
Goblet	SHD	0.057460087743327705	-0.057070471092634245	0.139	0.176	1
Goblet	MCL1	0.05888141505597175	0.07295930483925406	0.55	0.512	1
Goblet	NCOA2	0.059205230216468556	-0.04047611338462265	0.113	0.149	1
Goblet	ESD	0.059351243810353366	0.040198703095102525	0.111	0.081	1
Goblet	TNRC6B	0.059633915246789564	0.05647738806008551	0.284	0.239	1
Goblet	TENT5C	0.05982080953619684	0.03918228929974828	0.115	0.086	1
Goblet	RBM33	0.059846632410032505	-0.048660919153346305	0.195	0.238	1
Goblet	PKP2	0.060114801368744704	0.042797784430352176	0.151	0.117	1
Goblet	CTBP2	0.06029860247730519	0.18154501337496426	0.365	0.343	1
Goblet	EPSTI1	0.06046758163558208	-0.04958398723355967	0.132	0.171	1
Goblet	WDR34	0.06049117175857125	-0.04573045103296028	0.13	0.167	1
Goblet	GPR160	0.060828563540515246	0.039074964373431206	0.139	0.107	1
Goblet	PSD3	0.06094914699266502	-0.05249750204521672	0.2	0.242	1
Goblet	C12orf57	0.061142968107631444	0.11316758464536675	0.325	0.295	1
Goblet	AGR3	0.06214358981958746	-0.0923186457743923	0.635	0.636	1
Goblet	HK2	0.06233876437659979	0.132450759192546	0.349	0.316	1
Goblet	IGFBP4	0.06234447081199898	-0.0469558522974684	0.147	0.185	1
Goblet	ANKRD36B	0.06259551446567635	0.054959853822486984	0.12	0.091	1
Goblet	MYO1B	0.06292821335235821	0.04294593694905212	0.132	0.101	1
Goblet	CTSS	0.06296448246873265	-0.05717859093342137	0.44	0.488	1
Goblet	TBCC	0.06547004863519233	-0.037110871469857365	0.111	0.146	1
Goblet	CD81	0.06574558678143082	0.04488192690387202	0.168	0.134	1
Goblet	FCHSD2	0.0657993909290625	-0.03603987993541777	0.079	0.11	1
Goblet	FURIN	0.06637378198892116	-0.0201382875446956	0.224	0.278	1
Goblet	SYK	0.06684695300690793	0.036082096761575255	0.13	0.099	1
Goblet	S100A14	0.06724447536437017	-0.07296080393040483	0.69	0.708	1
Goblet	YPEL2	0.06730862614671175	-0.021648288825999673	0.26	0.311	1
Goblet	PNP	0.06808028660990921	0.04088695623715709	0.144	0.112	1
Goblet	SELENBP1	0.068829787710498	-0.08374388851939396	0.197	0.242	1
Goblet	RAP1GAP2	0.06883025480585078	-0.038462045337512546	0.125	0.161	1
Goblet	HNRNPDL	0.06912257665375647	0.08291201614855989	0.248	0.212	1
Goblet	CRIM1	0.06915544144452514	-0.0696305163710978	0.204	0.244	1
Goblet	AK9	0.06993428780375958	-0.03154820208574392	0.087	0.119	1
Goblet	DDX60L	0.07072485595702455	-0.059603824234415015	0.308	0.349	1
Goblet	DNAJC8	0.07087790201871849	-0.036297091416809965	0.096	0.129	1
Goblet	PRELID3B	0.07192380565845767	-0.05054132151960103	0.219	0.26	1
Goblet	ZBTB20	0.07197800602716624	0.042646362660993586	0.149	0.116	1
Goblet	TRIM8	0.0721157373665582	-0.031136273495327438	0.103	0.138	1
Goblet	HIST1H4E	0.07255515901317758	-0.02383531899711619	0.101	0.135	1
Goblet	TOPORS	0.07272116831274746	-0.024648768065832133	0.151	0.194	1
Goblet	DDIT4	0.07337100148285597	0.040128810903779066	0.243	0.207	1
Goblet	CYBC1	0.07419167662931686	-0.045109477637239354	0.209	0.251	1
Goblet	KIAA0232	0.07500637233844916	-0.04162020148275197	0.274	0.321	1
Goblet	SHOC2	0.07512388470781113	-0.04473215117934813	0.106	0.138	1
Goblet	DHRS7	0.0757476978888534	-0.04300204694156548	0.219	0.263	1
Goblet	FARP2	0.0760906974444159	-0.025412208775339284	0.099	0.133	1
Goblet	BBX	0.07628652131874927	0.038258953275644964	0.118	0.089	1
Goblet	ADIRF	0.0764397646757844	-0.11607818822398819	0.183	0.219	1
Goblet	PNISR	0.07673879865280739	-0.043017530692659456	0.322	0.378	1
Goblet	ARHGEF11	0.07701601191196493	-0.041598537939245506	0.183	0.223	1
Goblet	TMPO	0.07716011401974907	-0.02703057295731763	0.096	0.129	1
Goblet	IL18	0.07723241750357378	0.03458288831146053	0.147	0.115	1
Goblet	AKR7A3	0.07769538009774578	-0.04345271309008249	0.096	0.127	1
Goblet	OTUD1	0.0777263641280483	-0.05970453650329377	0.264	0.303	1
Goblet	MYH9	0.07789008371703121	-0.09141562819863769	0.591	0.618	1
Goblet	ARID4B	0.07887741961518982	-0.04518007951830455	0.221	0.262	1
Goblet	PPP1R12B	0.08052765004708708	0.03500968697902637	0.103	0.077	1
Goblet	AC023157.3	0.0812886179233909	-0.08018957472113974	0.238	0.274	1
Goblet	TMEM181	0.08140828789266748	0.028075830140542046	0.269	0.226	1
Goblet	GPR35	0.0821099523894889	0.050198267925090134	0.228	0.191	1
Goblet	NUCKS1	0.08256703788719993	0.04837764571720307	0.212	0.175	1
Goblet	KIAA0319L	0.08313043728918484	0.06995394796650212	0.298	0.264	1
Goblet	PSMA7	0.08388568227908949	-0.05968018551792986	0.428	0.465	1
Goblet	HNF4A	0.08411023742020461	-0.07432070313685785	0.332	0.364	1
Goblet	BAIAP2L2	0.0841382858123803	-0.0516531841282849	0.212	0.251	1
Goblet	EPB41L2	0.08463904123287046	0.0264375013251453	0.151	0.119	1
Goblet	PLCXD1	0.08533472287957634	0.037047466253971456	0.108	0.081	1
Goblet	TTC39B	0.08633229707778169	-0.053205444726261736	0.221	0.259	1
Goblet	RPA3	0.08662201679558419	-0.03702504233653592	0.084	0.113	1
Goblet	ARID5A	0.08726305136713998	0.03647801877011246	0.101	0.076	1
Goblet	PGK1	0.08727891998161275	0.040877683884993105	0.245	0.205	1
Goblet	LRRC19	0.08814210518154508	-0.05914782765743565	0.18	0.215	1
Goblet	TMEM238	0.08857586118466776	-0.055896604859688837	0.502	0.546	1
Goblet	USP34	0.08904251047201993	-0.026830940850108065	0.226	0.268	1
Goblet	CHIC2	0.09014281816702417	-0.03168694259958396	0.084	0.113	1
Goblet	PKM	0.09107347077716027	0.05246747688815265	0.135	0.106	1
Goblet	IDI1	0.09124273978023086	0.1318627994371127	0.363	0.334	1
Goblet	ARGLU1	0.09160998980212785	-0.044371177607804624	0.675	0.706	1
Goblet	CDA	0.09206940473713439	-0.0696305163710978	0.173	0.208	1
Goblet	TMPRSS2	0.09269305060895869	0.13386334042651182	0.522	0.488	1
Goblet	USP1	0.09379570117476489	-0.031689693294478044	0.099	0.129	1
Goblet	HSPB1	0.09453226090212077	0.00387628046470323	0.25	0.207	1
Goblet	EHD4	0.09487090551095097	-0.04217010013817288	0.139	0.173	1
Goblet	SMCO4	0.09551513426403961	-0.05306744435147048	0.252	0.292	1
Goblet	IGLC3	0.09630617773015619	0.06192622319407812	0.151	0.121	1
Goblet	ZBTB10	0.09644919849805166	0.046962793274771875	0.144	0.115	1
Goblet	NSMCE1	0.09648406864475251	-0.015246733747302801	0.082	0.112	1
Goblet	EMP1	0.09691529205046748	-0.07682419713678657	0.166	0.202	1
Goblet	HIP1R	0.09693748181722509	0.029671182361982004	0.13	0.101	1
Goblet	CEBPA	0.09694943560713722	-0.032448901402075514	0.106	0.137	1
Goblet	NUDT4	0.09745692532837537	-0.036261226579423184	0.115	0.148	1
Goblet	PATJ	0.09806825783095592	-0.017260330515149747	0.123	0.158	1
Goblet	IGFBP2	0.09838303014646808	-0.04813494485697008	0.094	0.122	1
Goblet	IL4R	0.10036324969524366	-0.03693968789061319	0.257	0.298	1
Goblet	KIAA1147	0.10083133917482558	-0.046329462315115644	0.276	0.318	1
Goblet	CHD6	0.10098738253271966	0.037024352971922886	0.18	0.148	1
Goblet	NFKB1	0.10274270378190892	0.03706315166732149	0.173	0.141	1
Goblet	RBM47	0.1028602569205103	-0.07284923232921403	0.596	0.631	1
Goblet	C6orf62	0.10310902150393715	0.056120938145739874	0.361	0.318	1
Goblet	CFLAR	0.10434720365242761	-0.04890911803571296	0.373	0.418	1
Goblet	CTNND1	0.10555463056772033	-0.06460096930370973	0.69	0.7	1
Goblet	C6orf222	0.10621800123377229	-0.024648768065832133	0.144	0.179	1
Goblet	ZC3H12A	0.10691035872603695	0.03807707540548819	0.173	0.142	1
Goblet	VPS39	0.10734497576280116	-0.032962452976595655	0.084	0.112	1
Goblet	RNF43	0.10893889123052879	0.04479361015267702	0.156	0.128	1
Goblet	HERC1	0.11118285036245626	0.03570402492342348	0.151	0.122	1
Goblet	C3orf70	0.11293401636405646	-0.023136475099509862	0.075	0.101	1
Goblet	CDC37L1	0.11400270716800223	-0.028199231644995493	0.096	0.125	1
Goblet	SLC44A4	0.11631126368031233	0.0699063617760054	0.851	0.843	1
Goblet	ERICH1	0.11642907142587142	-0.02058725972665232	0.159	0.197	1
Goblet	MT1H	0.11651098760378853	0.07915052778911658	0.142	0.114	1
Goblet	BEX4	0.11674180873037479	-0.025655230195559292	0.079	0.106	1
Goblet	H2AFX	0.1169904937550395	-0.033004850806380104	0.106	0.135	1
Goblet	RAP1GAP	0.11816011976619271	0.05536562276567447	0.288	0.257	1
Goblet	RAD21	0.11979207407625839	-0.06017492351218079	0.322	0.355	1
Goblet	FOXP1	0.11992202391192493	-0.08127702175742157	0.421	0.458	1
Goblet	SUB1	0.12168291079726223	0.04356190336924609	0.351	0.313	1
Goblet	KIAA1671	0.1217179730147067	-0.03939021904401685	0.163	0.196	1
Goblet	HNRNPU	0.12197040986606586	0.027229003300160814	0.38	0.332	1
Goblet	SLC9A3	0.12203304233039242	0.10139547380132091	0.209	0.179	1
Goblet	NUB1	0.12224839741936111	-0.0364517986740433	0.224	0.264	1
Goblet	SSB	0.12356715561789924	0.04684637295635252	0.142	0.115	1
Goblet	USP53	0.12381403875482876	-0.04214558390474776	0.445	0.492	1
Goblet	MEP1A	0.12410296483641883	-0.07164489180671846	0.375	0.407	1
Goblet	CREB3L2	0.12461491329129395	0.024810095950090233	0.113	0.088	1
Goblet	CYB5A	0.1251444793845613	-0.04483596962174963	0.125	0.153	1
Goblet	EPAS1	0.12527407783411376	-0.03128984434319704	0.132	0.164	1
Goblet	NUAK2	0.12595959675682514	-0.024284563952270577	0.13	0.163	1
Goblet	CBLB	0.1260767379570409	-0.05290863343318011	0.226	0.262	1
Goblet	XBP1	0.12817779688640285	0.12809075356482025	0.603	0.604	1
Goblet	PLSCR4	0.12832727924419	0.02922922261442898	0.115	0.091	1
Goblet	MGAT4A	0.12884680185293135	-0.043138776980746724	0.209	0.244	1
Goblet	TTC14	0.12960387062557135	-0.019349616368012884	0.089	0.117	1
Goblet	CMC1	0.12999756491640016	-0.039570897310719555	0.118	0.146	1
Goblet	TICAM1	0.13008278941443333	-0.030342962319182737	0.125	0.156	1
Goblet	AKAP13	0.1309059057512737	-0.04690937825321373	0.481	0.518	1
Goblet	DIAPH2	0.1315227638031678	0.03876344112608554	0.26	0.228	1
Goblet	UBE2D1	0.13219269390855382	-0.03818130053331248	0.149	0.181	1
Goblet	LAMB3	0.1327994765942834	-0.05094178817984685	0.49	0.526	1
Goblet	MTHFD2	0.13320703188837402	0.05334239186443447	0.115	0.092	1
Goblet	FTL	0.1333909011748347	-0.06270176338728839	0.707	0.731	1
Goblet	IL6ST	0.13362659208220232	-0.06301013313205461	0.26	0.293	1
Goblet	FAM177A1	0.13376629954258112	0.01534981393165008	0.219	0.182	1
Goblet	SDF2L1	0.13385239426098341	0.03890812891420656	0.178	0.148	1
Goblet	CEACAM1	0.1348709302477086	-0.014171373034744583	0.454	0.505	1
Goblet	SHROOM1	0.1351546859352152	-0.04380061440245278	0.228	0.262	1
Goblet	SKAP2	0.1354305502953913	0.04212528283226746	0.236	0.203	1
Goblet	LAMA3	0.13571193011244767	-0.03574029037087739	0.183	0.215	1
Goblet	PLAGL1	0.1366233432334302	0.039074964373431206	0.132	0.107	1
Goblet	CPEB4	0.13964444282321267	-0.03387287619608209	0.226	0.264	1
Goblet	TRIB1	0.1398565611696238	-0.02417489679199164	0.281	0.323	1
Goblet	SLC2A1	0.14018460560398682	-0.0298835988715479	0.163	0.198	1
Goblet	DLL4	0.14148143777281175	-0.02089890013430719	0.082	0.107	1
Goblet	PPIG	0.1422526525162637	-0.04385293931024209	0.262	0.302	1
Goblet	ECT2	0.14248739281046602	0.029571610520816236	0.103	0.081	1
Goblet	ILF3-DT	0.14277458030163356	-0.022890139342629456	0.137	0.169	1
Goblet	SIPA1L2	0.1436740150185273	-0.02627652930414731	0.204	0.242	1
Goblet	OCIAD2	0.14420060747579588	-0.06676202367164152	0.433	0.463	1
Goblet	MEF2D	0.14491138750037105	-0.033033928773134436	0.226	0.259	1
Goblet	RNF213	0.14509314105570853	-0.09744348433952221	0.442	0.481	1
Goblet	AC005837.1	0.1456411425726126	-0.02558157760368461	0.079	0.104	1
Goblet	CEMIP2	0.14656306866633792	-0.049875124209278865	0.269	0.303	1
Goblet	WSB1	0.14669117018019262	-0.040337431437914795	0.642	0.7	1
Goblet	CEP290	0.14736601665729315	0.06655492100929737	0.115	0.094	1
Goblet	A1CF	0.14869462628511151	0.04650695786324585	0.248	0.215	1
Goblet	BACE2	0.1489835190651169	0.08645637906513537	0.401	0.38	1
Goblet	YWHAH	0.1493508359040782	-0.041668628940757624	0.216	0.248	1
Goblet	WFDC2	0.15101212444969958	0.13555123045231532	0.358	0.329	1
Goblet	MT1M	0.15172110335608832	-0.13006718592685362	0.142	0.167	1
Goblet	STYK1	0.15232454820445024	-0.02685886172235777	0.12	0.148	1
Goblet	DOPEY2	0.15497214386498231	0.0661228447547782	0.349	0.318	1
Goblet	CEBPB	0.1552797257236684	-0.0404083474726985	0.274	0.306	1
Goblet	TCIM	0.15535999200913891	-0.1157102303241424	0.495	0.522	1
Goblet	ANO9	0.15553285521933932	0.04529389964986874	0.214	0.187	1
Goblet	KDM4B	0.15750240072727037	-0.028099717783573702	0.113	0.14	1
Goblet	PSD4	0.15846528467438412	-0.025829156888018165	0.082	0.105	1
Goblet	GNPTAB	0.15864395422698127	0.0390590804482685	0.202	0.172	1
Goblet	FNIP2	0.15916288543327387	-0.031040174527379782	0.212	0.244	1
Goblet	ARID4A	0.15990345871518277	-0.03002116022469209	0.188	0.221	1
Goblet	FDX1	0.16034658774487753	-0.031483311264527844	0.108	0.134	1
Goblet	SNRPF	0.16092565617828256	0.03251761755401557	0.103	0.082	1
Goblet	ACAT2	0.16282738653005674	0.04000257962265849	0.137	0.113	1
Goblet	NOSTRIN	0.16372755855896132	-0.041598537939245506	0.185	0.215	1
Goblet	BAZ2B	0.1646350336165069	0.04563183010660754	0.31	0.28	1
Goblet	IRF1	0.16559479430611712	-0.020430113501767044	0.454	0.499	1
Goblet	KIF16B	0.16576148661605683	-0.04759677266967072	0.356	0.388	1
Goblet	ADCY4	0.16597054298216846	-0.025184203624771695	0.079	0.102	1
Goblet	SATB2	0.1662021287697606	-0.0713188560500751	0.298	0.318	1
Goblet	CCDC50	0.16648182309674542	0.03198774868416057	0.209	0.181	1
Goblet	RHOF	0.16756362677294329	-0.033384392094458454	0.178	0.209	1
Goblet	HMGB1	0.16799847879240895	-0.054594504759809426	0.623	0.641	1
Goblet	ATOX1	0.1697751243310433	-0.02940038186696453	0.216	0.251	1
Goblet	PRRG2	0.17053047611108924	-0.025244987851836112	0.103	0.128	1
Goblet	SOX4	0.17071830578878347	0.08426477042382163	0.387	0.357	1
Goblet	NASP	0.17147739700041773	-0.025829156888018165	0.079	0.102	1
Goblet	MAL2	0.17164486579450655	0.08765438341768717	0.442	0.417	1
Goblet	MSH3	0.1719956255411008	-0.025870574359570533	0.103	0.128	1
Goblet	MFSD1	0.17317499193899377	-0.025314065322246546	0.094	0.117	1
Goblet	ZRANB1	0.17379753065613418	-0.024596786196612902	0.123	0.15	1
Goblet	SLC6A8	0.17384157621438565	-0.014165002932727322	0.346	0.386	1
Goblet	PPP1R15B	0.17418542498516829	-0.027209800487145774	0.276	0.315	1
Goblet	KLF9	0.17575886186277895	-0.03673635054016325	0.188	0.218	1
Goblet	LRRC8A	0.18012954489758481	0.033539789150237836	0.207	0.179	1
Goblet	ARL5B	0.181024331541382	0.05502829774982629	0.197	0.173	1
Goblet	RPS4Y1	0.18466195998723506	0.029699918996882915	0.106	0.085	1
Goblet	G3BP2	0.18480834489911313	0.04557518989090653	0.363	0.334	1
Goblet	DLL1	0.1858292642495408	0.027023098236374832	0.188	0.159	1
Goblet	ZC3HAV1	0.1862275040164765	-0.04191774042682431	0.18	0.209	1
Goblet	NEBL	0.1864189327397531	-0.027840914424155552	0.099	0.122	1
Goblet	SLC27A3	0.18735500962536958	-0.020256433038645605	0.087	0.11	1
Goblet	AKR1B10	0.1874590200931885	-0.03931571449920518	0.084	0.105	1
Goblet	RASD1	0.1884367282617183	0.10738825890517945	0.457	0.445	1
Goblet	AHI1	0.18932080961712447	0.051893945561343024	0.264	0.235	1
Goblet	CASP3	0.18976978939144107	-0.03631456748006506	0.276	0.308	1
Goblet	APOL1	0.1908670372919977	-0.052936351089663713	0.25	0.279	1
Goblet	SNX3	0.19131814358173554	-0.026310703610198466	0.18	0.21	1
Goblet	AGPAT2	0.1933913491329231	-0.024782287494667182	0.101	0.125	1
Goblet	RANBP9	0.19515300789662593	-0.02049897454021872	0.096	0.12	1
Goblet	HOOK3	0.19634898718957183	0.035824761416174966	0.161	0.137	1
Goblet	SWAP70	0.19674954404441192	-0.0287687902109421	0.087	0.108	1
Goblet	TCEA3	0.1967712472844003	-0.04669465761926972	0.433	0.469	1
Goblet	SLC38A2	0.19699622317007653	0.05656862152230169	0.445	0.416	1
Goblet	IFIT2	0.19761057176185606	-0.0322885315661616	0.111	0.136	1
Goblet	CCRL2	0.19774885743732684	0.0188939325453215	0.115	0.094	1
Goblet	SLC1A1	0.19881548155287204	-0.03705699070797047	0.137	0.161	1
Goblet	ACSL5	0.19939706562619605	-0.041621100861596094	0.252	0.28	1
Goblet	CEBPZ	0.2004664400201673	0.04102424966580975	0.137	0.115	1
Goblet	ARL4A	0.2005676917483168	-0.04332119125069156	0.382	0.413	1
Goblet	RNF167	0.20086608963324928	-0.02775313111719234	0.099	0.121	1
Goblet	PSAP	0.20105682085725107	0.04850202124855063	0.591	0.571	1
Goblet	PTEN	0.20220156628745678	-0.02879188166979721	0.166	0.194	1
Goblet	N4BP2	0.20269361282951717	-0.01579633881239137	0.156	0.185	1
Goblet	CDC42EP5	0.20303738422426146	-0.058547614408789084	0.901	0.906	1
Goblet	EIF4E	0.2038119343105156	-0.06248035184364764	0.173	0.2	1
Goblet	ATP13A3	0.20453013192880581	-0.024981536273581406	0.113	0.137	1
Goblet	KCNMA1	0.2064561635755332	-0.011777949297879203	0.099	0.123	1
Goblet	ORMDL3	0.20687553250800828	0.01675030900207017	0.115	0.094	1
Goblet	ARL6IP5	0.20819791930157522	0.037284188130545404	0.156	0.134	1
Goblet	VCL	0.2101397491159384	0.04883450121969532	0.161	0.14	1
Goblet	SMS	0.21071848620162817	0.02326993453349771	0.142	0.119	1
Goblet	NUCB2	0.21126071837166968	0.03922661455850429	0.279	0.25	1
Goblet	BICDL2	0.21234279233440947	-0.005408371805929402	0.325	0.377	1
Goblet	MOGAT3	0.21265519816588513	0.032458100829798386	0.139	0.117	1
Goblet	DDX18	0.21285059326047925	0.05313685364241916	0.197	0.174	1
Goblet	NORAD	0.21508118704628806	0.09560993654244909	0.32	0.3	1
Goblet	VIL1	0.21526845641349235	-0.03521858009795187	0.399	0.432	1
Goblet	MAGIX	0.21820662572580216	-0.03829953373930686	0.139	0.163	1
Goblet	RPS20	0.21924889803295095	0.10220466577910936	0.438	0.424	1
Goblet	RASA2	0.2201358176872223	0.036140583600723974	0.125	0.105	1
Goblet	CLK1	0.22133289660873667	0.045094862926936374	0.281	0.254	1
Goblet	EFNB2	0.22239002399449628	0.016243131290490043	0.37	0.327	1
Goblet	SH3PXD2A	0.22382917691347023	-0.030631902874845296	0.543	0.573	1
Goblet	GLS	0.22453602262917496	-0.02297913106645784	0.082	0.102	1
Goblet	PRDM1	0.2256612015925736	0.08174079438175569	0.12	0.102	1
Goblet	SERPINB1	0.2259393678637445	-0.008047993462815317	0.361	0.406	1
Goblet	OASL	0.22710081576661706	-0.052936351089663713	0.214	0.243	1
Goblet	UACA	0.2272208016455649	-0.03874637311556223	0.346	0.38	1
Goblet	FBLIM1	0.22862234316435232	-0.050682156672287815	0.344	0.365	1
Goblet	ERN2	0.22939575174462723	-0.04433868275011277	0.618	0.633	1
Goblet	SMC3	0.22995602183317376	-0.028535884755202454	0.111	0.133	1
Goblet	RIF1	0.23003305138173302	-0.03733465279499654	0.202	0.228	1
Goblet	CDK2AP2	0.23071118728204174	-0.033701708430670774	0.171	0.196	1
Goblet	DDR1	0.23107552060268396	-0.0389990082416094	0.514	0.561	1
Goblet	RHOB	0.2328090621479349	9.6107647955046e-4	0.411	0.455	1
Goblet	CYB5B	0.23383619090285612	0.03974710151470692	0.248	0.224	1
Goblet	PLIN3	0.23455933724997133	-0.02742272500620857	0.284	0.315	1
Goblet	CCPG1	0.2402111657684511	-0.022712523392250147	0.087	0.106	1
Goblet	SP140L	0.24271001641731454	-0.031064950239857864	0.19	0.215	1
Goblet	PPIC	0.24316096123197076	0.05216650898592179	0.305	0.285	1
Goblet	IER5L	0.243527573718095	-0.020477447418894207	0.154	0.178	1
Goblet	DCTN6	0.24372129206923301	-0.022600222858846608	0.082	0.101	1
Goblet	TRMT112	0.24425485939093117	-0.017309179172118563	0.094	0.115	1
Goblet	ATP2A3	0.2445201231069945	0.038331044302612693	0.639	0.615	1
Goblet	PPP2R5C	0.24748517808842735	-0.01884155081662922	0.151	0.177	1
Goblet	PELI1	0.2531685926153725	0.02980244230318052	0.171	0.149	1
Goblet	AL022323.4	0.2534999405014079	-0.025964004885633607	0.161	0.185	1
Goblet	CITED2	0.2556182769647064	-3.9722391362664866e-4	0.154	0.179	1
Goblet	TIPARP	0.25591558694557637	0.020045625171961318	0.224	0.197	1
Goblet	ANKRD37	0.25784101103652085	-0.024223695132857936	0.209	0.239	1
Goblet	ATF3	0.2606321642669623	-0.0495044105813075	0.43	0.458	1
Goblet	SPCS2	0.2609814618213479	-0.032940475196130914	0.2	0.225	1
Goblet	PLEKHF2	0.2641216382078053	-0.010686309769631142	0.12	0.143	1
Goblet	NEDD9	0.26424007327416915	0.05788701327556012	0.462	0.448	1
Goblet	GPC1	0.2650998679329884	0.039562734425128296	0.103	0.086	1
Goblet	MAPK13	0.26643269060742997	-0.02550132760128121	0.233	0.261	1
Goblet	ABHD2	0.26720864888261886	-0.015011129140142854	0.377	0.413	1
Goblet	RAB27A	0.2674536364307609	-0.023638793240362777	0.63	0.668	1
Goblet	SLC22A18	0.2697649411218347	0.030197896664576118	0.31	0.281	1
Goblet	RBM8A	0.26985051957022194	-0.015182009853215536	0.103	0.124	1
Goblet	CAPN9	0.2713056638740685	-0.044668195794602794	0.401	0.426	1
Goblet	GAPDH	0.2713929253684287	0.056600616473722054	0.791	0.783	1
Goblet	LAMC2	0.273099029941006	0.061164438723653014	0.19	0.171	1
Goblet	TRAM1	0.2734017417638615	0.028287589524920997	0.276	0.251	1
Goblet	RPS27	0.2770884104088889	0.11546559404937895	0.851	0.847	1
Goblet	STX7	0.2775105132365848	-0.02158359007951538	0.243	0.273	1
Goblet	GOLIM4	0.277717125374345	0.04378653219266021	0.392	0.367	1
Goblet	TUBA1B	0.2784323168542085	0.003512098271155839	0.462	0.49	1
Goblet	PDK4	0.2792417192808242	0.031023851848066164	0.168	0.147	1
Goblet	CBX3	0.2803811535595145	-0.01590828056386137	0.13	0.152	1
Goblet	ATP2B1	0.28249013044268856	0.02837626350985764	0.185	0.164	1
Goblet	NAP1L4	0.2843220020926419	-0.01922427710821821	0.087	0.104	1
Goblet	SKIL	0.2844753765932938	0.051841335464095584	0.327	0.308	1
Goblet	MICALL2	0.28473586957878205	-0.019212218640728723	0.125	0.146	1
Goblet	ASAH1	0.2851103951345916	0.030132453779830315	0.123	0.104	1
Goblet	CPNE3	0.28696526075058165	0.018264736746194082	0.132	0.112	1
Goblet	KAT6A	0.2897805846542234	-0.024271214769816696	0.159	0.182	1
Goblet	AHCYL2	0.2898343221947356	-0.034208610166915066	0.219	0.241	1
Goblet	PERP	0.2901760958185776	-0.017033587426693364	0.442	0.481	1
Goblet	MX1	0.29102298088245176	-0.06955050301710236	0.264	0.287	1
Goblet	ANP32B	0.2915783964012169	0.023958856128766748	0.257	0.23	1
Goblet	SIRT1	0.2925863452601196	0.024657350137402126	0.118	0.1	1
Goblet	C1QTNF12	0.2941985735395504	0.014919428730257561	0.178	0.156	1
Goblet	CMTM8	0.2951608882572817	0.023410356600465837	0.137	0.118	1
Goblet	PBXIP1	0.2956066924586668	-0.0080319779598082	0.12	0.142	1
Goblet	ELF1	0.2967838570116753	-0.01528553995741	0.267	0.298	1
Goblet	LEO1	0.29797619357559363	0.029108630103077737	0.144	0.126	1
Goblet	HES6	0.299405577486138	0.03592094130300996	0.137	0.12	1
Goblet	PTK2	0.29951024358863537	-0.009836370613492379	0.123	0.144	1
Goblet	DGKA	0.30014499323065996	-0.018713106914326844	0.091	0.109	1
Goblet	TLCD2	0.30082460420960383	-0.017306799364311842	0.214	0.241	1
Goblet	SLC20A1	0.3020866944563754	-0.020852499991679457	0.163	0.187	1
Goblet	MGAT1	0.30502647489607426	0.03649628177565578	0.168	0.15	1
Goblet	DISP2	0.3052697676233805	0.12387616814901548	0.392	0.366	1
Goblet	MYO5C	0.30622630975511955	-0.029038934681571038	0.375	0.411	1
Goblet	ACHE	0.3088302789649744	-0.01858905744323877	0.103	0.122	1
Goblet	LAP3	0.3090369263068192	-0.02065918233795369	0.135	0.155	1
Goblet	TNIP1	0.30938944173876676	-0.01162038812714547	0.101	0.12	1
Goblet	SLC25A4	0.31016972567703677	0.01609650054465135	0.108	0.091	1
Goblet	ABHD17C	0.31035496111034355	-0.034130243331719545	0.481	0.501	1
Goblet	AKAP5	0.31091475983307054	-0.039298597806149804	0.243	0.266	1
Goblet	CSRP1	0.3154143135453233	-0.008791214963127791	0.159	0.181	1
Goblet	CEBPD	0.3163501110871132	0.07078042056512099	0.197	0.181	1
Goblet	KIF1B	0.3169190773032361	0.02271497335319582	0.123	0.106	1
