cell_type_str	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Pericytes	CAV1	5.287735132818476e-19	0.29515660375334885	0.88	0.613	1.1512985704685667e-14
Pericytes	PLCL1	6.061982917507414e-35	0.29513633404460377	0.305	0.075	1.3198755406288894e-30
Pericytes	ADAMTS12	1.250818572633911e-25	0.29444902874053414	0.327	0.106	2.7234072781958146e-21
Pericytes	ARPC2	2.170406758458043e-9	0.2923526421123803	0.786	0.752	4.725626635190697e-5
Pericytes	FERMT2	2.9219173481263558e-12	0.2893922758205403	0.718	0.55	6.361890642075514e-8
Pericytes	NFASC	2.9478708123226435e-28	0.2884591100824406	0.335	0.103	6.4183991196700915e-24
Pericytes	TNS1	1.6440759107707367e-21	0.2882208580421235	0.711	0.433	3.579646480521125e-17
Pericytes	SERPINH1	9.280864206126255e-11	0.2870192250244529	0.602	0.428	2.0207225635998694e-6
Pericytes	RASD1	4.847323005446633e-7	0.28656871508619636	0.301	0.183	0.010554076379758954
Pericytes	CNNM2	7.148461537472142e-23	0.2856265457742302	0.241	0.069	1.5564345305538095e-18
Pericytes	NRP1	6.189664944313501e-18	0.28381038202245645	0.665	0.403	1.3476757483253786e-13
Pericytes	KLF9	1.53988866866863e-7	0.28264208418311076	0.748	0.672	0.003352799598292208
Pericytes	FHL5	3.947596313921119e-44	0.28209921140051974	0.32	0.065	8.595101454300453e-40
Pericytes	KNOP1	3.1355623430066675e-10	0.28056083676509863	0.44	0.281	6.827059889428417e-6
Pericytes	TRPC6	1.1067013854775807e-49	0.2791073719872835	0.237	0.031	2.4096209266003364e-45
Pericytes	VIM	8.509123139412937e-6	0.2762016444508708	0.996	0.991	0.18526913811443788
Pericytes	ARHGAP26	1.3483764314852168e-19	0.2754565373815063	0.297	0.11	2.9358200042727626e-15
Pericytes	BATF3	3.109164712668557e-40	0.27351334248082304	0.327	0.076	6.769584328893249e-36
Pericytes	IFITM3	2.004442150696885e-11	0.2728661043821097	0.977	0.96	4.3642718947123277e-7
Pericytes	PFN1	2.0525172422215854e-9	0.2725733061674218	0.872	0.794	4.468945791489058e-5
Pericytes	PLPPR4	1.2503295921966759e-52	0.27069512469263146	0.259	0.036	2.7223426210898224e-48
Pericytes	PTMS	1.4697769705892691e-12	0.26687544256785034	0.895	0.807	3.200145398064016e-8
Pericytes	LIMS1	1.6647467032097528e-7	0.2641800213433756	0.707	0.616	0.003624652996898595
Pericytes	COL6A3	5.179908908388062e-10	0.26401983481472	0.797	0.54	1.1278215666233329e-5
Pericytes	AFAP1L2	6.492130844618776e-24	0.2630196852625173	0.308	0.103	1.413531648798846e-19
Pericytes	HSPA1A	0.18218238171728912	0.26247151865693086	0.797	0.855	1
Pericytes	TGFBI	1.0383056837841876e-14	0.2624519555610554	0.605	0.362	2.2607029653033118e-10
Pericytes	ARHGAP29	5.385134858053019e-19	0.2620605746337048	0.571	0.3	1.1725054126438839e-14
Pericytes	IFIT3	4.504726032457819e-18	0.261752691367439	0.38	0.166	9.80813999047041e-14
Pericytes	EBF2	6.402238437149976e-63	0.259478551064963	0.229	0.021	1.3939593749206642e-58
Pericytes	SPATS2L	1.6984891806141434e-11	0.2584903275816708	0.65	0.459	3.698120492951174e-7
Pericytes	ATP1B2	1.4604896680511918e-34	0.25828054261049616	0.316	0.08	3.17992415424786e-30
Pericytes	TESC	1.2940376369231882e-25	0.2572582159487621	0.282	0.082	2.8175081468728577e-21
Pericytes	CAV2	1.946467521986162e-15	0.25514796463809253	0.718	0.456	4.23804373562047e-11
Pericytes	HSPA1B	0.00711034669032943	0.2518946582792503	0.729	0.687	1
MyoFBs 1	MYH11	0	2.4924409738635935	0.982	0.108	0
MyoFBs 1	ADIRF	1.0203919311844618e-227	2.356141740073761	0.997	0.463	2.2216993517679287e-223
MyoFBs 1	RERGL	0	2.0296372454464424	0.787	0.004	0
MyoFBs 1	ACTA2	3.2444889005695868e-192	1.7425757495997194	0.992	0.411	7.064225683210161e-188
MyoFBs 1	PLN	0	1.7298073251826414	0.85	0.063	0
MyoFBs 1	TAGLN	6.4014246742108336e-186	1.7049697612732748	1	0.465	1.3937821943159248e-181
MyoFBs 1	DSTN	1.1023412227240284e-177	1.5635808383770788	1	0.869	2.400127544237027e-173
MyoFBs 1	MT1X	1.666503541413837e-125	1.5564534190226786	0.797	0.286	3.628478160720347e-121
MyoFBs 1	MYL9	2.5230231239997596e-166	1.5103397623639399	0.997	0.636	5.493378247884676e-162
MyoFBs 1	MT1M	4.770658204357107e-198	1.4264382765590893	0.736	0.118	1.038715410834673e-193
MyoFBs 1	TPM2	6.198889502787603e-137	1.373101248737556	0.99	0.64	1.3496842114419448e-132
MyoFBs 1	CSRP2	2.9911644259981604e-188	1.2352515908680886	0.891	0.256	6.512662304725795e-184
MyoFBs 1	C11orf96	1.5698190748043422e-96	1.230081832336074	0.97	0.595	3.417967071571494e-92
MyoFBs 1	GADD45B	1.1611633848219652e-82	1.2026547749554894	0.896	0.637	2.528201037772865e-78
MyoFBs 1	FLNA	1.7481105585869607e-120	1.1570028282406608	0.939	0.606	3.8061611192113893e-116
MyoFBs 1	MT1E	1.9600368004465528e-94	1.1479370873035337	0.769	0.315	4.267588125612279e-90
MyoFBs 1	NET1	1.801503305192596e-178	1.1167264250263567	0.774	0.177	3.9224131463958394e-174
MyoFBs 1	BTG2	2.6583683350312765e-60	1.1123657716861786	0.751	0.476	5.788065375863599e-56
MyoFBs 1	SNCG	9.703640853442983e-152	1.0831141895005698	0.688	0.141	2.1127737230201407e-147
MyoFBs 1	LMOD1	3.2178282566064366e-199	1.0817466361479646	0.843	0.177	7.006177463109194e-195
MyoFBs 1	MT2A	1.0028001927283402e-94	1.070827236271559	0.962	0.62	2.183396859627415e-90
MyoFBs 1	TPM1	3.1633393405500263e-99	1.0598863163918772	0.962	0.663	6.887538746179572e-95
MyoFBs 1	SLC7A2	2.9255270693481986e-214	1.0425072319549473	0.685	0.084	6.369750088091833e-210
MyoFBs 1	RCAN2	5.651475835438019e-142	1.0272529186885813	0.792	0.246	1.23049583364992e-137
MyoFBs 1	MCAM	2.7653552512035975e-135	1.011968401513279	0.916	0.339	6.021007988445593e-131
MyoFBs 1	SORBS2	6.437642212712652e-172	1.010890788610764	0.701	0.129	1.4016678389739257e-167
MyoFBs 1	MYLK	4.777655861228677e-128	0.9978627878766791	0.921	0.421	1.0402390106653198e-123
MyoFBs 1	TSC22D1	6.195337695972406e-90	0.9810779513508696	0.942	0.705	1.348910876544072e-85
MyoFBs 1	ATF3	1.4343722425165817e-62	0.963653908370174	0.68	0.34	3.1230586836313532e-58
MyoFBs 1	PHLDA2	9.786746421248921e-120	0.9320552010027338	0.69	0.192	2.1308682982985277e-115
MyoFBs 1	EGR1	1.8471088822515387e-38	0.9101883840059228	0.84	0.693	4.021710169326275e-34
MyoFBs 1	HES4	4.7006546391731215e-86	0.9056718846438283	0.749	0.341	1.0234735345871638e-81
MyoFBs 1	NOTCH3	7.42160706893636e-161	0.9055247794390812	0.886	0.226	1.6159065071195136e-156
MyoFBs 1	PPP1R12B	1.0802323404595044e-133	0.8856551729378118	0.741	0.21	2.351989874882479e-129
MyoFBs 1	SOD3	2.8324696967423797e-110	0.8724224047544054	0.959	0.504	6.167136270717183e-106
MyoFBs 1	FKBP5	5.262051412879486e-75	0.8708822913113086	0.673	0.297	1.1457064541262506e-70
MyoFBs 1	JUNB	4.707054441647147e-49	0.8644207590281292	0.944	0.866	1.0248669635798333e-44
MyoFBs 1	ZFHX3	8.721413074057499e-105	0.8573344150366964	0.835	0.432	1.8989132686145393e-100
MyoFBs 1	NR4A1	5.605980631316859e-57	0.8347307999349903	0.746	0.443	1.2205901628566197e-52
MyoFBs 1	SYNPO2	6.812422227619517e-156	0.8321949838702593	0.647	0.117	1.4832686916195974e-151
MyoFBs 1	LPP	1.795788709484132e-82	0.8048224560924166	0.924	0.673	3.909970757159801e-78
MyoFBs 1	TINAGL1	1.479866568393239e-135	0.7957028931204347	0.827	0.234	3.2221134793625994e-131
MyoFBs 1	C1QTNF1	1.6445943068407465e-160	0.7819659272412195	0.734	0.159	3.5807751842843576e-156
MyoFBs 1	CSRP1	1.184626335947681e-83	0.7800652534252893	0.84	0.448	2.579286921258886e-79
MyoFBs 1	BCAM	1.046424866581341e-130	0.7775131072451693	0.81	0.231	2.2783808620075538e-126
MyoFBs 1	MT1A	9.104196779187831e-103	0.7666050480542995	0.353	0.039	1.9822567647325667e-98
MyoFBs 1	TNS1	3.150505973607851e-90	0.7422021196487307	0.822	0.402	6.859596656336374e-86
MyoFBs 1	PPP1R14A	1.906348126437297e-88	0.7371636575302467	0.741	0.269	4.150691775691927e-84
MyoFBs 1	PPP1R12A	1.0535508691653653e-79	0.7362379638142806	0.865	0.545	2.29389630743375e-75
MyoFBs 1	SPARCL1	2.7584746815122875e-61	0.7294872680356477	0.975	0.764	6.006026924056703e-57
MyoFBs 1	ITGA8	2.968068517117469e-138	0.722480746084307	0.569	0.094	6.462375582319866e-134
MyoFBs 1	MTHFD2	2.925683975495775e-132	0.7220791665326951	0.652	0.144	6.370091719846951e-128
MyoFBs 1	NDUFA4	3.959480473868405e-84	0.7092438569401298	0.98	0.86	8.620976835753679e-80
MyoFBs 1	C2orf40	2.734317506222676e-183	0.7076759699601434	0.52	0.044	5.953429506298633e-179
MyoFBs 1	PDK4	4.436515308014886e-38	0.7036348743851841	0.728	0.441	9.65962478014081e-34
MyoFBs 1	CNN1	6.536357084183995e-146	0.7024644391996521	0.581	0.086	1.4231610279393813e-141
MyoFBs 1	ADAMTS1	1.1245413920748608e-22	0.6988182343726401	0.685	0.543	2.4484639729645947e-18
MyoFBs 1	CDKN1A	1.263311087192339e-41	0.6925736467821892	0.65	0.368	2.75060723014388e-37
MyoFBs 1	MFGE8	4.303278165619726e-74	0.6834673568050865	0.916	0.592	9.369527550003829e-70
MyoFBs 1	ITGA7	6.137511449848023e-180	0.6810169818371826	0.617	0.076	1.33632036797541e-175
MyoFBs 1	SERPINI1	1.5398120328577955e-140	0.677377215879023	0.589	0.096	3.352632739141278e-136
MyoFBs 1	CKB	1.9035461081457804e-66	0.6745248989484961	0.571	0.207	4.144590941265807e-62
MyoFBs 1	MAP3K7CL	1.4322252418317676e-153	0.6615887050090034	0.518	0.061	3.1183840190403073e-149
MyoFBs 1	EFHD1	1.3249941770803046e-143	0.6591433351971087	0.599	0.102	2.884909821756947e-139
MyoFBs 1	NEXN	4.992578062887176e-56	0.6568331331088743	0.746	0.389	1.0870340216324248e-51
MyoFBs 1	SYNM	2.1348940352392862e-137	0.6435714542316731	0.558	0.089	4.648304782926498e-133
MyoFBs 1	CLMN	6.032584097497076e-141	0.6429616523442134	0.645	0.124	1.3134745355480385e-136
MyoFBs 1	SELENOM	2.1525762968587257e-61	0.6389586185190184	0.957	0.809	4.686804371150503e-57
MyoFBs 1	PTP4A3	3.8354620673803365e-79	0.6380409644837592	0.589	0.175	8.350951559307206e-75
MyoFBs 1	RHOB	5.993114044177031e-32	0.6307339127477143	0.807	0.651	1.304880720838665e-27
MyoFBs 1	CRIM1	7.337231198605616e-75	0.6201996547334974	0.822	0.376	1.5975353488724006e-70
MyoFBs 1	NRGN	3.2863428238076206e-166	0.6174057000259073	0.543	0.061	7.155354230276333e-162
MyoFBs 1	SORT1	7.462154092652154e-111	0.605073129090127	0.599	0.141	1.6247348105931534e-106
MyoFBs 1	WTIP	1.138868490690795e-83	0.600670800204714	0.602	0.197	2.479658364781068e-79
MyoFBs 1	TOB1	9.467302925873723e-48	0.5974019868653861	0.678	0.374	2.0613158660504857e-43
MyoFBs 1	ZFP36	8.073835828710056e-29	0.5920843597271213	0.83	0.67	1.7579162749850404e-24
MyoFBs 1	ATP1A2	3.035834888277967e-159	0.5797591905746342	0.48	0.043	6.609923302247617e-155
MyoFBs 1	SUSD5	1.5008052788941093e-243	0.5788884691387114	0.475	0.011	3.2677033337361443e-239
MyoFBs 1	FOS	5.67257643484473e-31	0.5778601687877019	0.934	0.839	1.2350900671587432e-26
MyoFBs 1	UBA2	1.88355989177893e-63	0.5759184401180866	0.683	0.337	4.101074952370264e-59
MyoFBs 1	FRZB	5.129099525388548e-67	0.56453605599777	0.721	0.29	1.1167588396628486e-62
MyoFBs 1	LDB3	6.004016163615337e-182	0.5520164770080233	0.426	0.021	1.3072544393039673e-177
MyoFBs 1	HSPB6	3.0455271837256986e-76	0.5512317845458585	0.543	0.154	6.631026337125963e-72
MyoFBs 1	ROCK1	6.983529906477324e-52	0.549507816234019	0.794	0.521	1.520523966537308e-47
MyoFBs 1	KCNAB1	1.7778537531842762e-212	0.5423360912675477	0.424	0.011	3.8709209768081244e-208
MyoFBs 1	CCDC3	2.4859151549729247e-100	0.5391892202954813	0.612	0.148	5.412583066922549e-96
MyoFBs 1	MAPRE2	2.362796067646664e-68	0.5309717709190256	0.637	0.246	5.144515878087082e-64
MyoFBs 1	UTRN	2.843190270486162e-40	0.5299591208496132	0.769	0.497	6.19047817592952e-36
MyoFBs 1	SLC25A4	1.0507690264191805e-83	0.5256733415694664	0.53	0.139	2.2878394012224817e-79
MyoFBs 1	ANGPTL1	2.606556406889045e-73	0.5150820490417237	0.579	0.179	5.675255264719518e-69
MyoFBs 1	IGLC3	0.2313446632759771	0.5150712557126058	0.157	0.184	1
MyoFBs 1	KLF2	2.93620339398262e-23	0.5102917890088425	0.739	0.548	6.392995649718359e-19
MyoFBs 1	AOC3	5.102373740239516e-83	0.5100471817054076	0.579	0.167	1.1109398344623496e-78
MyoFBs 1	NR4A3	4.606802323025334e-49	0.5086929147708702	0.338	0.087	1.003039069792306e-44
MyoFBs 1	NUDT4	8.091857557185213e-60	0.505503345013491	0.599	0.237	1.7618401459259363e-55
MyoFBs 1	CAV2	1.653020887637706e-47	0.504077014718904	0.772	0.435	3.5991223786535776e-43
MyoFBs 1	SYNE2	3.1402073319407393e-41	0.4991161192175313	0.744	0.402	6.8371734238345715e-37
MyoFBs 1	CASQ2	3.83935029165183e-226	0.4983854797191159	0.437	0.009	8.35941739001353e-222
MyoFBs 1	MAP1B	8.529626916484102e-61	0.493707063512807	0.817	0.376	1.8571556685260836e-56
MyoFBs 1	CAVIN3	1.1029728210024951e-34	0.4890943158568327	0.83	0.641	2.4015027231687325e-30
MyoFBs 1	ACTG2	1.2345624505088006e-108	0.48773038619378484	0.566	0.107	2.6880128234928114e-104
MyoFBs 1	ADAMTS4	1.4948426720101757e-6	0.4831609255550967	0.373	0.28	0.03254720949767755
MyoFBs 1	SH3BGRL	2.7515270424990314e-47	0.4798497193835798	0.871	0.655	5.990899829633141e-43
MyoFBs 1	PNRC1	4.4776855777450936e-35	0.47887554175846203	0.843	0.698	9.749264808424392e-31
MyoFBs 1	TMEM38B	6.443053374032895e-99	0.4769905405333327	0.454	0.082	1.4028460111281822e-94
MyoFBs 1	LTBP1	5.411131150106767e-38	0.4702391999373454	0.629	0.319	1.1781655853127464e-33
MyoFBs 1	HRH2	9.705517596006525e-170	0.4585527175771122	0.33	0.007	2.1131823461785008e-165
MyoFBs 1	KANK2	5.099089132220764e-42	0.4563092409871643	0.792	0.503	1.1102246767584268e-37
MyoFBs 1	ACTB	2.3090304692681738e-48	0.45464834887831707	1	0.987	5.027452040737595e-44
MyoFBs 1	RBPMS2	2.9035004492135544e-95	0.4487499507623076	0.429	0.074	6.321791528072672e-91
MyoFBs 1	S100A4	3.8544808839091206e-19	0.44695402330915024	0.797	0.606	8.392361228535329e-15
MyoFBs 1	ZBTB16	1.5756632517061969e-49	0.44409743861557194	0.556	0.226	3.4306915979399024e-45
MyoFBs 1	PALLD	5.4463531689424084e-42	0.4440437589752917	0.825	0.521	1.1858344754738307e-37
MyoFBs 1	SORBS1	1.712629367312711e-77	0.44022190759146396	0.467	0.109	3.728907921449965e-73
MyoFBs 1	NRIP2	1.1559781817437757e-139	0.43963754761538915	0.373	0.026	2.5169112951107226e-135
MyoFBs 1	ZNF331	1.3227877449914281e-20	0.4394566906445617	0.299	0.13	2.8801057571698366e-16
MyoFBs 1	NTRK3	4.78041621580196e-166	0.43470542707518217	0.35	0.011	1.0408400226665608e-161
MyoFBs 1	PDE3A	3.350078111752359e-70	0.4333726457167793	0.5	0.139	7.294125072718411e-66
MyoFBs 1	FHL5	1.5803532316137796e-118	0.43113977440621754	0.393	0.041	3.440903091192683e-114
MyoFBs 1	FOSB	7.158454313163546e-14	0.4301637655723205	0.812	0.698	1.558610257605099e-9
MyoFBs 1	MYOCD	3.9213737706465624e-128	0.4292792827122062	0.416	0.041	8.53800711082876e-124
MyoFBs 1	PDGFA	1.1458334276459659e-58	0.42475515768029415	0.533	0.171	2.4948231220135613e-54
MyoFBs 1	USP2	1.1530171326753938e-118	0.42353574041407543	0.325	0.023	2.510464202974135e-114
MyoFBs 1	PLCE1	2.4802429263343585e-58	0.4189536802215722	0.48	0.144	5.400232923507799e-54
MyoFBs 1	EBF1	5.175179486067174e-50	0.4187242093688116	0.673	0.296	1.1267918295014057e-45
MyoFBs 1	NR4A2	1.2877875874250372e-17	0.4163181604302384	0.464	0.277	2.8038999141005334e-13
MyoFBs 1	JUN	3.573379265649685e-13	0.41400226784009586	0.926	0.899	7.78031867509906e-9
MyoFBs 1	CSPG4	8.24553791412486e-80	0.41114810340322283	0.426	0.084	1.7953009700424058e-75
MyoFBs 1	ID4	1.2085750108454435e-28	0.4105813560028193	0.612	0.342	2.6314303711137842e-24
MyoFBs 1	MGST3	1.2255104186575431e-26	0.4103661244602558	0.784	0.615	2.6683038345430685e-22
MyoFBs 1	MEF2C	6.755413951066145e-44	0.4084661885225766	0.622	0.284	1.470856279565632e-39
MyoFBs 1	IER2	8.811956215670954e-19	0.40558674044238763	0.86	0.8	1.9186272268380366e-14
MyoFBs 1	NFASC	6.466212373887527e-87	0.40249285128116424	0.426	0.078	1.4078884201665312e-82
MyoFBs 1	HSPB1	1.5787143009527109e-27	0.40121290408088695	0.883	0.771	3.4373346474643376e-23
MyoFBs 1	TIPARP	3.836432021819083e-24	0.3998996311182992	0.383	0.183	8.35306344110669e-20
MyoFBs 1	KCNA5	3.173465350786756e-166	0.397619128419574	0.327	0.007	6.909586108268003e-162
MyoFBs 1	CRIP1	1.8790162798903162e-69	0.3929338776493978	0.363	0.071	4.091182146205186e-65
MyoFBs 1	CPE	4.182253606228311e-80	0.39201576163204566	0.711	0.224	9.106020776840902e-76
MyoFBs 1	FXYD1	1.323816302205183e-43	0.3876435769834341	0.716	0.37	2.882345234791345e-39
MyoFBs 1	SERTAD1	7.906973063679897e-15	0.3763744928909607	0.589	0.429	1.721585245155024e-10
MyoFBs 1	ZFAND5	6.978950212406781e-14	0.37487064852069585	0.782	0.677	1.5195268297473285e-9
MyoFBs 1	SBSPON	1.1614808123089065e-137	0.3728988160351368	0.332	0.017	2.5288921726401822e-133
MyoFBs 1	FRY	2.9083408890796544e-44	0.3706310082533369	0.52	0.21	6.332330617793132e-40
MyoFBs 1	FILIP1	6.135546146380913e-26	0.3658991526710308	0.538	0.285	1.3358924624515161e-21
MyoFBs 1	MYOM1	2.049562883320806e-176	0.3657578001083263	0.353	0.008	4.462513265854391e-172
MyoFBs 1	MAP7D3	1.5856310674809248e-33	0.36218113567757415	0.434	0.187	3.4523945232262174e-29
MyoFBs 1	GJA4	3.4516832835267215e-60	0.3598739905209977	0.462	0.118	7.515350013222731e-56
MyoFBs 1	CARMN	7.65298070069584e-32	0.35550392163952216	0.406	0.16	1.666283487962505e-27
MyoFBs 1	FHL1	6.785738010824912e-13	0.3524695239310248	0.637	0.495	1.4774587370969081e-8
MyoFBs 1	CAV1	3.714645138451656e-47	0.3500389601874063	0.957	0.588	8.08789685995079e-43
MyoFBs 1	COX4I2	1.1339481876275068e-44	0.3487508071046609	0.317	0.078	2.4689453889213706e-40
MyoFBs 1	TLN1	6.013325299469958e-18	0.3481542844883463	0.769	0.64	1.309281317453594e-13
MyoFBs 1	MAT2A	4.26547771773947e-21	0.3471861379381313	0.553	0.338	9.287224634834148e-17
MyoFBs 1	SLIT3	1.853376864085293e-44	0.3467584744097134	0.622	0.263	4.035357446172909e-40
MyoFBs 1	PTMA	1.2900511614405852e-33	0.34489244236435246	1	0.98	2.8088283938045864e-29
MyoFBs 1	ARHGAP10	9.750169105920692e-37	0.342097924501451	0.52	0.237	2.122904319432112e-32
MyoFBs 1	YBX3	6.665319344486669e-18	0.3407455960579835	0.863	0.804	1.4512399808750824e-13
MyoFBs 1	NTN4	2.586347337492622e-43	0.33548457201670967	0.505	0.196	5.6312540579226866e-39
MyoFBs 1	ZNF703	3.3379490560761216e-36	0.3323829467812385	0.447	0.184	7.26771647979454e-32
MyoFBs 1	EDNRA	1.3752991675830275e-50	0.3323573657725782	0.574	0.209	2.9944388775785256e-46
MyoFBs 1	LBH	3.1100115156121484e-45	0.32751453096426797	0.371	0.108	6.771428072942331e-41
MyoFBs 1	AMIGO2	2.6731205980449737e-47	0.3255062437350319	0.332	0.086	5.8201854781233215e-43
MyoFBs 1	NPY1R	3.40468839259104e-113	0.32543427884635723	0.277	0.014	7.413028037188471e-109
MyoFBs 1	ANGPT1	7.363422736008528e-49	0.31923534415540006	0.426	0.13	1.603238032311137e-44
MyoFBs 1	HCFC1R1	5.8886706402098715e-18	0.3175800865144688	0.604	0.42	1.2821402584928954e-13
MyoFBs 1	ENAH	1.1426744366508264e-15	0.317080624717218	0.571	0.391	2.4879450509198444e-11
MyoFBs 1	NFKBIZ	5.301323924875545e-13	0.3170198531791152	0.604	0.453	1.1542572581631524e-8
MyoFBs 1	PTK2	6.127200465179631e-23	0.3165606410478453	0.548	0.324	1.334075357283561e-18
MyoFBs 1	PPDPF	1.0063635986701523e-12	0.31623051165952276	0.822	0.786	2.1911554633845225e-8
MyoFBs 1	TTLL7	6.498037188823541e-57	0.3162292293180697	0.358	0.084	1.4148176371225496e-52
MyoFBs 1	PHLDB2	1.1117580432763176e-30	0.31526081879130136	0.525	0.259	2.4206307876255262e-26
MyoFBs 1	KCNMB1	5.079477228324185e-75	0.3132922017118653	0.383	0.069	1.1059545769230248e-70
MyoFBs 1	NR2F2	1.0543227098789597e-22	0.3122445374412677	0.764	0.56	2.295576836219459e-18
MyoFBs 1	RBPMS	1.1136744042428357e-21	0.31194912428303145	0.642	0.434	2.424803280357926e-17
MyoFBs 1	SLC38A1	4.4045454445315445e-46	0.3111001298240158	0.327	0.084	9.590016796378531e-42
MyoFBs 1	RNF152	2.901532797182713e-27	0.3089600077608847	0.388	0.168	6.317507359305921e-23
MyoFBs 1	CRIP2	1.950792964288704e-26	0.30723869632327727	0.782	0.511	4.247461521145796e-22
MyoFBs 1	ISYNA1	7.200318240485342e-32	0.3031919340056368	0.381	0.146	1.5677252905008735e-27
MyoFBs 1	GPRIN3	2.6417161600235345e-47	0.302432210975787	0.297	0.068	5.751808595219242e-43
MyoFBs 1	ATP2B4	6.299646633961251e-19	0.30143532044888166	0.627	0.438	1.3716220616123832e-14
MyoFBs 1	CDH6	1.1285660653901016e-57	0.2991631348963555	0.378	0.086	2.4572268941738684e-53
MyoFBs 1	EPS8	3.3843283346783297e-23	0.29743047308936155	0.612	0.379	7.368698083095127e-19
MyoFBs 1	ADAMTS8	1.472806938323048e-39	0.2973422180710865	0.188	0.031	3.206742546810773e-35
MyoFBs 1	LRRC10B	7.517270744275693e-121	0.29521405182732596	0.269	0.01	1.6367353591511467e-116
MyoFBs 1	ABHD2	1.0295486592502908e-24	0.2940366884031214	0.439	0.219	2.241636295785658e-20
MyoFBs 1	JADE1	3.194261503790673e-23	0.2939722870233943	0.348	0.153	6.954865572203432e-19
MyoFBs 1	SYNE1	3.0323801734893805e-16	0.29229428789463396	0.518	0.338	6.6024013517384285e-12
MyoFBs 1	CBX6	4.4458589422726875e-20	0.2900185356271652	0.556	0.362	9.679968675010323e-16
MyoFBs 1	SCN3A	4.072066872961841e-102	0.28580512377974415	0.261	0.015	8.866111202499817e-98
MyoFBs 1	HSPB7	2.0994190122721518e-77	0.2820410876641397	0.259	0.026	4.5710650154201563e-73
MyoFBs 1	SMTN	6.858086331832108e-27	0.27978962570491694	0.49	0.244	1.4932111370298048e-22
MyoFBs 1	INPP4B	2.0108231645116736e-49	0.2782747712437009	0.36	0.092	4.378165276091267e-45
MyoFBs 1	FOXC1	4.2160900761681033e-38	0.27704492966500194	0.386	0.129	9.179692922840811e-34
MyoFBs 1	FAM241A	0.025963063616784576	0.2761828606460964	0.254	0.205	1
MyoFBs 1	GPR20	1.3820494323110904e-78	0.2761654367666691	0.289	0.034	3.009136228970937e-74
MyoFBs 1	PLS3	5.760243253090943e-20	0.27488462232172517	0.683	0.473	1.254177763495491e-15
MyoFBs 1	ADCY3	1.1590362806570469e-30	0.27163943757791803	0.449	0.195	2.5235696938745882e-26
MyoFBs 1	THBS1	4.0710208392566203e-7	0.27089016982951075	0.675	0.573	0.00886383367331344
MyoFBs 1	ITIH3	2.903559525180154e-111	0.2701806716284325	0.211	0.003	6.321920154174749e-107
MyoFBs 1	NDUFA4L2	3.6418268905331857e-29	0.26788034116011505	0.406	0.159	7.929349688757905e-25
MyoFBs 1	PDLIM3	3.999549684960709e-23	0.26778868364385944	0.503	0.263	8.70821952906495e-19
MyoFBs 1	DES	1.3633797569459804e-132	0.267049254017935	0.409	0.034	2.9684867447984833e-128
MyoFBs 1	RRAS	4.381467753364963e-16	0.26495836773019954	0.711	0.542	9.539769739401533e-12
MyoFBs 1	FBXO32	1.8388901942243858e-30	0.26423632459052004	0.553	0.267	4.0038156198847553e-26
MyoFBs 1	PLAC9	5.0289896569419276e-33	0.2629008305153704	0.754	0.428	1.0949619180059659e-28
MyoFBs 1	ADCY5	2.3932331480348437e-72	0.2628150162012583	0.292	0.04	5.210786533216265e-68
MyoFBs 1	RASL11A	1.7309733712881125e-39	0.25826466359198125	0.322	0.092	3.7688483213056075e-35
MyoFBs 1	GADD45G	3.892475272734583e-20	0.25537296642515905	0.515	0.281	8.475086411325007e-16
MyoFBs 1	EGR3	1.21477814461796e-10	0.25248484723332393	0.348	0.212	2.6449364542766843e-6
MyoFBs 1	GLDN	1.0927606772499935e-87	0.2501618047379406	0.208	0.01	2.379267822576411e-83
MyoFBs 2	DES	1.008195587002931e-164	2.944059443713274	0.895	0.062	2.1951442515814815e-160
MyoFBs 2	ACTG2	2.979770385781952e-78	2.080212089959214	0.882	0.149	6.487854060963044e-74
MyoFBs 2	TAGLN	2.0928278815696133e-40	1.8898781656890646	1	0.523	4.5567141465415186e-36
MyoFBs 2	IGKC	0.04607558055281713	1.7786493006324422	0.789	0.779	1
MyoFBs 2	FBXO32	1.2524027818464064e-46	1.6572233619250825	0.868	0.29	2.7268565769141808e-42
MyoFBs 2	CSRP1	1.1642735021097917e-33	1.496905417328358	0.908	0.489	2.534972696143649e-29
MyoFBs 2	MYLK	7.157065478270109e-38	1.4868206523612084	0.961	0.475	1.5583078665837508e-33
MyoFBs 2	MYH11	4.775250657770859e-64	1.4529014861934642	1	0.203	1.0397153257164492e-59
MyoFBs 2	SOD3	1.914645532797654e-24	1.4343631426959547	0.947	0.554	4.168757718560332e-20
MyoFBs 2	RAMP1	8.829391971614095e-90	1.4144890799955083	0.908	0.135	1.922423513979537e-85
MyoFBs 2	IGHA1	0.4233134546702151	1.3622318965423692	0.342	0.388	1
MyoFBs 2	MYL9	4.4620578102051067e-29	1.330085499289604	1	0.675	9.715238470159579e-25
MyoFBs 2	CNN1	8.911854853276311e-69	1.310900261380123	0.816	0.134	1.9403781572038513e-64
MyoFBs 2	ACTA2	7.969067255762588e-32	1.2394088553750815	0.987	0.474	1.735105013597188e-27
MyoFBs 2	JCHAIN	0.011884348185793755	1.2246899099461672	0.145	0.3	1
