cell_type_epi_custom	Gene	key	Pathway	Normal	Tumor	diff
TC1	LRRC32	ligands	TGFB	0	0.004222274388713666	0.004222274388713666
Imma. Gob. 1	MET	receptors	HGF	0.06797701142192289	0.0721923740334621	0.0042153626115392084
Enterocytes 3	EPHA1	receptors	EPHRIN	0.014901535477835957	0.01906127094923463	0.004159735471398673
TC3	FZD9	receptors	WNT	0	0.004139957563071345	0.004139957563071345
Imma. Gob. 1	ACVR2B	receptors	TGFB	0.03000716870516734	0.03410826169690065	0.004101092991733311
TC1	TGFB1	ligands	TGFB	0.008929432277744866	0.013023879434631415	0.004094447156886548
Imma. Gob. 1	VEGFB	ligands	VEGF	0.039730070302004414	0.043817742638091225	0.004087672336086812
Stem/TA 1	EPHA1	receptors	EPHRIN	0.023482007996181005	0.027499616577994743	0.0040176085818137384
Imma. Gob. 1	EPHB6	receptors	EPHRIN	0.0021865841658042437	0.006193921617452625	0.004007337451648382
Goblet	TNFRSF1B	receptors	TNFSF10	0.03362854983345036	0.037631497789487885	0.004002947956037527
Imma. Gob. 1	BMP7	ligands	BMP	0	0.0039758506396608	0.0039758506396608
TC2	SHH	ligands	HEDGEHOG	0.0049866703637406135	0.008943834587870262	0.003957164224129649
Tuft	FZD8	receptors	WNT	0.01109268352651988	0.015049483406412463	0.003956799879892583
Imma. Gob. 2	LRRC32	ligands	TGFB	0.0031538547143779108	0.0071043750076931825	0.003950520293315272
Enterocytes 1	JAG2	ligands	NOTCH	0.010392011702547905	0.014331990575487591	0.003939978872939686
Imma. Gob. 1	ERBB3	receptors	EGF	0.01603495054923112	0.019962638800126425	0.003927688250895303
Stem/TA 3	EPHB1	receptors	EPHRIN	0	0.003923474606943087	0.003923474606943087
Stem/TA 3	FZD2	receptors	WNT	0	0.003923474606943087	0.003923474606943087
Enterocytes 3	BMP2	ligands	BMP	0.10794163305144198	0.11186160366016556	0.00391997060872358
Enterocytes 1	NOTCH2	receptors	NOTCH	0.007274408191783534	0.011185418331931818	0.003911010140148284
Enterocytes 1	BMP4	ligands	BMP	0	0.003908724702405706	0.003908724702405706
Goblet	NOTCH2	receptors	NOTCH	0.01706396770511133	0.020969305949104587	0.0039053382439932574
Stem	WNT4	ligands	WNT	0	0.0038897148179570444	0.0038897148179570444
Stem	MET	receptors	HGF	0.16698649396875326	0.17079650248749031	0.003810008518737057
TC1	WNT7B	ligands	WNT	0	0.0037972946684424595	0.0037972946684424595
Stem/TA 2	TGFB1	ligands	TGFB	0.006399872637891396	0.010186069969063929	0.003786197331172533
Ent. Prog. 2	NOTCH1	receptors	NOTCH	0.014010049127032749	0.017737505023425255	0.0037274558963925064
Stem/TA 1	EPHB1	receptors	EPHRIN	0	0.0037151641179538303	0.0037151641179538303
Stem/TA 2	WNT3	ligands	WNT	0.0029531529299571617	0.00666487673615332	0.003711723806196158
Enterocytes 2	TGFBR2	receptors	TGFB	0.0422042881124975	0.04589646524997952	0.0036921771374820236
Enterocytes 3	TNF	ligands	TNFSF10	0.003689225068492473	0.0073739061761696305	0.0036846811076771575
TC4	WNT9A	ligands	WNT	0	0.0036782574440091436	0.0036782574440091436
Ent. Prog. 1	TNFRSF1B	receptors	TNFSF10	0.01732283691297408	0.0210000339916482	0.0036771970786741194
Enterocytes 1	MST1	ligands	MST	0.009352810532293115	0.013029082341352355	0.00367627180905924
Imma. Gob. 1	EREG	ligands	EGF	0.012514495378733389	0.016175241017515836	0.003660745638782447
Enterocytes 3	PTCH1	receptors	HEDGEHOG	0.011101626997750393	0.014747812352339261	0.0036461853545888684
Enterocytes 1	LGR5	receptors	WNT AMP	0.0010392011702547905	0.004670877161255639	0.003631675991000849
Stem/TA 1	WNT5B	ligands	WNT	0.0026009275067915396	0.006201025121260765	0.0036000976144692255
Stem/TA 3	WNT3	ligands	WNT	0.0029495624704678524	0.006539124344905144	0.0035895618744372915
Goblet	EPHB2	receptors	EPHRIN	0.00807502732321002	0.01166353428826831	0.00358850696505829
Imma. Gob. 1	TGFBR1	receptors	TGFB	0.023873772788309988	0.027454048763525175	0.003580275975215187
Enterocytes 2	EPHA4	receptors	EPHRIN	0.00619619052943932	0.009717016549905776	0.0035208260204664553
Tuft	FZD7	receptors	WNT	0.0060484047169279695	0.009495166856985551	0.0034467621400575818
Enterocytes 1	FZD6	receptors	WNT	0.013509615213312277	0.016937807043758062	0.0034281918304457856
Enterocytes 1	FZD1	receptors	WNT	0.02658792297167436	0.029966889385110416	0.003378966413436057
TC1	ACVR1B	receptors	TGFB	0.18316092296252529	0.18653483734895937	0.003373914386434085
Imma. Gob. 1	NOTCH3	receptors	NOTCH	0	0.0033271064666877373	0.0033271064666877373
Stem/TA 1	FZD10	receptors	WNT	0	0.003326042133205112	0.003326042133205112
TC3	TGFB3	ligands	TGFB	0	0.0033030725349043437	0.0033030725349043437
TC3	WNT7B	ligands	WNT	0	0.0033030725349043437	0.0033030725349043437
Enterocytes 2	VEGFB	ligands	VEGF	0.011566222321620065	0.014850718833401616	0.0032844965117815508
Ent. Prog. 1	WNT5A	ligands	WNT	0.003335561968939309	0.0065857214304982925	0.0032501594615589836
Enterocytes 2	ERBB4	receptors	EGF	0	0.0032390055166352585	0.0032390055166352585
Enterocytes 2	FZD10	receptors	WNT	0	0.0032390055166352585	0.0032390055166352585
Enterocytes 2	LGR5	receptors	WNT AMP	0	0.0032390055166352585	0.0032390055166352585
Enterocytes 2	WNT5A	ligands	WNT	0	0.0032390055166352585	0.0032390055166352585
Stem/TA 1	EPHB6	receptors	EPHRIN	8.669758355971799e-4	0.004104286102702548	0.0032373102671053684
TC2	FGF2	ligands	FGF	0	0.0031942266385250936	0.0031942266385250936
TC3	TGFBR1	receptors	TGFB	0.03590784371742077	0.0390899154876056	0.0031820717701848272
Stem/TA 2	WNT4	ligands	WNT	0.001265636969981641	0.004443251157435547	0.003177614187453906
Goblet	BMP4	ligands	BMP	0.003495699037406064	0.00666487673615332	0.003169177698747256
Ent. Prog. 2	BMP7	ligands	BMP	0	0.0031627459239443553	0.0031627459239443553
Enterocytes 1	EPHB4	receptors	EPHRIN	0.002078402340509581	0.005211632936540942	0.003133230596031361
Stem/TA 1	LRRC32	ligands	TGFB	8.669758355971799e-4	0.003991250559846134	0.003124274724248954
Stem/TA 1	FZD4	receptors	WNT	0.005635342931381669	0.008647709546333291	0.0030123666149516224
Ent. Prog. 2	FGFR4	receptors	FGF	0.005253768422637281	0.008259416369238071	0.00300564794660079
Imma. Gob. 1	EPHA4	receptors	EPHRIN	0.043800733825566866	0.04676794339067854	0.002967209565111671
Goblet	LTBP1	ligands	TGFB	0.053980952835008256	0.05693458455455414	0.0029536317195458864
Ent. Prog. 1	LGR5	receptors	WNT AMP	0	0.0029511955460665086	0.0029511955460665086
Stem/TA 3	TGFBR1	receptors	TGFB	0.041544476790074156	0.04446604554535498	0.0029215687552808234
TC1	WNT6	ligands	WNT	0.0011161790347181083	0.004036630835207668	0.0029204518004895597
Enterocytes 1	EPHB6	receptors	EPHRIN	0.0010392011702547905	0.003908724702405706	0.002869523532150916
Imma. Gob. 1	EPHB1	receptors	EPHRIN	0	0.002866815150764888	0.002866815150764888
TC4	FGF3	ligands	FGF	0	0.0028608669008960007	0.0028608669008960007
Goblet	FGF2	ligands	FGF	4.993855767722948e-4	0.00333243836807666	0.002833052791304365
Ent. Prog. 2	LGR5	receptors	WNT AMP	0	0.0028314835807187306	0.0028314835807187306
Imma. Gob. 2	EFNA2	ligands	EPHRIN	0.0035042830159754566	0.00633233545135579	0.0028280524353803335
Enterocytes 2	EPHB6	receptors	EPHRIN	4.13079368629288e-4	0.0032390055166352585	0.0028259261480059706
Stem/TA 1	TGFB2	ligands	TGFB	0	0.0027738692494205038	0.0027738692494205038
Stem/TA 1	WNT6	ligands	WNT	0	0.0027738692494205038	0.0027738692494205038
Goblet	ACVR1	receptors	TGFB	0.018976651917347206	0.02166084939249829	0.0026841974751510844
TC1	FLT1	receptors	VEGF	0	0.00264397157266884	0.00264397157266884
TC1	FZD2	receptors	WNT	0	0.00264397157266884	0.00264397157266884
TC1	TGFB2	ligands	TGFB	0	0.00264397157266884	0.00264397157266884
Enterocytes 1	WNT9A	ligands	WNT	0	0.002605816468270471	0.002605816468270471
Ent. Prog. 1	EPHB6	receptors	EPHRIN	7.770708302241539e-4	0.0032928607152491463	0.0025157898850249926
Enterocytes 1	VEGFA	ligands	VEGF	0.6548380460121506	0.6573400508738256	0.0025020048616750667
Goblet	WNT11	ligands	WNT	0.0024969278838614744	0.00499865755211499	0.0025017296682535157
Stem/TA 3	BMPR2	receptors	BMP	0.056041686938889196	0.05853155488377763	0.002489867944888431
Ent. Prog. 2	LGR6	receptors	WNT AMP	3.502512281758187e-4	0.0028314835807187306	0.002481232352542912
TC4	ERBB3	receptors	EGF	0.049510512897138946	0.0519737470322933	0.0024632341351543546
Enterocytes 1	ACVR2B	receptors	TGFB	0.009352810532293115	0.01172617410721712	0.002373363574924004
Ent. Prog. 2	JAG2	ligands	NOTCH	0.008961164538709852	0.011325934322874922	0.0023647697841650706
Enterocytes 1	FZD4	receptors	WNT	0.004156804681019162	0.006514541170676178	0.0023577364896570155
Stem/TA 1	LGR6	receptors	WNT AMP	0.007622868779003899	0.009978126399615336	0.0023552576206114367
Stem	NOTCH3	receptors	NOTCH	0	0.0023338288907742265	0.0023338288907742265
Ent. Prog. 1	PTCH1	receptors	HEDGEHOG	0.010878991623138155	0.013171442860996585	0.00229245123785843
TC2	ERBB3	receptors	EGF	0.014960011091221841	0.017248823848035506	0.002288812756813665
Stem	TNF	ligands	TNFSF10	0.004041674522215424	0.006324118522075477	0.0022824439998600527
Ent. Prog. 2	LRRC32	ligands	TGFB	0	0.0022651868645749847	0.0022651868645749847
Enterocytes 3	EFNA5	ligands	EPHRIN	0.034617521397513236	0.036869530880848156	0.00225200948333492
Enterocytes 3	ACVR1C	receptors	TGFB	0.02724716410743289	0.029495624704678522	0.002248460597245632
Ent. Prog. 2	FZD4	receptors	WNT	0.004553265966285643	0.006795560593724954	0.0022422946274393103
Tuft	FGF9	ligands	FGF	0.0072580856603135634	0.009495166856985551	0.002237081196671988
Imma. Gob. 2	FZD10	receptors	WNT	0	0.002233347737419498	0.002233347737419498
Imma. Gob. 2	INHBB	ligands	TGFB	7.008566031950913e-4	0.002922616362164211	0.0022217597589691196
Stem/TA 2	EFNB3	ligands	EPHRIN	0	0.0022216255787177734	0.0022216255787177734
Stem/TA 2	EPHB1	receptors	EPHRIN	0	0.0022216255787177734	0.0022216255787177734
Stem/TA 2	RSPO2	ligands	WNT AMP	0	0.0022216255787177734	0.0022216255787177734
Goblet	VEGFB	ligands	VEGF	0.03571095023539284	0.03791463008673881	0.002203679851345966
Stem	TGFB1	ligands	TGFB	0.004041674522215424	0.0062235437087312705	0.0021818691865158465
Ent. Prog. 1	NOTCH3	receptors	NOTCH	3.8853541511207695e-4	0.0024696455364368597	0.002081110121324783
Imma. Gob. 2	WNT2B	ligands	WNT	0.024794515057108554	0.026873420918097943	0.00207890586098939
Stem/TA 3	WNT6	ligands	WNT	0	0.00207285337484549	0.00207285337484549
TC1	BMPR1B	receptors	BMP	0	0.0020673100247820303	0.0020673100247820303
Stem/TA 3	DLL1	ligands	NOTCH	0.01179824988187141	0.01384327719567475	0.0020450273138033406
TC4	BMPR1B	receptors	BMP	0	0.0020434763577828574	0.0020434763577828574
TC2	JAG1	ligands	NOTCH	0.07978672581984982	0.08178469137792752	0.0019979655580776995
Enterocytes 3	WNT5B	ligands	WNT	0.00541874017375853	0.0073739061761696305	0.0019551660024111003
Imma. Gob. 2	BMPR1B	receptors	BMP	0	0.0019484109081094737	0.0019484109081094737
Imma. Gob. 2	EPHB1	receptors	EPHRIN	0	0.0019484109081094737	0.0019484109081094737
Ent. Prog. 1	FZD4	receptors	WNT	0.008775057780508386	0.010701797324559725	0.001926739544051339
Stem/TA 2	ERBB2	receptors	EGF	0.0965868164214649	0.09850654492291783	0.0019197285014529303
TC2	TGFB3	ligands	TGFB	0	0.0019165359831150562	0.0019165359831150562
TC2	VEGFD	ligands	VEGF	0	0.0019165359831150562	0.0019165359831150562
Imma. Gob. 1	EPHA1	receptors	EPHRIN	0.014274722963982255	0.016175241017515836	0.0019005180535335807
Stem/TA 3	JAG1	ligands	NOTCH	0.054566905703655265	0.05645870150893213	0.0018917958052768677
Goblet	PTCH2	receptors	HEDGEHOG	0.020060281165745097	0.021943981689749214	0.0018837005240041164
Goblet	NOTCH1	receptors	NOTCH	0.0064920124980398335	0.00833109592019165	0.001839083422151817
Enterocytes 1	EFNA5	ligands	EPHRIN	0.002078402340509581	0.003908724702405706	0.0018303223618961252
Stem/TA 1	MST1R	receptors	MST	0.09842718141791285	0.10024641099807648	0.001819229580163631
Stem/TA 2	FZD2	receptors	WNT	4.2187898999388026e-4	0.0022216255787177734	0.001799746588723893
Stem/TA 1	FGFR1	receptors	FGF	8.669758355971799e-4	0.0026608337065640894	0.0017938578709669095
TC2	FZD4	receptors	WNT	0.0049866703637406135	0.006762153837518541	0.001775483473777928
TC3	WNT10B	ligands	WNT	0	0.0017742675270305767	0.0017742675270305767
Imma. Gob. 1	INHBB	ligands	TGFB	0	0.0017577796618689758	0.0017577796618689758
Ent. Prog. 2	EPHA1	receptors	EPHRIN	0.017512561408790938	0.01925408834888737	0.0017415269400964314
Imma. Gob. 1	TGFA	ligands	EGF	0.008443831855170938	0.010169772257113427	0.0017259404019424884
Imma. Gob. 1	ACVR1B	receptors	TGFB	0.09172693243772354	0.09345250117953466	0.0017255687418111232
Ent. Prog. 1	LGR6	receptors	WNT AMP	7.770708302241539e-4	0.0024696455364368597	0.0016925747062127058
Goblet	FLT1	receptors	VEGF	0	0.00166621918403833	0.00166621918403833
Goblet	FZD2	receptors	WNT	0	0.00166621918403833	0.00166621918403833
Goblet	NOTCH3	receptors	NOTCH	0	0.00166621918403833	0.00166621918403833
Ent. Prog. 1	FLT4	receptors	VEGF	0	0.0016464303576245731	0.0016464303576245731
Ent. Prog. 1	LRRC32	ligands	TGFB	0	0.0016464303576245731	0.0016464303576245731
TC1	TGFBR1	receptors	TGFB	0.09971926753808034	0.10136235921392124	0.0016430916758408964
TC4	EFNB3	ligands	EPHRIN	0	0.001634781086226286	0.001634781086226286
TC4	FGF1	ligands	FGF	0	0.001634781086226286	0.001634781086226286
TC4	WNT10A	ligands	WNT	0	0.001634781086226286	0.001634781086226286
TC4	WNT10B	ligands	WNT	0	0.001634781086226286	0.001634781086226286
Imma. Gob. 2	FGF7	ligands	FGF	3.5042830159754567e-4	0.0019484109081094737	0.001597982606511928
Imma. Gob. 2	BMP6	ligands	BMP	0.0023075572252112416	0.0038968218162189474	0.0015892645910077058
Enterocytes 2	EPHB2	receptors	EPHRIN	0.001652317474517152	0.0032390055166352585	0.0015866880421181065
Enterocytes 2	SHH	ligands	HEDGEHOG	0.001652317474517152	0.0032390055166352585	0.0015866880421181065
Enterocytes 2	WNT11	ligands	WNT	0.001652317474517152	0.0032390055166352585	0.0015866880421181065
Stem/TA 3	LTBP1	ligands	TGFB	0.020646937293274967	0.02223302277267749	0.0015860854794025221
Imma. Gob. 1	FZD1	receptors	WNT	0.010630416020975182	0.012199390377855036	0.0015689743568798546
Enterocytes 1	PTCH1	receptors	HEDGEHOG	0.008313609362038324	0.009882510097796582	0.001568900735758258
Enterocytes 1	WNT3	ligands	WNT	0.0010392011702547905	0.002605816468270471	0.0015666152980156804
Stem/TA 1	FLT1	receptors	VEGF	4.3348791779858993e-4	0.001995625279923067	0.001562137362124477
Goblet	BMP2	ligands	BMP	0.07675518861792184	0.0783150144223491	0.0015598258044272617
Stem	INHBB	ligands	TGFB	0	0.0015558859271828176	0.0015558859271828176
Stem	KDR	receptors	VEGF	0	0.0015558859271828176	0.0015558859271828176
Imma. Gob. 1	WNT5B	ligands	WNT	0.0029154455544056586	0.00443614195558365	0.0015206964011779912
Ent. Prog. 2	ACVR1	receptors	TGFB	0.009807034388922924	0.011325934322874922	0.001518899933951998
Stem/TA 2	ACVR1	receptors	TGFB	0.01314993647779348	0.014629321126499475	0.0014793846487059954
Ent. Prog. 1	ACVR1	receptors	TGFB	0.013048947346741233	0.01447620804943852	0.0014272607026972872
Enterocytes 2	FZD4	receptors	WNT	0.003717714317663592	0.00513370228349584	0.001415987965832248
Stem	WNT3	ligands	WNT	0.004041674522215424	0.005445600745139862	0.0014039262229244382
TC2	WNT3	ligands	WNT	0.0049866703637406135	0.006388453277050187	0.0014017829133095737
Stem/TA 2	WNT10B	ligands	WNT	8.437579799877605e-4	0.0022216255787177734	0.001377867598730013
Stem/TA 2	WNT2B	ligands	WNT	0.024365573606622903	0.025737449020088343	0.0013718754134654405
Ent. Prog. 2	BMP4	ligands	BMP	3.502512281758187e-4	0.0016988901484312384	0.0013486389202554197
Goblet	EPHB6	receptors	EPHRIN	0.0019975423070891793	0.00333243836807666	0.0013348960609874806
Goblet	WNT3A	ligands	WNT	0.0019975423070891793	0.00333243836807666	0.0013348960609874806
Stem/TA 1	FGF2	ligands	FGF	0	0.0013304168532820447	0.0013304168532820447
Stem/TA 1	IGF2	ligands	IGF	0	0.0013304168532820447	0.0013304168532820447
Stem/TA 1	INHBB	ligands	TGFB	0	0.0013304168532820447	0.0013304168532820447
Tuft	BMP3	ligands	TGFB	0.008171258686080663	0.009495166856985551	0.0013239081709048878
Stem	WNT3A	ligands	WNT	0.001010418630553856	0.0023338288907742265	0.0013234102602203705
Stem/TA 2	NOTCH1	receptors	NOTCH	0.15126492411902986	0.15258057827148017	0.0013156541524503018
Stem/TA 3	FGF3	ligands	FGF	0	0.0013078248689810288	0.0013078248689810288
Stem/TA 3	FGF7	ligands	FGF	0	0.0013078248689810288	0.0013078248689810288
Stem/TA 3	TGFB2	ligands	TGFB	0	0.0013078248689810288	0.0013078248689810288
Stem/TA 3	TGFB3	ligands	TGFB	0	0.0013078248689810288	0.0013078248689810288
Stem/TA 3	WNT16	ligands	WNT	0	0.0013078248689810288	0.0013078248689810288
Enterocytes 1	EGF	ligands	EGF	0	0.0013029082341352355	0.0013029082341352355
Enterocytes 1	EPHB1	receptors	EPHRIN	0	0.0013029082341352355	0.0013029082341352355
Enterocytes 1	ERBB4	receptors	EGF	0	0.0013029082341352355	0.0013029082341352355
Enterocytes 1	TGFB2	ligands	TGFB	0	0.0013029082341352355	0.0013029082341352355
Stem/TA 2	FZD4	receptors	WNT	0.007593821819889845	0.008886502314871094	0.0012926804949812487
Stem/TA 1	EFNB3	ligands	EPHRIN	4.3348791779858993e-4	0.0017195388380307631	0.0012860509202321732
TC2	BMPR1B	receptors	BMP	0	0.0012776906554100374	0.0012776906554100374
TC2	TGFB2	ligands	TGFB	0	0.0012776906554100374	0.0012776906554100374
TC2	TGFA	ligands	EGF	0.009973340727481227	0.011234071131453673	0.0012607304039724456
Ent. Prog. 1	LTA	ligands	TNFSF10	3.8853541511207695e-4	0.0016464303576245731	0.0012578949425124963
Ent. Prog. 1	WNT4	ligands	WNT	3.8853541511207695e-4	0.0016464303576245731	0.0012578949425124963
Imma. Gob. 2	IGF1	ligands	IGF	7.008566031950913e-4	0.0019484109081094737	0.0012475543049143825
Ent. Prog. 2	FGF9	ligands	FGF	0.009516299601200054	0.010759637606731176	0.0012433380055311225
Imma. Gob. 2	TGFB1	ligands	TGFB	0.005871386770841088	0.0071043750076931825	0.0012329882368520943
TC4	EGF	ligands	EGF	0	0.0012260858146697145	0.0012260858146697145
TC4	FGF7	ligands	FGF	0	0.0012260858146697145	0.0012260858146697145
TC4	IGF1	ligands	IGF	0	0.0012260858146697145	0.0012260858146697145
TC4	VEGFD	ligands	VEGF	0	0.0012260858146697145	0.0012260858146697145
TC3	FGF3	ligands	FGF	0	0.0011828450180203845	0.0011828450180203845
TC3	HGF	ligands	HGF	0	0.0011828450180203845	0.0011828450180203845
TC3	PTCH2	receptors	HEDGEHOG	0.027007977464306724	0.028188248386471337	0.0011802709221646127
Goblet	INHBB	ligands	TGFB	4.993855767722948e-4	0.00166621918403833	0.0011668336072660351
TC1	EFNB3	ligands	EPHRIN	0	0.0011533230957736194	0.0011533230957736194
TC1	VEGFD	ligands	VEGF	0	0.0011533230957736194	0.0011533230957736194
TC1	WNT10B	ligands	WNT	0	0.0011533230957736194	0.0011533230957736194
Stem/TA 3	EGF	ligands	EGF	0.0014747812352339262	0.0026156497379620576	0.0011408685027281314
Stem/TA 3	LRRC32	ligands	TGFB	0.0014747812352339262	0.0026156497379620576	0.0011408685027281314
Imma. Gob. 1	LTA	ligands	TNFSF10	0.0021865841658042437	0.0033271064666877373	0.0011405223008834936
Ent. Prog. 2	EPHA3	receptors	EPHRIN	0	0.0011325934322874924	0.0011325934322874924
Ent. Prog. 2	WNT10B	ligands	WNT	0	0.0011325934322874924	0.0011325934322874924
TC2	BTC	ligands	EGF	0.014960011091221841	0.016079688985857158	0.0011196778946353167
Imma. Gob. 2	WNT10B	ligands	WNT	3.504283015975456e-4	0.0014613081810821054	0.0011108798794845598
Imma. Gob. 1	BMPR1B	receptors	BMP	0	0.0011090354888959124	0.0011090354888959124
Imma. Gob. 1	FLT1	receptors	VEGF	0	0.0011090354888959124	0.0011090354888959124
Imma. Gob. 1	FLT4	receptors	VEGF	0	0.0011090354888959124	0.0011090354888959124
Imma. Gob. 1	FST	ligands	TGFB	0	0.0011090354888959124	0.0011090354888959124
Imma. Gob. 1	KDR	receptors	VEGF	0	0.0011090354888959124	0.0011090354888959124
Imma. Gob. 1	TGFB2	ligands	TGFB	0	0.0011090354888959124	0.0011090354888959124
Imma. Gob. 1	VEGFD	ligands	VEGF	0	0.0011090354888959124	0.0011090354888959124
Imma. Gob. 1	WNT10B	ligands	WNT	0	0.0011090354888959124	0.0011090354888959124
Stem/TA 2	EPHB6	receptors	EPHRIN	0.003375031919951042	0.004443251157435547	0.0010682192374845047
Imma. Gob. 1	BMPR2	receptors	BMP	0.05976782052502136	0.06083018068563034	0.0010623601606089828
TC4	FST	ligands	TGFB	0	0.0010564619511957871	0.0010564619511957871
TC4	LTA	ligands	TNFSF10	0	0.0010564619511957871	0.0010564619511957871
Imma. Gob. 2	EPHA7	receptors	EPHRIN	9.058440188210592e-4	0.0019484109081094737	0.0010425668892884146
Imma. Gob. 2	FGF2	ligands	FGF	9.058440188210591e-4	0.0019484109081094737	0.0010425668892884146
Imma. Gob. 2	WNT3	ligands	WNT	0.0014017132063901827	0.0024355136351368423	0.0010338004287466596
Tuft	EFNA5	ligands	EPHRIN	0.008467766603699156	0.009495166856985551	0.0010274002532863948
TC2	DHH	ligands	HEDGEHOG	0	0.001012545888173373	0.001012545888173373
Enterocytes 3	ERBB3	receptors	EGF	0.050617688115460094	0.05161734323318742	9.99655117727323e-4
Ent. Prog. 2	WNT3	ligands	WNT	7.005024563516375e-4	0.0016988901484312384	9.98387692079601e-4
Imma. Gob. 2	FZD6	receptors	WNT	0.040709229514969685	0.04168866862663634	9.794391116666537e-4
TC3	TGFB2	ligands	TGFB	0	9.373824988635749e-4	9.373824988635749e-4
TC3	WNT2B	ligands	WNT	0.020125428293858907	0.02104574780521011	9.203195113512037e-4
Ent. Prog. 1	BMP6	ligands	BMP	7.770708302241539e-4	0.0016464303576245731	8.693595274004192e-4
Ent. Prog. 1	FLT1	receptors	VEGF	7.770708302241539e-4	0.0016464303576245731	8.693595274004192e-4
Ent. Prog. 2	WNT5A	ligands	WNT	0.001401004912703275	0.0022651868645749847	8.641819518717098e-4
Goblet	WNT9A	ligands	WNT	0.006784134333852632	0.007639552476797947	8.554181429453146e-4
Ent. Prog. 1	BMPR1B	receptors	BMP	0	8.232151788122866e-4	8.232151788122866e-4
Ent. Prog. 1	EPHB1	receptors	EPHRIN	0	8.232151788122866e-4	8.232151788122866e-4
Ent. Prog. 1	FGF2	ligands	FGF	0	8.232151788122866e-4	8.232151788122866e-4
Ent. Prog. 1	INHBB	ligands	TGFB	0	8.232151788122866e-4	8.232151788122866e-4
Ent. Prog. 1	VEGFC	ligands	VEGF	0	8.232151788122866e-4	8.232151788122866e-4
Ent. Prog. 1	VEGFD	ligands	VEGF	0	8.232151788122866e-4	8.232151788122866e-4
TC4	EFNA4	ligands	EPHRIN	0	8.17390543113143e-4	8.17390543113143e-4
TC4	FZD9	receptors	WNT	0	8.17390543113143e-4	8.17390543113143e-4
TC4	NOTCH4	receptors	NOTCH	0	8.17390543113143e-4	8.17390543113143e-4
Stem/TA 3	EFNA2	ligands	EPHRIN	0.004424343705701778	0.005231299475924115	8.069557702223371e-4
Imma. Gob. 1	LGR6	receptors	WNT AMP	0.003644306943007073	0.00443614195558365	7.918350125765768e-4
Enterocytes 1	FGFR4	receptors	FGF	0.003117603510764372	0.003908724702405706	7.911211916413344e-4
Enterocytes 1	FLT1	receptors	VEGF	0.003117603510764372	0.003908724702405706	7.911211916413344e-4
Ent. Prog. 2	NOTCH3	receptors	NOTCH	3.502512281758187e-4	0.0011325934322874924	7.823422041116736e-4
Stem/TA 2	PTCH1	receptors	HEDGEHOG	0.02587799396559308	0.02665950694461328	7.815129790201998e-4
Stem	EPHB1	receptors	EPHRIN	0	7.779429635914088e-4	7.779429635914088e-4
Stem	FST	ligands	TGFB	0	7.779429635914088e-4	7.779429635914088e-4
Stem	FZD10	receptors	WNT	0	7.779429635914088e-4	7.779429635914088e-4
Stem	HGF	ligands	HGF	0	7.779429635914088e-4	7.779429635914088e-4
Stem	VEGFC	ligands	VEGF	0	7.779429635914088e-4	7.779429635914088e-4
Stem	WNT6	ligands	WNT	0	7.779429635914088e-4	7.779429635914088e-4
Ent. Prog. 1	SHH	ligands	HEDGEHOG	0.005828031226681154	0.0065857214304982925	7.576902038171386e-4
Ent. Prog. 1	WNT11	ligands	WNT	0.005828031226681154	0.0065857214304982925	7.576902038171386e-4
Stem/TA 2	DLL1	ligands	NOTCH	0.008509267587860797	0.009264012044538989	7.547444566781917e-4
TC1	DLL1	ligands	NOTCH	0.022976503573763397	0.023728010883232946	7.515073094695492e-4
Imma. Gob. 2	EREG	ligands	EGF	0.029178864797790197	0.029888331074383545	7.094662765933478e-4
Stem/TA 2	FZD1	receptors	WNT	0.01392200666979805	0.014629321126499475	7.073144567014255e-4
Stem/TA 1	EPHA3	receptors	EPHRIN	0	6.652084266410223e-4	6.652084266410223e-4
Stem/TA 1	FLT4	receptors	VEGF	0	6.652084266410223e-4	6.652084266410223e-4
Stem/TA 1	KDR	receptors	VEGF	0	6.652084266410223e-4	6.652084266410223e-4
Stem/TA 1	EPHA4	receptors	EPHRIN	0.013151958404071998	0.01380632606042558	6.54367656353582e-4
Ent. Prog. 1	LTBP1	ligands	TGFB	0.024866266567172925	0.025519670543180883	6.534039760079588e-4
TC1	LTA	ligands	TNFSF10	0.0022323580694362166	0.0028833077394340486	6.50949669997832e-4
TC2	INHBB	ligands	TGFB	0	6.388453277050187e-4	6.388453277050187e-4
TC2	KDR	receptors	VEGF	0	6.388453277050187e-4	6.388453277050187e-4
TC2	NOTCH4	receptors	NOTCH	0	6.388453277050187e-4	6.388453277050187e-4
TC2	WNT10B	ligands	WNT	0	6.388453277050187e-4	6.388453277050187e-4
TC2	WNT6	ligands	WNT	0	6.388453277050187e-4	6.388453277050187e-4
TC2	WNT7B	ligands	WNT	0	6.388453277050187e-4	6.388453277050187e-4
TC2	WNT9A	ligands	WNT	0	6.388453277050187e-4	6.388453277050187e-4
Enterocytes 2	ACVR1C	receptors	TGFB	0.009087746109844336	0.009717016549905776	6.292704400614399e-4
Imma. Gob. 2	VEGFD	ligands	VEGF	3.5042830159754567e-4	9.742054540547369e-4	6.237771524571912e-4
Imma. Gob. 2	LTA	ligands	TNFSF10	0.0028034264127803654	0.003409719089191579	6.062926764112135e-4
