cell_type_imm	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
CD8+ T 1	ETS1	4.2438778477419823e-280	0.29529895851198185	0.444	0.22	9.274570648455329e-276
CD8+ T 1	TUBB4B	2.0031838564121744e-126	0.2942383620084207	0.672	0.583	4.377757999803166e-122
CD8+ T 1	SERTAD1	2.2119765509007802e-136	0.2922177286554547	0.502	0.365	4.834053554338565e-132
CD8+ T 1	CORO1A	3.370573726551725e-209	0.29144934479672224	0.488	0.297	7.366051822006139e-205
CD8+ T 1	AKNA	4.3341087869392956e-226	0.291241232991701	0.37	0.194	9.471761342977136e-222
CD8+ T 1	MSN	2.471135390054075e-175	0.29077330258292633	0.552	0.387	5.400419281424176e-171
CD8+ T 1	PTMA	1.0473550275149837e-286	0.29046784867789155	0.992	0.956	2.2888896771312456e-282
CD8+ T 1	TMIGD2	0	0.2870572723285134	0.189	0.029	0
CD8+ T 1	ARL4C	3.220232943018829e-230	0.2864946200340681	0.545	0.316	7.037497073673349e-226
CD8+ T 1	HSP90AA1	4.337167753691624e-54	0.2858497846226684	0.977	0.959	9.478446408917675e-50
CD8+ T 1	ITM2A	9.832795056451306e-195	0.28428777499279284	0.428	0.251	2.1488590316368683e-190
CD8+ T 1	TIGIT	0	0.28384157572612	0.307	0.104	0
CD8+ T 1	ALOX5AP	0	0.2809641661522061	0.474	0.23	0
CD8+ T 1	MATK	0	0.27889341877305907	0.236	0.031	0
CD8+ T 1	JAK1	2.4605449599383176e-138	0.27798525220641757	0.588	0.47	5.377274955449199e-134
CD8+ T 1	ARHGDIB	4.102312833154346e-225	0.27761296313707917	0.76	0.551	8.965194465575508e-221
CD8+ T 1	DDX5	1.615045447635442e-242	0.27647924806821744	0.977	0.944	3.529520321262495e-238
CD8+ T 1	NCL	6.362934144097182e-161	0.275753893514862	0.801	0.722	1.3905556278509982e-156
CD8+ T 1	LAG3	0	0.2734027326491246	0.23	0.035	0
CD8+ T 1	IKZF3	1.3582887409767207e-166	0.2726226435295288	0.429	0.269	2.9684042145305256e-162
CD8+ T 1	PDE4D	2.9468788544667716e-248	0.269456630163246	0.313	0.135	6.440109048551682e-244
CD8+ T 1	RNF125	0	0.26755459445235835	0.272	0.091	0
CD8+ T 1	HSP90AB1	6.077902792894525e-63	0.2670762855640407	0.953	0.938	1.3282648763591695e-58
CD8+ T 1	SOCS1	1.4128884804377952e-158	0.2664464014776681	0.413	0.252	3.0877264851487575e-154
CD8+ T 1	SKAP1	4.979447148089589e-247	0.26443729178376146	0.374	0.181	1.088208379743499e-242
CD8+ T 1	CD96	0	0.2622668900124139	0.259	0.063	0
CD8+ T 1	PSMB9	2.5384727935687858e-126	0.2620776517656369	0.508	0.385	5.547578443065224e-122
CD8+ T 1	H2AFZ	3.968255029455336e-121	0.2620655766020259	0.722	0.658	8.672224541371692e-117
CD8+ T 1	RAC2	9.37386758940633e-129	0.2567434399481834	0.579	0.46	2.0485650229888592e-124
CD8+ T 1	CKLF	7.92561249078941e-114	0.2563895442343493	0.413	0.29	1.7320633537371179e-109
CD8+ T 1	ZNF331	2.285973583604696e-108	0.2561651621736163	0.574	0.422	4.9957666696097026e-104
CD8+ T 1	BCL11B	2.276407970969116e-246	0.25483648544089904	0.378	0.177	4.974861979755907e-242
CD8+ T 1	S100A10	9.620212109778973e-280	0.25222279020842797	0.745	0.481	2.1024011544710967e-275
CD8+ T 1	RPS27	0	0.25176633867277376	0.999	0.99	0
CD8+ T 1	DHX36	1.0242992289840443e-111	0.2517181509442697	0.443	0.324	2.2385035350217304e-107
CD8+ T 1	G3BP2	3.1513058390935412e-83	0.251313114393748	0.427	0.325	6.886863780755025e-79
CD8+ T 2	HIST1H4C	6.3280613068521495e-83	2.0806713380400317	0.763	0.353	1.3829345179994689e-78
CD8+ T 2	HMGB2	1.1302348626715403e-211	2.049394306954139	0.953	0.301	2.4700152688823842e-207
CD8+ T 2	TUBB	4.179741123364055e-211	1.813822823789677	0.885	0.237	9.134406250999805e-207
CD8+ T 2	TUBA1B	6.960703384183476e-141	1.7789021971884607	0.943	0.48	1.5211921175794568e-136
CD8+ T 2	GZMA	1.133510837702836e-124	1.610559729576537	0.685	0.176	2.477174584715778e-120
CD8+ T 2	TOP2A	0	1.602572391859341	0.699	0.022	0
CD8+ T 2	MKI67	0	1.5812681986364876	0.742	0.019	0
CD8+ T 2	CENPF	0	1.5417436283431352	0.703	0.038	0
CD8+ T 2	TYMS	0	1.4945220098138416	0.81	0.018	0
CD8+ T 2	GNLY	4.7711269560615096e-35	1.4033101204438623	0.247	0.064	1.0426820849776824e-30
CD8+ T 2	DUT	1.0207624367645571e-206	1.3902957004674548	0.864	0.221	2.230774229305263e-202
CD8+ T 2	GAPDH	3.791802510218637e-129	1.3132435289392155	0.993	0.848	8.286605205831809e-125
CD8+ T 2	HMGB1	5.314762021059037e-137	1.3039642664609312	0.996	0.667	1.1614880920822419e-132
CD8+ T 2	PCNA	1.4924604365787312e-260	1.2650400780864048	0.749	0.12	3.261623038099159e-256
CD8+ T 2	DEK	9.411788438642618e-177	1.2362434993563514	0.928	0.306	2.0568522453809577e-172
CD8+ T 2	MT2A	4.490193441591697e-133	1.2332280258334865	0.849	0.272	9.812868747254494e-129
CD8+ T 2	NUSAP1	0	1.2288315312331501	0.72	0.041	0
CD8+ T 2	H2AFZ	1.7989593557936497e-113	1.1992862977898717	0.975	0.666	3.931445776151442e-109
CD8+ T 2	PFN1	5.935924621772612e-122	1.1758772198697103	0.978	0.644	1.2972369668421867e-117
CD8+ T 2	ACTB	2.8735373261716413e-112	1.1681041244128463	1	0.9	6.2798284726155045e-108
CD8+ T 2	GZMB	9.293297495583944e-111	1.142462596774779	0.462	0.086	2.0309572346849153e-106
CD8+ T 2	SMC4	7.704592103121338e-240	1.1317385637205564	0.785	0.14	1.6837615582161373e-235
CD8+ T 2	ASPM	0	1.0943787628481685	0.599	0.013	0
CD8+ T 2	NKG7	1.2241457055151155e-94	1.0929726703496248	0.62	0.171	2.6752480248327336e-90
CD8+ T 2	ACTG1	2.988337962522824e-105	1.0758737469124529	1	0.85	6.53071378329738e-101
CD8+ T 2	SMC2	0	1.0447035567276108	0.792	0.069	0
CD8+ T 2	ANP32B	9.335350476766391e-113	1.0324615283063392	0.907	0.463	2.0401474931925273e-108
CD8+ T 2	PTTG1	1.3039950050651695e-241	1.0307480373233588	0.706	0.108	2.8497506840694214e-237
CD8+ T 2	DUSP4	2.88357235395872e-99	1.017535645157079	0.695	0.207	6.301759022341387e-95
CD8+ T 2	RAN	2.2170526614123975e-117	1.011989140913646	0.939	0.475	4.8451468862506534e-113
CD8+ T 2	NUCKS1	1.5994614729561609e-114	1.010618016673389	0.918	0.441	3.495463102998394e-110
CD8+ T 2	TPX2	0	1.0070727263176507	0.613	0.015	0
CD8+ T 2	COTL1	2.3511258564905103e-103	0.9958169234995653	0.903	0.381	5.138150446774361e-99
CD8+ T 2	UBE2C	0	0.9863531304686153	0.566	0.01	0
CD8+ T 2	ENO1	4.153455874521809e-92	0.9851979152259887	0.892	0.44	9.076962468179962e-88
CD8+ T 2	RANBP1	5.3395440395333965e-146	0.9803597825710524	0.824	0.259	1.1669039543996284e-141
CD8+ T 2	CORO1A	2.875362766486714e-135	0.9581176265751272	0.907	0.324	6.283817789880064e-131
CD8+ T 2	CCL5	5.864478605600635e-63	0.9244835059582741	0.685	0.256	1.2816231544679627e-58
CD8+ T 2	RAD21	5.796180745339358e-132	0.9137770349153316	0.853	0.289	1.2666973400864633e-127
CD8+ T 2	LCP1	1.2307467468752038e-92	0.9009628740456385	0.91	0.44	2.689673940621071e-88
CD8+ T 2	CD7	2.5681377730433632e-83	0.8856820969984867	0.742	0.254	5.612408289208966e-79
CD8+ T 2	RAC2	6.919283290673914e-88	0.8798396837012536	0.875	0.476	1.5121401703438773e-83
CD8+ T 2	ARHGDIB	3.770693873112106e-87	0.8720070279525449	0.971	0.582	8.240474390299197e-83
CD8+ T 2	SMC3	2.8876318501064617e-126	0.8690201343533444	0.789	0.244	6.310630645222661e-122
CD8+ T 2	CCL4	1.6655302151790522e-21	0.8676802226577198	0.452	0.222	3.639849732252301e-17
CD8+ T 2	PTMA	2.2164564756101924e-93	0.8624545163741404	1	0.962	4.843843981798514e-89
CD8+ T 2	S100A4	7.091520706954316e-32	0.8587015617826697	0.792	0.535	1.549780935297796e-27
CD8+ T 2	LDHA	6.120801124111542e-87	0.8513255580879513	0.914	0.466	1.3376398776633364e-82
CD8+ T 2	ATAD2	0	0.8506811282565225	0.67	0.056	0
CD8+ T 2	ARPC2	3.6171791590047168e-87	0.8488222404056225	0.968	0.723	7.904983334088908e-83
CD8+ T 2	SLC25A5	2.220107210134837e-85	0.8484510432223243	0.889	0.493	4.851822297028673e-81
CD8+ T 2	ANP32E	8.064457306857192e-138	0.8464390150920038	0.756	0.208	1.762406499840571e-133
CD8+ T 2	CXCL13	3.5321452293436566e-134	0.8424967610916347	0.204	0.015	7.719150184207627e-130
CD8+ T 2	HIST1H1D	1.3075049129394612e-103	0.8411911580454065	0.559	0.137	2.8574212367378986e-99
CD8+ T 2	CLSPN	0	0.83816989647716	0.631	0.019	0
CD8+ T 2	KIF20B	4.503114032682061e-236	0.8363185165871926	0.642	0.089	9.841105407023375e-232
CD8+ T 2	BIRC5	0	0.8337607543362345	0.545	0.013	0
CD8+ T 2	JPT1	2.3267367076286573e-114	0.8326823235361797	0.853	0.292	5.084850400851668e-110
CD8+ T 2	CENPE	0	0.8266382305257045	0.538	0.025	0
CD8+ T 2	DNMT1	3.6237239292645366e-193	0.8233014239570166	0.778	0.161	7.919286275014719e-189
CD8+ T 2	PKM	5.2162852208240135e-98	0.8114703268392323	0.803	0.284	1.1399669721588798e-93
CD8+ T 2	TRAC	3.9076513034730526e-74	0.8107641709255003	0.828	0.35	8.539781158610009e-70
CD8+ T 2	TMPO	5.041500365163478e-193	0.8103806307905385	0.717	0.134	1.1017694898028264e-188
CD8+ T 2	NUDT1	2.2704867445533805e-250	0.7988195006334176	0.746	0.114	4.961921731546958e-246
CD8+ T 2	EZH2	6.97648656079617e-254	0.7985032752186574	0.667	0.09	1.524641372996395e-249
CD8+ T 2	PSMB9	3.21007299911351e-97	0.7878606082172133	0.896	0.401	7.015293532262665e-93
CD8+ T 2	MCM7	3.212873192053184e-295	0.7862814033279545	0.584	0.06	7.021413073913029e-291
CD8+ T 2	IFI16	1.4028337998878388e-86	0.7858109701297941	0.853	0.391	3.0657529862748826e-82
CD8+ T 2	CTLA4	1.8938677915639418e-66	0.7857658002881571	0.427	0.107	4.1388586716838385e-62
CD8+ T 2	MAD2L1	0	0.7791684192476118	0.652	0.037	0
CD8+ T 2	CENPM	0	0.7679416782460967	0.649	0.062	0
CD8+ T 2	MCM3	0	0.7671536777403596	0.627	0.064	0
CD8+ T 2	CD2	5.880223473470002e-78	0.7644837257496376	0.846	0.344	1.2850640378921341e-73
CD8+ T 2	TK1	0	0.7624738188225263	0.566	0.015	0
CD8+ T 2	CD3D	3.580982340536198e-57	0.7597540353989244	0.778	0.367	7.825878807007807e-53
CD8+ T 2	ZWINT	0	0.7568679389189935	0.613	0.014	0
CD8+ T 2	RPA3	3.569566967056998e-160	0.7520391051447863	0.735	0.169	7.800931649806363e-156
CD8+ T 2	ITM2A	4.0346395567550775e-78	0.7434226976993557	0.724	0.276	8.817301287332546e-74
CD8+ T 2	CDK1	0	0.7426385621877688	0.52	0.016	0
CD8+ T 2	SMC1A	2.134919097619229e-146	0.7416577639523453	0.724	0.17	4.665652195937063e-142
CD8+ T 2	USP1	1.404951991847576e-156	0.7396713039102601	0.649	0.131	3.0703820829836927e-152
CD8+ T 2	PSMA7	1.4252024136069516e-74	0.7393648063625693	0.932	0.588	3.114637354696632e-70
CD8+ T 2	STMN1	0	0.7392754470440989	0.559	0.032	0
CD8+ T 2	KIF11	0	0.738235827534324	0.513	0.014	0
CD8+ T 2	CD247	1.2078555337146188e-113	0.7255613025362847	0.674	0.171	2.639647483379928e-109
CD8+ T 2	DLGAP5	0	0.7210505384687733	0.459	0.008	0
CD8+ T 2	VIM	6.952433461250835e-51	0.7157598568906769	0.971	0.847	1.5193848086217575e-46
CD8+ T 2	NASP	2.699341257875062e-93	0.7119777923169257	0.742	0.262	5.8991403849601604e-89
CD8+ T 2	HIST1H1B	0	0.7112362999985034	0.394	0.013	0
CD8+ T 2	TMSB4X	3.151556592001723e-65	0.7090569671408944	1	0.958	6.887411776160566e-61
CD8+ T 2	TRBC2	4.364660007435792e-58	0.7070651572697039	0.771	0.332	9.538527980250179e-54
CD8+ T 2	SET	1.6258018137822467e-67	0.7062889092781167	0.846	0.473	3.553027283839722e-63
CD8+ T 2	SEPT7	9.136059940062225e-80	0.7006434490591464	0.939	0.507	1.9965945393011988e-75
CD8+ T 2	CBX3	3.67159224316978e-97	0.700456275690206	0.731	0.254	8.023897688223238e-93
CD8+ T 2	PRKDC	1.2529188395930931e-83	0.6995594805349117	0.728	0.27	2.738128832046746e-79
CD8+ T 2	HELLS	0	0.696691601413883	0.556	0.043	0
CD8+ T 2	CACYBP	4.554756370333037e-79	0.6902480612302354	0.796	0.313	9.953964571725819e-75
CD8+ T 2	SUPT16H	1.6160872758706984e-108	0.6840573387425345	0.645	0.175	3.531797132687824e-104
CD8+ T 2	HMGN1	1.837616635014863e-75	0.6783113836970238	0.846	0.43	4.015927394161481e-71
CD8+ T 2	MYL12B	9.71637683907504e-75	0.6751370238089605	0.946	0.572	2.1234169944114594e-70
CD8+ T 2	RRM1	9.714265211491597e-272	0.6739103911047457	0.616	0.071	2.1229555193193736e-267
CD8+ T 2	DDX39A	1.2161632599305669e-145	0.6711699773958397	0.659	0.144	2.657803188252261e-141
CD8+ T 2	TPM3	3.085256200528382e-72	0.670307152600633	0.864	0.418	6.742518900634725e-68
CD8+ T 2	HIST2H2AC	3.842512700232777e-85	0.6691923510959469	0.455	0.107	8.397427255088711e-81
CD8+ T 2	CD3G	2.316331356420056e-61	0.6691261451276226	0.728	0.306	5.062110546320391e-57
CD8+ T 2	HIST1H1C	5.329882157873637e-43	0.6601648898991601	0.516	0.204	1.1647924467817047e-38
CD8+ T 2	CENPK	0	0.659959586371808	0.566	0.034	0
CD8+ T 2	CLEC2D	2.0032276000164545e-77	0.6589303686461736	0.738	0.268	4.37785359707596e-73
CD8+ T 2	TNFRSF18	4.586456330104334e-22	0.6528388557153536	0.462	0.244	1.0023241663810013e-17
CD8+ T 2	TRDC	4.893679488128013e-50	0.6497062144613985	0.211	0.038	1.0694647153354959e-45
CD8+ T 2	CD3E	8.45742758348136e-79	0.6493694237648624	0.867	0.339	1.8482862240940163e-74
CD8+ T 2	TIGIT	8.994395340939095e-97	0.6448359940765016	0.563	0.133	1.96563515780883e-92
CD8+ T 2	DTYMK	3.1073354789774373e-298	0.6436287902048509	0.595	0.06	6.790770955757291e-294
CD8+ T 2	LCK	1.7518241158514092e-113	0.6428991166354496	0.76	0.212	3.8284364227816695e-109
CD8+ T 2	YBX1	2.834670700127903e-54	0.6397115674993881	0.953	0.74	6.1948893480595195e-50
CD8+ T 2	ATAD5	0	0.6390301992472426	0.548	0.038	0
CD8+ T 2	PSIP1	1.0411466972288245e-107	0.637462178857851	0.71	0.206	2.275321992123873e-103
CD8+ T 2	SH3BGRL3	1.6709706833875872e-59	0.6374504238122132	0.989	0.684	3.651739331475233e-55
CD8+ T 2	SLA	3.915908926900257e-75	0.6373043533209615	0.728	0.259	8.557827368847822e-71
CD8+ T 2	GTSE1	0	0.635261343131503	0.477	0.01	0
CD8+ T 2	GZMH	1.4939340750210924e-59	0.6340591400992556	0.29	0.059	3.2648435275510954e-55
CD8+ T 2	FAM111B	0	0.6335635962283621	0.398	0.012	0
CD8+ T 2	MSN	2.0969831972121694e-64	0.6330908798135243	0.828	0.411	4.582747079187475e-60
CD8+ T 2	TMSB10	6.2309954546078095e-52	0.633033106968504	1	0.955	1.3617217466499907e-47
CD8+ T 2	CEP55	0	0.6326435782421466	0.473	0.013	0
CD8+ T 2	UBE2T	0	0.6315429048060834	0.523	0.024	0
CD8+ T 2	APOBEC3G	1.858396017637456e-102	0.6308477633480526	0.62	0.164	4.061338656944896e-98
CD8+ T 2	IL2RB	2.3772004683167542e-124	0.6302428004234281	0.584	0.12	5.1951339034594346e-120
CD8+ T 2	LMNB1	1.9121049108014007e-254	0.6302298340116629	0.577	0.065	4.1787140720653813e-250
CD8+ T 2	HNRNPA2B1	3.755569383250552e-58	0.6301563612262925	0.892	0.516	8.207421330155756e-54
CD8+ T 2	H2AFY	3.490436261181661e-114	0.6300604742897982	0.781	0.221	7.627999405186402e-110
CD8+ T 2	ACTR3	6.344318933047009e-65	0.6300249767960372	0.86	0.441	1.3864874596280934e-60
CD8+ T 2	CBX5	2.2517582179716775e-131	0.629525132020751	0.663	0.152	4.920992409555304e-127
CD8+ T 2	LDHB	3.413641145336532e-56	0.6294969377887564	0.857	0.461	7.460171359018457e-52
CD8+ T 2	MYH9	1.232278376142594e-75	0.6259130060440329	0.857	0.358	2.6930211632220247e-71
CD8+ T 2	HLA-A	4.2480042497167416e-63	0.6255650243633699	1	0.901	9.283588487330966e-59
CD8+ T 2	CCNA2	0	0.6245304602186821	0.43	0.011	0
CD8+ T 2	NCAPG	0	0.6158698451850516	0.491	0.01	0
CD8+ T 2	BUB3	1.130961034379801e-99	0.6144221697432986	0.652	0.185	2.4716022445336174e-95
CD8+ T 2	NAP1L1	5.411417234203218e-56	0.6080656501621099	0.907	0.568	1.1826111223627712e-51
CD8+ T 2	SLBP	2.9125738690413726e-106	0.6071818515259121	0.649	0.173	6.365138933403016e-102
CD8+ T 2	MCM6	2.2237940231994497e-275	0.6063851542939342	0.552	0.055	4.859879458300077e-271
CD8+ T 2	HMMR	0	0.6034857611349321	0.405	0.018	0
CD8+ T 2	RGS1	3.5925519171034797e-19	0.6032389380644696	0.853	0.636	7.851162959637944e-15
CD8+ T 2	CENPU	0	0.6012535265735922	0.538	0.026	0
CD8+ T 2	SNRPF	4.064439929013909e-83	0.5992834389618975	0.753	0.278	8.882427020866997e-79
CD8+ T 2	GMFG	1.0634160667580604e-55	0.5989646968958913	0.871	0.53	2.3239894722930653e-51
CD8+ T 2	LSP1	2.7136588909999495e-60	0.5988971589265877	0.799	0.422	5.930430140391289e-56
CD8+ T 2	H2AFV	4.839563940051292e-94	0.5988191190959739	0.62	0.177	1.0576383034588093e-89
CD8+ T 2	CD99	9.780550185363101e-65	0.5985411978762725	0.796	0.36	2.1374414375092522e-60
CD8+ T 2	LINC01871	1.031577203707371e-70	0.5933935724802819	0.427	0.105	2.2544088209820887e-66
CD8+ T 2	CKS1B	0	0.5932828486623682	0.534	0.036	0
CD8+ T 2	SGO2	0	0.5926498509913999	0.473	0.025	0
CD8+ T 2	NUF2	0	0.5911124466399513	0.47	0.012	0
CD8+ T 2	FAM111A	1.0149205982974837e-148	0.5906180347386407	0.602	0.113	2.2180074755193208e-144
CD8+ T 2	SNRNP25	5.341193597146655e-170	0.5888911576558835	0.57	0.093	1.16726444872043e-165
CD8+ T 2	RAB27A	1.7126852472966927e-96	0.5725043938711809	0.652	0.185	3.742902339442192e-92
CD8+ T 2	RBPJ	1.2645376518732034e-63	0.5708855159953385	0.67	0.256	2.7635205844036987e-59
CD8+ T 2	NCL	2.3375998283240615e-33	0.5706855069994097	0.91	0.733	5.108590664819405e-29
CD8+ T 2	SKA2	2.327674800748056e-152	0.5693283277320744	0.588	0.108	5.086900509554801e-148
CD8+ T 2	NPM1	1.600821307857871e-39	0.5689758676542422	0.914	0.689	3.498434886192591e-35
CD8+ T 2	ITGAE	8.759956387310096e-90	0.5635542363319219	0.616	0.178	1.9144008688827485e-85
CD8+ T 2	PTPRC	1.2318669767350062e-45	0.5628808188751284	0.957	0.648	2.6921220909566825e-41
CD8+ T 2	YWHAB	4.365854293677015e-56	0.5625428196622366	0.928	0.563	9.541137973401749e-52
CD8+ T 2	CCDC167	1.4663663465476427e-85	0.5602628050771385	0.642	0.198	3.2045970137452184e-81
CD8+ T 2	MYL12A	5.802847682525614e-47	0.5602245802250208	0.961	0.647	1.2681543325391477e-42
CD8+ T 2	SYNE2	5.902439374684274e-50	0.5589768696069106	0.731	0.332	1.2899191009435013e-45
CD8+ T 2	KPNA2	9.013059342519253e-56	0.5580355491581177	0.495	0.164	1.9697139887141574e-51
CD8+ T 2	CKS2	2.4834233349060006e-62	0.5562924094119126	0.67	0.25	5.4272733561035736e-58
CD8+ T 2	CKLF	8.413831508832835e-69	0.5539959970768853	0.753	0.306	1.8387587379403277e-64
CD8+ T 2	NAP1L4	4.304279578491227e-72	0.5526126483896983	0.703	0.256	9.406572590834727e-68
CD8+ T 2	LBR	2.5475257249363022e-87	0.5444267580583362	0.62	0.178	5.567362719275795e-83
CD8+ T 2	CCNB2	0	0.5425038058513757	0.369	0.01	0
CD8+ T 2	PPDPF	9.073462119763626e-47	0.5422886335854158	0.885	0.563	1.9829144116531428e-42
CD8+ T 2	DBI	2.2125761270509714e-59	0.5418995849183172	0.849	0.446	4.835363868057193e-55
CD8+ T 2	CAP1	8.026966297833125e-63	0.5411493552160793	0.817	0.36	1.754213214728451e-58
CD8+ T 2	RPSA	4.3349084935266454e-42	0.5403001936343572	0.993	0.954	9.473509021753132e-38
CD8+ T 2	ABRACL	3.501675338836468e-67	0.5401019240248792	0.789	0.327	7.652561285493217e-63
CD8+ T 2	NDC80	0	0.5375842729876115	0.47	0.021	0
CD8+ T 2	TNFRSF9	1.7490807838026735e-63	0.5369652501619473	0.323	0.067	3.8224411449223626e-59
CD8+ T 2	FANCI	0	0.5360013706387273	0.48	0.017	0
CD8+ T 2	TPR	1.7630233103010983e-51	0.5356952517332824	0.753	0.363	3.8529111423320205e-47
CD8+ T 2	TRBC1	1.1464408707759821e-37	0.533313637477684	0.606	0.261	2.5054318789938312e-33
CD8+ T 2	GMNN	3.22331543921038e-213	0.5323527094286228	0.484	0.054	7.044233560850365e-209
CD8+ T 2	CD8A	1.0754047173965503e-40	0.5319909731170984	0.337	0.099	2.350189469398421e-36
CD8+ T 2	SNRPD1	3.1239797999258727e-100	0.5306886721038941	0.616	0.163	6.827145454758002e-96
CD8+ T 2	HSPD1	2.389093218688638e-31	0.5304727178781319	0.828	0.553	5.2211243201221494e-27
CD8+ T 2	ARPC5	2.0049646355437835e-76	0.530145488478968	0.642	0.202	4.3816497145173843e-72
CD8+ T 2	PTPN22	3.8526309456275327e-64	0.5279374646791334	0.695	0.259	8.41953966857441e-60
CD8+ T 2	FABP5	4.727789401399611e-80	0.5254092668127945	0.473	0.113	1.0332110957818711e-75
CD8+ T 2	WNK1	1.7800538579928147e-63	0.5252773582957613	0.753	0.313	3.890129701257497e-59
CD8+ T 2	KIF23	0	0.5251304330403812	0.416	0.008	0
CD8+ T 2	TACC3	9.22443530194802e-211	0.5246126284613949	0.462	0.05	2.0159080908877203e-206
CD8+ T 2	GZMK	1.3488991314094397e-26	0.5240298833394929	0.29	0.097	2.9478841617821894e-22
CD8+ T 2	MCM5	1.0331130859031529e-154	0.5233588458359625	0.505	0.078	2.2577653379327502e-150
CD8+ T 2	H2AFX	2.7040211424085027e-46	0.5226578990392963	0.642	0.288	5.909367804619542e-42
CD8+ T 2	UBE2S	5.882833686903522e-33	0.5211576731941585	0.706	0.395	1.2856344739358957e-28
CD8+ T 2	TNFRSF1B	7.62803971632117e-57	0.5191546911094722	0.663	0.248	1.6670317996048283e-52
CD8+ T 2	LSM5	7.162269428642824e-74	0.5181350577444988	0.713	0.266	1.5652423609356027e-69
CD8+ T 2	IKZF3	3.1672755252721195e-41	0.5164072842444567	0.624	0.292	6.9217639329296904e-37
CD8+ T 2	CCND2	7.164994271251614e-35	0.5160731389856015	0.577	0.267	1.5658378480393278e-30
CD8+ T 2	CDT1	0	0.5147435007489495	0.416	0.01	0
CD8+ T 2	MCM4	0	0.5136096486973942	0.466	0.029	0
CD8+ T 2	SRSF7	2.7309946392711474e-37	0.5096183164938544	0.814	0.492	5.968315684663165e-33
CD8+ T 2	FBXO5	4.962367979570204e-232	0.5084942526753095	0.423	0.038	1.0844758982552723e-227
CD8+ T 2	DIAPH1	3.48069549490543e-84	0.5079701056113018	0.699	0.223	7.606711934566327e-80
CD8+ T 2	ETS1	2.1628943441275898e-61	0.5075436123799683	0.685	0.253	4.726789299656435e-57
CD8+ T 2	CDKN2D	9.087044983066702e-76	0.5061434037092173	0.423	0.099	1.985882810599397e-71
CD8+ T 2	GNAI2	1.0226336103074067e-47	0.505819387904381	0.849	0.484	2.2348634919658067e-43
CD8+ T 2	EIF2S2	3.740100497122819e-48	0.5043057650782711	0.703	0.344	8.173615626412209e-44
CD8+ T 2	PHLDA1	2.6486724837894416e-61	0.5036816626027594	0.552	0.174	5.788408846073446e-57
CD8+ T 2	IFNG	1.6775785300345535e-48	0.5034716401027335	0.272	0.06	3.666180119537513e-44
CD8+ T 2	CD52	1.3896527117101898e-32	0.5033344856212218	0.857	0.525	3.0369470361714486e-28
CD8+ T 2	TXN	1.712715082534376e-38	0.5027932694684445	0.796	0.496	3.7429675413706254e-34
CD8+ T 2	CCL3	9.702171272978696e-15	0.5026360230042289	0.258	0.11	2.120312509996764e-10
CD8+ T 2	RNF213	3.881225637568483e-42	0.4996148617434093	0.774	0.402	8.482030508342162e-38
CD8+ T 2	CNTRL	1.8624316966824912e-79	0.49880072884279636	0.584	0.173	4.0701582299299164e-75
CD8+ T 2	EID1	1.3038521020264412e-44	0.498626151874516	0.749	0.387	2.8494383837685846e-40
CD8+ T 2	CLEC2B	5.526662756520977e-40	0.4961343326615343	0.692	0.34	1.2077968788100944e-35
CD8+ T 2	ID2	1.516108675208453e-35	0.49483477081638627	0.756	0.384	3.313303898800553e-31
CD8+ T 2	SPOCK2	1.0770894787020348e-30	0.49407399373460664	0.52	0.247	2.3538713467554267e-26
CD8+ T 2	CDCA8	0	0.4926917816511877	0.394	0.007	0
CD8+ T 2	BRCA2	2.479048670685128e-117	0.49014874487452487	0.473	0.087	5.417712964915279e-113
CD8+ T 2	RUNX3	4.780458186239882e-47	0.4900547754021728	0.67	0.291	1.0447213320208637e-42
CD8+ T 2	S100A10	9.899920969814222e-38	0.4891720819865284	0.875	0.521	2.1635287287432002e-33
CD8+ T 2	ANXA5	3.9782635008661527e-59	0.48570139352068364	0.76	0.334	8.69409705479289e-55
CD8+ T 2	HIST1H1E	2.8076971222617655e-96	0.4831111349127232	0.391	0.071	6.135941290990862e-92
CD8+ T 2	HNRNPDL	3.3725036638474506e-41	0.48069969111815924	0.849	0.535	7.370269506972219e-37
CD8+ T 2	ARPC3	2.8912963086042807e-44	0.4804077447643629	0.925	0.644	6.318638952823795e-40
CD8+ T 2	POMP	7.319956416869003e-47	0.48020168263667173	0.814	0.445	1.599703275342552e-42
CD8+ T 2	RASGRP1	1.1523215204380515e-67	0.47970219621952753	0.573	0.176	2.518283450765318e-63
CD8+ T 2	NCAPD2	3.660272921019553e-266	0.4795674026220191	0.441	0.036	7.999160441596131e-262
CD8+ T 2	HMGN2	7.802526720600903e-134	0.47945026816866554	0.48	0.08	1.7051641895201215e-129
CD8+ T 2	ASF1B	0	0.4776789346410766	0.444	0.011	0
CD8+ T 2	ORC6	0	0.47424056044804164	0.423	0.018	0
CD8+ T 2	PRF1	8.205391485912741e-100	0.47234275062967745	0.423	0.076	1.7932062553313704e-95
CD8+ T 2	PAXX	1.611556081863668e-53	0.47032218031864026	0.656	0.267	3.52189466130486e-49
CD8+ T 2	PMAIP1	2.102004039216517e-23	0.4692827268242512	0.595	0.325	4.593719627303777e-19
CD8+ T 2	PGK1	2.1849594784310636e-49	0.46853277201572696	0.824	0.408	4.7750104441632466e-45
